alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_score_raw,uk_score,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,run_label,run_id,model_variant
BTN,['Dzongkha'],784043,88.426,2023,,,,5.894339881754102,0.88426,,5.334453751150931,0.5,False,27.80386100932715,13.901930504663575,27.80386100932715,27.80386100932715,92,True,Bhutan,Bhutan,25-05-2025,True,no-lang,no-lang_20251219T110925Z,no-language
MAC,"['Portuguese', 'Chinese']",685900,89.1806,2023,,,,5.836260802858487,0.891806,,5.334453751150931,1.1,False,27.764831039506703,30.541314143457374,27.764831039506703,27.764831039506703,93,True,Macao,Macao,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TTO,['English'],1367764,84.6994,2023,,,,6.136011168773308,0.846994,,5.334453751150931,1.5,False,27.724034429915886,41.58605164487383,27.724034429915886,27.724034429915886,94,True,Trinidad and Tobago,Trinidad and Tobago,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ARM,['Armenian'],3076200,79.9966,2023,,,,6.488014567824043,0.799966,,5.334453751150931,0.5,False,27.686834178616618,13.843417089308309,27.686834178616618,27.686834178616618,95,True,Armenia,Armenia,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BWA,"['English', 'Tswana']",2359609,81.36,2023,,,,6.372840043982482,0.8136,,5.334453751150931,1.5,False,27.658836820988025,41.488255231482036,27.658836820988025,27.658836820988025,96,False,Botswana,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MLT,"['English', 'Maltese']",574250,92.0727,2023,2025 Q2 P,158000.0,153.0,5.759101003867063,0.920727,5.198657086954422,5.198657086954422,1.5,False,27.56619003121812,41.34928504682718,27.56619003121812,27.56619003121812,97,False,Malta,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MDA,['Romanian'],2749076,80.2126,2023,,,,6.439186746363795,0.8021259999999999,,5.334453751150931,1.1,False,27.552662245118945,30.30792846963084,27.552662245118945,27.552662245118945,98,False,"Moldova, Republic of",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MNE,['Montenegrin'],623327,88.8826,2024,,,,5.7947159391766885,0.888826,,5.334453751150931,1.1,False,27.475073048684035,30.22258035355244,27.475073048684035,27.475073048684035,99,False,Montenegro,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CUB,['Spanish'],9748007,71.275,2023,,,,6.988915832377714,0.7127500000000001,,5.334453751150931,1.1,False,26.572779910504742,29.23005790155522,26.572779910504742,26.572779910504742,100,False,Cuba,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BOL,"['Aymara', 'Guaraní', 'Quechua', 'Spanish']",11365333,70.2368,2023,,,,7.055582164913061,0.702368,,5.334453751150931,1.1,False,26.435499740856798,29.07904971494248,26.435499740856798,26.435499740856798,101,False,"Bolivia, Plurinational State of",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
LUX,"['German', 'French', 'Luxembourgish']",681973,98.7606,2024,2025 Q2 P,34000.0,21.0,5.8337671808395735,0.987606,4.531478917042255,4.531478917042255,1.1,False,26.10795024742783,28.718745272170615,26.10795024742783,26.10795024742783,102,False,Luxembourg,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ABW,"['Dutch', 'Papiamento']",107566,97.17,2017,,,,5.031675019046017,0.9717,,5.334453751150931,1.1,False,26.081630653580653,28.68979371893872,26.081630653580653,26.081630653580653,103,False,Aruba,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MUS,"['English', 'French', 'Mauritian Creole']",1243741,79.5,2023,,,,6.094729951108975,0.795,,5.334453751150931,1.5,False,25.847083764706436,38.77062564705965,25.847083764706436,25.847083764706436,104,False,Mauritius,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MDV,['Maldivian'],515132,84.6851,2023,,,,5.711918529091912,0.846851,,5.334453751150931,0.5,False,25.803520519725737,12.901760259862868,25.803520519725737,25.803520519725737,105,False,Maldives,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GUY,['English'],772975,81.7221,2023,,,,5.888165447944686,0.817221,,5.334453751150931,1.5,False,25.669031137712544,38.50354670656881,25.669031137712544,25.669031137712544,106,False,Guyana,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BMU,['English'],64055,98.37,2017,,,,4.80655303552734,0.9837,,5.334453751150931,1.5,False,25.222397412085975,37.833596118128966,25.222397412085975,25.222397412085975,107,False,Bermuda,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
FJI,"['English', 'Fijian', 'Fiji Hindi']",900869,79.3485,2023,,,,5.954661642573458,0.793485,,5.334453751150931,1.5,False,25.204945599457,37.8074183991855,25.204945599457,25.204945599457,108,False,Fiji,,25-05-2025,True,no-lang,no-lang_20251219T110925Z,no-language
AND,['Catalan'],88406,95.4456,2023,,,,4.946481741013802,0.954456,,5.334453751150931,1.1,False,25.18501865755026,27.703520523305286,25.18501865755026,25.18501865755026,109,False,Andorra,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TUN,['Arabic'],11972169,72.3542,2023,2025 Q2 P,69000.0,60.0,7.078172838743614,0.723542,4.838849090737256,4.838849090737256,0.5,False,24.781465592027214,12.390732796013607,24.781465592027214,24.781465592027214,110,False,Tunisia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
FRO,"['Danish', 'Faroese']",54885,97.582,2017,,,,4.739453668542288,0.9758199999999999,,5.334453751150931,1.1,False,24.67106805559587,27.13817486115546,24.67106805559587,24.67106805559587,111,False,Faroe Islands,,25-05-2025,True,no-lang,no-lang_20251219T110925Z,no-language
GAB,['French'],2469296,71.9256,2023,,,,6.392573152897294,0.719256,,5.334453751150931,1.1,False,24.527266742124162,26.97999341633658,24.527266742124162,24.527266742124162,112,False,Gabon,,25-05-2025,True,no-lang,no-lang_20251219T110925Z,no-language
VEN,['Spanish'],28517000,61.6,2017,,,,7.455103835626699,0.616,,5.334453751150931,1.1,False,24.497646478645976,26.947411126510577,24.497646478645976,24.497646478645976,113,False,"Venezuela, Bolivarian Republic of",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SLV,['Spanish'],6029976,67.6558,2023,,,,6.78031558360146,0.676558,,5.334453751150931,1.1,False,24.470615669860234,26.91767723684626,24.470615669860234,24.470615669860234,114,False,El Salvador,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MCO,['French'],38423,99.1497,2023,,,,4.584591270795872,0.991497,,5.334453751150931,1.1,False,24.248338267253622,26.673172093978987,24.248338267253622,24.248338267253622,115,False,Monaco,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SUR,['Dutch'],616500,78.3958,2023,,,,5.789933080931751,0.7839579999999999,,5.334453751150931,1.1,False,24.213428892641378,26.634771781905517,24.213428892641378,24.213428892641378,116,False,Suriname,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
PAN,['Spanish'],4064780,68.5485,2023,,,,6.60903704504163,0.685485,,5.334453751150931,1.1,False,24.167186649837546,26.583905314821305,24.167186649837546,24.167186649837546,117,False,Panama,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MMR,['Burmese'],51316756,58.5357,2023,,,,7.710259194549563,0.585357,,5.334453751150931,0.5,False,24.075745750912386,12.037872875456193,24.075745750912386,24.075745750912386,118,False,Myanmar,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
LIE,['German'],40900,97.3444,2023,,,,4.611723308007342,0.973444,,5.334453751150931,1.1,False,23.947719887745507,26.34249187652006,23.947719887745507,23.947719887745507,119,False,Liechtenstein,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
KIR,"['English', 'Gilbertese']",120740,88.0,2023,,,,5.081851171517454,0.88,,5.334453751150931,1.5,False,23.855832039328988,35.78374805899348,23.855832039328988,23.855832039328988,120,False,Kiribati,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SYC,"['Seychellois Creole', 'English', 'French']",122729,87.4009,2023,,,,5.088947195586477,0.8740089999999999,,5.334453751150931,1.5,False,23.726506842116336,35.589760263174504,23.726506842116336,23.726506842116336,121,False,Seychelles,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NCL,['French'],264596,82.0058,2017,,,,5.422583274503567,0.820058,,5.334453751150931,1.1,False,23.72142388361715,26.093566271978865,23.72142388361715,23.72142388361715,122,False,New Caledonia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SEN,['French'],18593258,60.6122,2023,,,,7.26935549560564,0.606122,,5.334453751150931,1.1,False,23.504223580306206,25.85464593833683,23.504223580306206,23.504223580306206,123,False,Senegal,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
KHM,['Khmer'],17577760,60.7171,2023,,,,7.244963530486225,0.607171,,5.334453751150931,0.5,False,23.465897984280286,11.732948992140143,23.465897984280286,23.465897984280286,124,False,Cambodia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
LAO,['Lao'],7647000,63.6255,2023,,,,6.88349109018893,0.636255,,5.334453751150931,0.5,False,23.363070369999114,11.681535184999557,23.363070369999114,23.363070369999114,125,False,Lao People's Democratic Republic,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GIB,['English'],38000,94.4445,2016,,,,4.57978359661681,0.9444450000000001,,5.334453751150931,1.5,False,23.07339937087681,34.610099056315214,23.07339937087681,23.07339937087681,126,False,Gibraltar,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CPV,['Portuguese'],491233,73.539,2023,,,,5.6912875341031945,0.73539,,5.334453751150931,1.1,False,22.326374314306577,24.559011745737237,22.326374314306577,22.326374314306577,127,False,Cabo Verde,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GUM,"['Chamorro', 'English', 'Spanish']",153836,80.5055,2017,,,,5.187057978975404,0.805055,,5.334453751150931,1.5,False,22.275969175822215,33.413953763733325,22.275969175822215,22.275969175822215,128,False,Guam,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NAM,"['Afrikaans', 'German', 'English', 'Herero', 'Khoekhoe', 'Kwangali', 'Lozi', 'Ndonga', 'Tswana']",3022401,64.4061,2023,,,,6.480352084269662,0.644061,,5.334453751150931,1.5,False,22.26463390160148,33.39695085240222,22.26463390160148,22.26463390160148,129,False,Namibia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NPL,['Nepali'],29911840,55.7716,2023,,,,7.475843129088429,0.557716,,5.334453751150931,0.5,False,22.241457208827647,11.120728604413824,22.241457208827647,22.241457208827647,130,False,Nepal,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
HND,['Spanish'],9892632,58.2789,2023,,,,6.995311853882634,0.582789,,5.334453751150931,1.1,False,21.747451975783786,23.922197173362168,21.747451975783786,21.747451975783786,131,False,Honduras,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GTM,['Spanish'],18079810,56.0535,2023,,,,7.25719386217999,0.560535,,5.334453751150931,1.1,False,21.70008395501011,23.870092350511126,21.70008395501011,21.70008395501011,132,False,Guatemala,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BLZ,"['Belizean Creole', 'English', 'Spanish']",417634,72.3595,2023,,,,5.620795847779911,0.723595,,5.334453751150931,1.5,False,21.696182388546294,32.54427358281944,21.696182388546294,21.696182388546294,133,False,Belize,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
DMA,['English'],67408,83.8255,2023,,,,4.828711441782772,0.8382550000000001,,5.334453751150931,1.5,False,21.59222315705616,32.38833473558424,21.59222315705616,21.59222315705616,134,False,Dominica,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CYM,['English'],84738,81.0677,2017,,,,4.928078209497234,0.810677,,5.334453751150931,1.5,False,21.311567671182072,31.967351506773106,21.311567671182072,21.311567671182072,135,False,Cayman Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TJK,"['Russian', 'Tajik']",10499000,56.791,2023,,,,7.021147935720995,0.5679099999999999,,5.334453751150931,0.5,False,21.270494860671644,10.635247430335822,21.270494860671644,21.270494860671644,136,False,Tajikistan,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NIC,['Spanish'],6803886,58.2314,2023,,,,6.832757028340634,0.582314,,5.334453751150931,1.1,False,21.224778336108333,23.347256169719167,21.224778336108333,21.224778336108333,137,False,Nicaragua,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
PYF,['French'],279500,72.7039,2017,,,,5.446381812222442,0.727039,,5.334453751150931,1.1,False,21.123007148277868,23.235307863105657,21.123007148277868,21.123007148277868,138,False,French Polynesia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SMR,['Italian'],34132,87.0278,2023,,,,4.533161736960601,0.870278,,5.334453751150931,1.1,False,21.04501179987769,23.149512979865463,21.04501179987769,21.04501179987769,139,False,San Marino,,25-05-2025,True,no-lang,no-lang_20251219T110925Z,no-language
BRB,['English'],267800,79.9923,2023,2025 Q1 P,66000.0,166.0,5.42781057267599,0.799923,4.819543935541868,4.819543935541868,1.5,False,20.925642936040763,31.388464404061146,20.925642936040763,20.925642936040763,140,False,Barbados,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
DJI,"['Arabic', 'French']",1066809,65.0248,2023,,,,6.028086670904087,0.6502479999999999,,5.334453751150931,1.1,False,20.909732034303058,23.000705237733367,20.909732034303058,20.909732034303058,141,False,Djibouti,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ATG,['English'],103603,77.5756,2023,,,,5.015372331322167,0.7757559999999999,,5.334453751150931,1.5,False,20.75478683277625,31.132180249164378,20.75478683277625,20.75478683277625,142,False,Antigua and Barbuda,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
VCT,['English'],110872,75.9927,2023,,,,5.044821881759084,0.759927,,5.334453751150931,1.5,False,20.450675918451108,30.67601387767666,20.450675918451108,20.450675918451108,143,False,Saint Vincent and the Grenadines,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GNQ,"['French', 'Portuguese', 'Spanish']",1668768,60.3661,2023,,,,6.222395963208134,0.603661,,5.334453751150931,1.1,False,20.03736997089543,22.041106967984973,20.03736997089543,20.03736997089543,144,False,Equatorial Guinea,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GRD,['English'],109021,74.1201,2023,,,,5.037510161295513,0.7412009999999999,,5.334453751150931,1.5,False,19.91782379286063,29.876735689290946,19.91782379286063,19.91782379286063,145,False,Grenada,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
LCA,['English'],184100,70.0834,2023,,,,5.265053788504015,0.700834,,5.334453751150931,1.5,False,19.68375403153503,29.525631047302547,19.68375403153503,19.68375403153503,146,False,Saint Lucia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BGD,['Bengali'],169828911,44.5027,2023,,,,8.230011624771146,0.44502699999999995,,5.334453751150931,0.5,False,19.537849661422772,9.768924830711386,19.537849661422772,19.537849661422772,147,False,Bangladesh,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
KNA,['English'],51320,76.4208,2023,,,,4.710286647702891,0.764208,,5.334453751150931,1.5,False,19.202106371207392,28.80315955681109,19.202106371207392,19.202106371207392,148,False,Saint Kitts and Nevis,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
VGB,['English'],39471,77.7043,2017,,,,4.596278129409967,0.777043,,5.334453751150931,1.5,False,19.052032226733292,28.57804834009994,19.052032226733292,19.052032226733292,149,False,"Virgin Islands, British",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CUW,"['English', 'Dutch', 'Papiamento']",156115,68.1272,2017,,,,5.193444633390771,0.681272,,5.334453751150931,1.5,False,18.87408907001254,28.31113360501881,18.87408907001254,18.87408907001254,150,False,Curaçao,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SWZ,"['English', 'Swazi']",1235549,57.62,2023,,,,6.09185997354031,0.5761999999999999,,5.334453751150931,1.5,False,18.724624634564336,28.086936951846504,18.724624634564336,18.724624634564336,151,False,Eswatini,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
AGO,['Portuguese'],36170961,44.7581,2023,,,,7.558360047369661,0.447581,,5.334453751150931,1.1,False,18.04634154048077,19.85097569452885,18.04634154048077,18.04634154048077,152,False,Angola,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
LKA,"['Sinhala', 'Tamil']",21763170,51.2,2023,2025 Q1 P,59000.0,96.0,7.337722154502129,0.512,4.770852011642144,4.770852011642144,0.5,False,17.923679488858934,8.961839744429467,17.923679488858934,17.923679488858934,153,False,Sri Lanka,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NRU,"['English', 'Nauru']",11680,81.6554,2020,,,,4.067442842776381,0.816554,,5.334453751150931,1.5,False,17.717250418370778,26.575875627556165,17.717250418370778,17.717250418370778,154,False,Nauru,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GRL,['Greenlandic'],56542,69.4825,2017,,,,4.752371166261774,0.694825,,5.334453751150931,0.5,False,17.61471993710094,8.80735996855047,17.61471993710094,17.61471993710094,155,False,Greenland,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
STP,['Portuguese'],209607,61.4607,2023,,,,5.321405782179103,0.614607,,5.334453751150931,1.1,False,17.446721707563864,19.191393878320252,17.446721707563864,17.446721707563864,156,False,Sao Tome and Principe,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
VIR,['English'],87146,64.3775,2017,,,,4.940247457793744,0.643775,,5.334453751150931,1.5,False,16.965738356993906,25.448607535490858,16.965738356993906,16.965738356993906,157,False,"Virgin Islands, U.S.",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CMR,"['English', 'French']",29442327,41.9088,2023,,,,7.468972131865236,0.419088,,5.334453751150931,1.5,False,16.69767557814718,25.04651336722077,16.69767557814718,16.69767557814718,158,False,Cameroon,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
WSM,"['English', 'Samoan']",205557,58.1386,2023,,,,5.312932270752029,0.581386,,5.334453751150931,1.5,False,16.47740450496103,24.716106757441544,16.47740450496103,16.47740450496103,159,False,Samoa,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
CIV,['French'],31719275,40.6528,2023,,,,7.501323252192296,0.406528,,5.334453751150931,1.1,False,16.267405720184215,17.894146292202638,16.267405720184215,16.267405720184215,160,False,Côte d'Ivoire,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MHL,"['English', 'Marshallese']",42418,65.7177,2023,,,,4.627550187767521,0.6571769999999999,,5.334453751150931,1.5,False,16.222711589843623,24.334067384765433,16.222711589843623,16.222711589843623,161,False,Marshall Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
LSO,"['English', 'Sotho']",2116427,47.991,2023,,,,6.325603293342072,0.47991,,5.334453751150931,1.5,False,16.19390941646194,24.29086412469291,16.19390941646194,16.19390941646194,162,False,Lesotho,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TUV,"['English', 'Tuvaluan']",10643,74.3146,2023,,,,4.027064062151045,0.743146,,5.334453751150931,1.5,False,15.964401334703693,23.94660200205554,15.964401334703693,15.964401334703693,163,False,Tuvalu,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NGA,['English'],223800000,39.2136,2023,2025 Q2 P,68000.0,57.0,8.34986008219233,0.392136,4.832508912706237,4.832508912706237,1.5,False,15.82299082584575,23.734486238768625,15.82299082584575,15.82299082584575,164,False,Nigeria,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GMB,['English'],2422712,45.9137,2023,,,,6.384301790429396,0.45913699999999996,,5.334453751150931,1.5,False,15.636719825686901,23.45507973853035,15.636719825686901,15.636719825686901,165,False,Gambia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TON,"['English', 'Tongan']",100179,58.5334,2023,,,,5.0007766921902945,0.585334,,5.334453751150931,1.5,False,15.614610932431521,23.421916398647284,15.614610932431521,15.614610932431521,166,False,Tonga,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ZWE,"['Chibarwe', 'English', 'Kalanga', 'Khoisan', 'Ndau', 'Northern Ndebele', 'Chewa', 'Shona', 'Sotho', 'Tonga', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zimbabwean Sign Language']",17073087,38.4266,2023,,,,7.232312053385075,0.384266,,5.334453751150931,1.5,False,14.825149113954128,22.237723670931192,14.825149113954128,14.825149113954128,167,False,Zimbabwe,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
HTI,"['French', 'Haitian Creole']",11867032,39.262,2019,,,,7.074342113461789,0.39262,,5.334453751150931,1.1,False,14.816595728550778,16.298255301405856,14.816595728550778,14.816595728550778,168,False,Haiti,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
KEN,"['English', 'Swahili']",53330978,34.9762,2024,,,,7.726979547982685,0.34976199999999996,,5.334453751150931,1.5,False,14.41691508900268,21.62537263350402,14.41691508900268,14.41691508900268,169,False,Kenya,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
COG,"['French', 'Kikongo', 'Lingala']",6142180,38.3791,2023,,,,6.788322539534806,0.383791,,5.334453751150931,1.1,False,13.897836865396117,15.28762055193573,13.897836865396117,13.897836865396117,170,False,Congo,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MLI,['French'],22395489,35.0921,2023,,,,7.350160549597546,0.35092100000000004,,5.334453751150931,1.1,False,13.759293603662426,15.13522296402867,13.759293603662426,13.759293603662426,171,False,Mali,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SYR,['Arabic'],25620000,34.65,2019,,,,7.408579125408668,0.3465,,5.334453751150931,0.5,False,13.69393041771034,6.84696520885517,13.69393041771034,13.69393041771034,172,False,Syrian Arab Republic,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TGO,['French'],8095498,37.0223,2023,,,,6.908243569828069,0.370223,,5.334453751150931,1.1,False,13.643349085624408,15.00768399418685,13.643349085624408,13.643349085624408,173,False,Togo,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
VUT,"['Bislama', 'English', 'French']",321409,45.7313,2023,,,,5.507058033583555,0.45731299999999997,,5.334453751150931,1.5,False,13.434550944788962,20.151826417183443,13.434550944788962,13.434550944788962,174,False,Vanuatu,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
MRT,['Arabic'],4927532,37.3809,2023,,,,6.69262945332252,0.37380899999999995,,5.334453751150931,0.5,False,13.345550346577143,6.672775173288572,13.345550346577143,13.345550346577143,175,False,Mauritania,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SLB,['English'],750325,42.4597,2023,,,,5.875249416903541,0.424597,,5.334453751150931,1.5,False,13.307399151397822,19.961098727096733,13.307399151397822,13.307399151397822,176,False,Solomon Islands,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
COD,"['French', 'Kikongo', 'Lingala', 'Tshiluba', 'Swahili']",112832000,30.548,2023,,,,8.05243228628321,0.30548,,5.334453751150931,1.1,False,13.121993479968378,14.434192827965216,13.121993479968378,13.121993479968378,177,False,"Congo, The Democratic Republic of the",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
RWA,"['English', 'French', 'Kinyarwanda']",14104969,34.2005,2023,,,,7.14937213599697,0.342005,,5.334453751150931,1.5,False,13.043384983136145,19.565077474704218,13.043384983136145,13.043384983136145,178,False,Rwanda,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
ZMB,['English'],19693423,33.0,2023,,,,7.294321209322918,0.33,,5.334453751150931,1.5,False,12.840702315266903,19.261053472900354,12.840702315266903,12.840702315266903,179,False,Zambia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
BEN,['French'],13224860,32.2083,2023,,,,7.121391083236578,0.322083,,5.334453751150931,1.1,False,12.23552456822202,13.459077025044223,12.23552456822202,12.23552456822202,180,False,Benin,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TZA,"['English', 'Swahili']",68153004,29.0638,2023,,,,7.833485003118178,0.290638,,5.334453751150931,1.5,False,12.144995741132956,18.21749361169943,12.144995741132956,12.144995741132956,181,False,"Tanzania, United Republic of",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
PAK,"['English', 'Urdu']",241499431,27.3759,2023,2025 Q1 P,171000.0,141.0,8.38291611184177,0.27375900000000003,5.232996110392154,5.232996110392154,1.5,False,12.009196137576117,18.013794206364174,12.009196137576117,12.009196137576117,182,False,Pakistan,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
COM,"['Arabic', 'French', 'Comorian']",919901,35.6678,2023,,,,5.963741090968163,0.356678,,5.334453751150931,1.1,False,11.347104586065257,12.481815044671784,11.347104586065257,11.347104586065257,183,False,Comoros,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
TLS,"['Portuguese', 'Tetum']",1391221,34.0207,2023,,,,6.143396124569186,0.340207,,5.334453751150931,1.1,False,11.149148984652637,12.264063883117903,11.149148984652637,11.149148984652637,184,False,Timor-Leste,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SDN,"['Arabic', 'English']",51662000,26.4383,2020,,,,7.713171215080633,0.26438300000000003,,5.334453751150931,1.5,False,10.87818529970241,16.317277949553617,10.87818529970241,10.87818529970241,185,False,Sudan,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GNB,"['Portuguese', 'Upper Guinea Creole']",1781308,32.4661,2023,,,,6.250739018360228,0.324661,,5.334453751150931,1.1,False,10.825586705974949,11.908145376572445,10.825586705974949,10.825586705974949,186,False,Guinea-Bissau,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
SOM,"['Arabic', 'Somali']",19655000,27.6,2022,,,,7.293473048156108,0.276,,5.334453751150931,0.5,False,10.738247726340662,5.369123863170331,10.738247726340662,10.738247726340662,187,False,Somalia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
FSM,['English'],105564,39.3833,2020,,,,5.023515838018407,0.393833,,5.334453751150931,1.5,False,10.553823666941545,15.830735500412317,10.553823666941545,10.553823666941545,188,False,"Micronesia, Federated States of",,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
GIN,['French'],14363931,26.5014,2023,,,,7.157273310239107,0.265014,,5.334453751150931,1.1,False,10.118272538330032,11.130099792163037,10.118272538330032,10.118272538330032,189,False,Guinea,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
NER,['French'],26312034,23.1879,2023,,,,7.420154421663518,0.231879,,5.334453751150931,1.1,False,9.17834369765157,10.096178067416728,9.17834369765157,9.17834369765157,190,False,Niger,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
PNG,"['English', 'Hiri Motu', 'Tok Pisin']",11781559,24.0667,2023,,,,7.071202762462869,0.24066700000000002,,5.334453751150931,1.5,False,9.078200894064144,13.617301341096216,9.078200894064144,9.078200894064144,191,False,Papua New Guinea,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
LBR,['English'],5248621,23.4979,2023,,,,6.720045213737611,0.23497900000000002,,5.334453751150931,1.5,False,8.423473240428354,12.635209860642531,8.423473240428354,8.423473240428354,192,False,Liberia,,25-05-2025,False,no-lang,no-lang_20251219T110925Z,no-language
