alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_score_raw,uk_score,language_factor,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,seen_in_listens,run_label,run_id
GMB,['English'],2422712,45.9137,2023,,,,6.384301790429396,0.45913699999999996,,5.334453751150931,1.5,23.45507973853035,107,False,Gambia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TON,"['English', 'Tongan']",100179,58.5334,2023,,,,5.0007766921902945,0.585334,,5.334453751150931,1.5,23.421916398647284,108,False,Tonga,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
NIC,['Spanish'],6803886,58.2314,2023,,,,6.832757028340634,0.582314,,5.334453751150931,1.1,23.347256169719167,109,False,Nicaragua,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
PYF,['French'],279500,72.7039,2017,,,,5.446381812222442,0.727039,,5.334453751150931,1.1,23.235307863105657,110,False,French Polynesia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SMR,['Italian'],34132,87.0278,2023,,,,4.533161736960601,0.870278,,5.334453751150931,1.1,23.149512979865463,111,False,San Marino,,25-05-2025,True,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
DJI,"['Arabic', 'French']",1066809,65.0248,2023,,,,6.028086670904087,0.6502479999999999,,5.334453751150931,1.1,23.000705237733367,112,False,Djibouti,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
CHN,['Chinese'],1408280000,92.0,2024,,,,9.14868901159969,0.92,,5.334453751150931,0.5,22.44949887137898,113,False,China,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ZWE,"['Chibarwe', 'English', 'Kalanga', 'Khoisan', 'Ndau', 'Northern Ndebele', 'Chewa', 'Shona', 'Sotho', 'Tonga', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zimbabwean Sign Language']",17073087,38.4266,2023,,,,7.232312053385075,0.384266,,5.334453751150931,1.5,22.237723670931192,114,False,Zimbabwe,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GNQ,"['French', 'Portuguese', 'Spanish']",1668768,60.3661,2023,,,,6.222395963208134,0.603661,,5.334453751150931,1.1,22.041106967984973,115,False,Equatorial Guinea,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
KEN,"['English', 'Swahili']",53330978,34.9762,2024,,,,7.726979547982685,0.34976199999999996,,5.334453751150931,1.5,21.62537263350402,116,False,Kenya,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
VUT,"['Bislama', 'English', 'French']",321409,45.7313,2023,,,,5.507058033583555,0.45731299999999997,,5.334453751150931,1.5,20.151826417183443,117,False,Vanuatu,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SAU,['Arabic'],35300280,100.0,2024,,,,7.547778150202912,1.0,,5.334453751150931,0.5,20.13163673310248,118,False,Saudi Arabia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
KOR,['Korean'],51159889,97.8956,2024,,,,7.708929593532578,0.978956,,5.334453751150931,0.5,20.128768741295044,119,False,"Korea, Republic of",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SLB,['English'],750325,42.4597,2023,,,,5.875249416903541,0.424597,,5.334453751150931,1.5,19.961098727096733,120,False,Solomon Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
AGO,['Portuguese'],36170961,44.7581,2023,,,,7.558360047369661,0.447581,,5.334453751150931,1.1,19.85097569452885,121,False,Angola,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ARE,['Arabic'],11294243,100.0,2024,2025 Q1 P,371000.0,540.0,7.052857127514885,1.0,5.569373909615046,5.569373909615046,0.5,19.63999923711196,122,False,United Arab Emirates,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
RWA,"['English', 'French', 'Kinyarwanda']",14104969,34.2005,2023,,,,7.14937213599697,0.342005,,5.334453751150931,1.5,19.565077474704218,123,False,Rwanda,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ZMB,['English'],19693423,33.0,2023,,,,7.294321209322918,0.33,,5.334453751150931,1.5,19.261053472900354,124,False,Zambia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
THA,['Thai'],65859640,90.8672,2024,2025 Q1 P,255000.0,461.0,7.818619352454832,0.9086719999999999,5.4065401804339555,5.4065401804339555,0.5,19.20554586116678,125,False,Thailand,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
STP,['Portuguese'],209607,61.4607,2023,,,,5.321405782179103,0.614607,,5.334453751150931,1.1,19.191393878320252,126,False,Sao Tome and Principe,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MAR,"['Arabic', 'Berber']",36828330,91.0,2023,2025 Q1 P,284000.0,213.0,7.566182025989628,0.91,5.453318340047038,5.453318340047038,0.5,18.77366363894089,127,False,Morocco,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GRC,['Greek'],10400720,86.2697,2024,2025 Q2 P,1580000.0,1670.0,7.017063404799118,0.862697,6.198657086954422,6.198657086954422,0.5,18.76209387030001,128,False,Greece,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TUR,['Turkish'],85664944,87.3079,2024,,,,7.932803135318054,0.873079,,5.334453751150931,0.5,18.47311686285306,129,False,Türkiye,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TZA,"['English', 'Swahili']",68153004,29.0638,2023,,,,7.833485003118178,0.290638,,5.334453751150931,1.5,18.21749361169943,130,False,"Tanzania, United Republic of",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
KAZ,"['Kazakh', 'Russian']",20426568,93.3917,2024,,,,7.310195404132739,0.933917,,5.334453751150931,0.5,18.209466641048007,131,False,Kazakhstan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
JPN,['Japanese'],123210000,86.9815,2023,2025 Q2 P,142000.0,308.0,8.090645957573315,0.869815,5.152288344383057,5.152288344383057,0.5,18.129267382564596,132,False,Japan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
PAK,"['English', 'Urdu']",241499431,27.3759,2023,2025 Q1 P,171000.0,141.0,8.38291611184177,0.27375900000000003,5.232996110392154,5.232996110392154,1.5,18.013794206364174,133,False,Pakistan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
UZB,"['Russian', 'Uzbek']",37859698,89.0136,2023,,,,7.578177145352642,0.8901359999999999,,5.334453751150931,0.5,17.992067727075124,134,False,Uzbekistan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
VNM,['Vietnamese'],101343800,84.15,2024,,,,8.005797184621029,0.8415,,5.334453751150931,0.5,17.96878294154803,135,False,Viet Nam,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
CIV,['French'],31719275,40.6528,2023,,,,7.501323252192296,0.406528,,5.334453751150931,1.1,17.894146292202638,136,False,Côte d'Ivoire,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
KWT,['Arabic'],4881254,99.7473,2023,,,,6.688531407109154,0.9974729999999999,,5.334453751150931,0.5,17.794749474924554,137,False,Kuwait,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
NOR,"['Norwegian Nynorsk', 'Norwegian Bokmål', 'Sami']",5606944,99.0,2023,2025 Q1 P,174000.0,168.0,6.7487262185539185,0.99,5.2405492482825995,5.2405492482825995,0.5,17.506680895196364,138,False,Norway,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BLR,"['Belarusian', 'Russian']",9109280,94.2618,2024,,,,6.959484051574066,0.942618,,5.334453751150931,0.5,17.497368213306082,139,False,Belarus,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
JOR,['Arabic'],11734000,92.5344,2023,,,,7.069446083880313,0.925344,,5.334453751150931,0.5,17.44811674698758,140,False,Jordan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
QAT,['Arabic'],3173024,99.6528,2023,,,,6.501473357013159,0.996528,,5.334453751150931,0.5,17.280696848348143,141,False,Qatar,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
OMN,['Arabic'],5343630,95.2517,2024,,,,6.727836379384905,0.952517,,5.334453751150931,0.5,17.09259942962728,142,False,Oman,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
IRN,['Persian (Farsi)'],85961000,79.6309,2023,,,,7.934301459075755,0.7963089999999999,,5.334453751150931,0.5,16.851954581955308,143,False,"Iran, Islamic Republic of",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
IRQ,"['Arabic', 'Aramaic', 'Sorani']",46118793,81.7291,2023,,,,7.663877932614442,0.817291,,5.334453751150931,0.5,16.706491493327327,144,False,Iraq,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
AZE,['Azerbaijani'],10241722,89.0,2023,,,,7.010372983224158,0.89,,5.334453751150931,0.5,16.641447153510626,145,False,Azerbaijan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BHR,['Arabic'],1594654,100.0,2024,,,,6.202666466583464,1.0,,5.334453751150931,0.5,16.543918699902125,146,False,Bahrain,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
UKR,['Ukrainian'],32862000,82.3755,2023,,,,7.516693991312429,0.823755,,5.334453751150931,0.5,16.51524012236649,147,False,Ukraine,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
IDN,['Indonesian'],284438782,72.7808,2024,,,,8.453988810272648,0.727808,,5.334453751150931,0.5,16.411128733314648,148,False,Indonesia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SDN,"['Arabic', 'English']",51662000,26.4383,2020,,,,7.713171215080633,0.26438300000000003,,5.334453751150931,1.5,16.317277949553617,149,False,Sudan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
HTI,"['French', 'Haitian Creole']",11867032,39.262,2019,,,,7.074342113461789,0.39262,,5.334453751150931,1.1,16.298255301405856,150,False,Haiti,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
LBY,['Arabic'],7459000,88.4989,2023,,,,6.8726806071519295,0.884989,,5.334453751150931,0.5,16.222731963055463,151,False,Libya,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
KGZ,"['Kyrgyz', 'Russian']",7281800,88.4701,2023,,,,6.86223874654393,0.8847010000000001,,5.334453751150931,0.5,16.192812994950774,152,False,Kyrgyzstan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
EGY,['Arabic'],107271260,72.6899,2023,2025 Q2 P,303000.0,392.0,8.030483381842073,0.726899,5.481442628502305,5.481442628502305,0.5,15.998550494979732,153,False,Egypt,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
FSM,['English'],105564,39.3833,2020,,,,5.023515838018407,0.393833,,5.334453751150931,1.5,15.830735500412317,154,False,"Micronesia, Federated States of",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
DZA,['Arabic'],47400000,76.9081,2023,,,,7.675778341674085,0.769081,,5.334453751150931,0.5,15.74542783272348,155,False,Algeria,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
CYP,"['Greek', 'Turkish']",1442614,91.2211,2023,2025 Q2 P,400000.0,364.0,6.159150142531189,0.9122110000000001,5.6020599913279625,5.6020599913279625,0.5,15.737431603356162,156,False,Cyprus,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
PSE,['Arabic'],5483450,86.6377,2023,,,,6.739053887776157,0.866377,,5.334453751150931,0.5,15.57276758772888,157,False,"Palestine, State of",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SVN,['Slovene'],2130638,90.7636,2024,,,,6.328509668410944,0.907636,,5.334453751150931,0.5,15.320506367622308,158,False,Slovenia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
COG,"['French', 'Kikongo', 'Lingala']",6142180,38.3791,2023,,,,6.788322539534806,0.383791,,5.334453751150931,1.1,15.28762055193573,159,False,Congo,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ISR,"['Arabic', 'Hebrew']",10134800,88.1824,2024,2025 Q2 P,87000.0,94.0,7.00581518275242,0.881824,4.939519252618618,4.939519252618618,0.5,15.25791803660275,160,False,Israel,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MLI,['French'],22395489,35.0921,2023,,,,7.350160549597546,0.35092100000000004,,5.334453751150931,1.1,15.13522296402867,161,False,Mali,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TGO,['French'],8095498,37.0223,2023,,,,6.908243569828069,0.370223,,5.334453751150931,1.1,15.00768399418685,162,False,Togo,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BRN,['Malay'],455500,99.0336,2023,,,,5.658488381309017,0.9903360000000001,,5.334453751150931,0.5,14.946618633589349,163,False,Brunei Darussalam,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MKD,['Macedonian'],1822612,87.1819,2023,,,,6.260694225323314,0.871819,,5.334453751150931,0.5,14.55823687142357,164,False,North Macedonia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
RUS,['Russian'],146028325,94.365,2024,2025 Q2 P,6000.0,2.0,8.164437103716473,0.94365,3.7781512503836434,3.7781512503836434,0.5,14.554139601290007,165,False,Russian Federation,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BGR,['Bulgarian'],6437360,82.439,2024,2025 Q1 P,151000.0,76.0,6.808707797095676,0.82439,5.17897694729317,5.17897694729317,0.5,14.534878094910464,166,False,Bulgaria,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MNG,['Mongolian'],3544835,83.0162,2023,,,,6.549596025060067,0.830162,,5.334453751150931,0.5,14.50231460991187,167,False,Mongolia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
COD,"['French', 'Kikongo', 'Lingala', 'Tshiluba', 'Swahili']",112832000,30.548,2023,,,,8.05243228628321,0.30548,,5.334453751150931,1.1,14.434192827965216,168,False,"Congo, The Democratic Republic of the",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GEO,['Georgian'],4000921,81.8843,2023,,,,6.602159976122113,0.818843,,5.334453751150931,0.5,14.419381847118878,169,False,Georgia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BTN,['Dzongkha'],784043,88.426,2023,,,,5.894339881754102,0.88426,,5.334453751150931,0.5,13.901930504663575,170,False,Bhutan,,25-05-2025,True,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ARM,['Armenian'],3076200,79.9966,2023,,,,6.488014567824043,0.799966,,5.334453751150931,0.5,13.843417089308309,171,False,Armenia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
PNG,"['English', 'Hiri Motu', 'Tok Pisin']",11781559,24.0667,2023,,,,7.071202762462869,0.24066700000000002,,5.334453751150931,1.5,13.617301341096216,172,False,Papua New Guinea,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BEN,['French'],13224860,32.2083,2023,,,,7.121391083236578,0.322083,,5.334453751150931,1.1,13.459077025044223,173,False,Benin,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MDV,['Maldivian'],515132,84.6851,2023,,,,5.711918529091912,0.846851,,5.334453751150931,0.5,12.901760259862868,174,False,Maldives,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
LBR,['English'],5248621,23.4979,2023,,,,6.720045213737611,0.23497900000000002,,5.334453751150931,1.5,12.635209860642531,175,False,Liberia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
COM,"['Arabic', 'French', 'Comorian']",919901,35.6678,2023,,,,5.963741090968163,0.356678,,5.334453751150931,1.1,12.481815044671784,176,False,Comoros,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TUN,['Arabic'],11972169,72.3542,2023,2025 Q2 P,69000.0,60.0,7.078172838743614,0.723542,4.838849090737256,4.838849090737256,0.5,12.390732796013607,177,False,Tunisia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TLS,"['Portuguese', 'Tetum']",1391221,34.0207,2023,,,,6.143396124569186,0.340207,,5.334453751150931,1.1,12.264063883117903,178,False,Timor-Leste,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MMR,['Burmese'],51316756,58.5357,2023,,,,7.710259194549563,0.585357,,5.334453751150931,0.5,12.037872875456193,179,False,Myanmar,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GNB,"['Portuguese', 'Upper Guinea Creole']",1781308,32.4661,2023,,,,6.250739018360228,0.324661,,5.334453751150931,1.1,11.908145376572445,180,False,Guinea-Bissau,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
KHM,['Khmer'],17577760,60.7171,2023,,,,7.244963530486225,0.607171,,5.334453751150931,0.5,11.732948992140143,181,False,Cambodia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
LAO,['Lao'],7647000,63.6255,2023,,,,6.88349109018893,0.636255,,5.334453751150931,0.5,11.681535184999557,182,False,Lao People's Democratic Republic,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SLE,['English'],9077691,20.635,2023,,,,6.957975395494418,0.20635,,5.334453751150931,1.5,11.4886387901367,183,False,Sierra Leone,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GIN,['French'],14363931,26.5014,2023,,,,7.157273310239107,0.265014,,5.334453751150931,1.1,11.130099792163037,184,False,Guinea,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
NPL,['Nepali'],29911840,55.7716,2023,,,,7.475843129088429,0.557716,,5.334453751150931,0.5,11.120728604413824,185,False,Nepal,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TJK,"['Russian', 'Tajik']",10499000,56.791,2023,,,,7.021147935720995,0.5679099999999999,,5.334453751150931,0.5,10.635247430335822,186,False,Tajikistan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MWI,"['English', 'Chewa']",20734262,17.9881,2023,,,,7.316688582018264,0.17988099999999999,,5.334453751150931,1.5,10.531277999306491,187,False,Malawi,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ERI,"['Arabic', 'English', 'Tigrinya']",3607000,20.0104,2023,,,,6.557146142318363,0.200104,,5.334453751150931,1.5,10.499094542402888,188,False,Eritrea,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
NER,['French'],26312034,23.1879,2023,,,,7.420154421663518,0.231879,,5.334453751150931,1.1,10.096178067416728,189,False,Niger,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BGD,['Bengali'],169828911,44.5027,2023,,,,8.230011624771146,0.44502699999999995,,5.334453751150931,0.5,9.768924830711386,190,False,Bangladesh,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
PLW,"['English', 'Palauan']",16733,26.9703,2004,,,,4.223573811054687,0.269703,,5.334453751150931,1.5,9.114798640100002,191,False,Palau,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MDG,"['French', 'Malagasy']",31727042,20.3671,2023,,,,7.501429583510402,0.20367100000000002,,5.334453751150931,1.1,8.965115147200152,192,False,Madagascar,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
LKA,"['Sinhala', 'Tamil']",21763170,51.2,2023,2025 Q1 P,59000.0,96.0,7.337722154502129,0.512,4.770852011642144,4.770852011642144,0.5,8.961839744429467,193,False,Sri Lanka,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GRL,['Greenlandic'],56542,69.4825,2017,,,,4.752371166261774,0.694825,,5.334453751150931,0.5,8.80735996855047,194,False,Greenland,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MOZ,['Portuguese'],34090466,19.8434,2023,,,,7.532632937862664,0.198434,,5.334453751150931,1.1,8.770927703366068,195,False,Mozambique,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BFA,['French'],24070553,17.0226,2023,,,,7.381486067927281,0.17022600000000002,,5.334453751150931,1.1,7.3731375825875745,196,False,Burkina Faso,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SYR,['Arabic'],25620000,34.65,2019,,,,7.408579125408668,0.3465,,5.334453751150931,0.5,6.84696520885517,197,False,Syrian Arab Republic,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MRT,['Arabic'],4927532,37.3809,2023,,,,6.69262945332252,0.37380899999999995,,5.334453751150931,0.5,6.672775173288572,198,False,Mauritania,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TCD,"['Arabic', 'French']",19340757,13.1832,2023,,,,7.286473468427895,0.131832,,5.334453751150931,1.1,5.636647394522994,199,False,Chad,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
UGA,"['English', 'Swahili']",45905417,8.94983,2024,,,,7.661863936831315,0.0894983,,5.334453751150931,1.5,5.486942823162144,200,False,Uganda,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SOM,"['Arabic', 'Somali']",19655000,27.6,2022,,,,7.293473048156108,0.276,,5.334453751150931,0.5,5.369123863170331,201,False,Somalia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
SSD,['English'],15786898,9.27123,2020,,,,7.198296802976665,0.0927123,,5.334453751150931,1.5,5.3400868224482245,202,False,South Sudan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
BDI,"['French', 'Kirundi']",12332788,11.0784,2023,,,,7.0910612660640675,0.11078400000000001,,5.334453751150931,1.1,4.609681494468611,203,False,Burundi,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TKM,"['Russian', 'Turkmen']",7057841,21.251,2017,,,,6.84867187028912,0.21251,,5.334453751150931,0.5,3.8819120254337203,204,False,Turkmenistan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
AFG,"['Dari', 'Pashto', 'Turkmen']",43844000,17.7089,2023,,,,7.641910169077627,0.177089,,5.334453751150931,0.5,3.60955340954277,205,False,Afghanistan,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ETH,['Amharic'],111652998,16.6981,2021,,,,8.047870388825965,0.166981,,5.334453751150931,0.5,3.5843300196738532,206,False,Ethiopia,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
CAF,"['French', 'Sango']",6470307,7.50916,2019,,,,6.810924887352293,0.0750916,,5.334453751150931,1.1,3.0010973837967656,207,False,Central African Republic,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
YEM,['Arabic'],32684503,13.8152,2020,,,,7.514341885477597,0.138152,,5.334453751150931,0.5,2.76890519193438,208,False,Yemen,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TWN,['Chinese'],23317031,,,,,,7.3676732501004665,,,5.334453751150931,0.5,0.0,209,False,"Taiwan, Province of China",,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GLP,['French'],378561,,,,,,5.578135870173925,,,5.334453751150931,1.1,0.0,210,False,Guadeloupe,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
COK,"['English', 'Cook Islands Māori']",15040,,,,,,4.177247836255623,,,5.334453751150931,1.5,0.0,211,False,Cook Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
MAF,['French'],31496,,,,,,4.498255401782173,,,5.334453751150931,1.1,0.0,212,False,Saint Martin (French part),,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
UMI,['English'],0,,,,,,,,,5.334453751150931,1.5,0.0,213,False,United States Minor Outlying Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ATF,['French'],400,,,,,,2.6020599913279625,,,5.334453751150931,1.1,0.0,214,False,French Southern Territories,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ATA,[],1300,,,,,,3.113943352306837,,,5.334453751150931,0.5,0.0,215,False,Antarctica,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
VAT,"['Italian', 'Latin']",882,,,,,,2.94546858513182,,,5.334453751150931,1.1,0.0,216,False,Holy See (Vatican City State),,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ASM,"['English', 'Samoan']",49710,0.0,1990,,,,4.6964437631389995,0.0,,5.334453751150931,1.5,0.0,217,False,American Samoa,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
HMD,['English'],0,,,,,,,,,5.334453751150931,1.5,0.0,218,False,Heard Island and McDonald Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
IMN,"['English', 'Manx']",84530,,,,,,4.927010868975651,,,5.334453751150931,1.5,0.0,219,False,Isle of Man,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
ALA,['Swedish'],30654,,,,,,4.486487153065907,,,5.334453751150931,1.1,0.0,220,False,Åland Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
IOT,['English'],0,,,,,,,,,5.334453751150931,1.5,0.0,221,False,British Indian Ocean Territory,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
WLF,['French'],11620,,,,,,4.065206128054312,,,5.334453751150931,1.1,0.0,222,False,Wallis and Futuna,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
AIA,['English'],16010,,,,,,4.204391331919299,,,5.334453751150931,1.5,0.0,223,False,Anguilla,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
JEY,"['English', 'French', 'Jèrriais']",103267,,,,,,5.013961560555626,,,5.334453751150931,1.5,0.0,224,False,Jersey,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
GUF,['French'],292354,,,,,,5.46590904024973,,,5.334453751150931,1.1,0.0,225,False,French Guiana,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
TCA,['English'],50828,0.0,1990,,,,4.706103021249971,0.0,,5.334453751150931,1.5,0.0,226,False,Turks and Caicos Islands,,25-05-2025,False,lang-fix-smoke,lang-fix-smoke_20251219T105801Z
