alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
CHE,"['French', 'Swiss German', 'Italian', 'Romansh']",9082848,97.3444,2023,2025 Q1 P,540000.0,560.0,6.958222046400911,0.973444,False,5.732394564071265,p10,0.05,4.815572229111593,5.732394564071265,0.6718878561624164,1.25,1.0,0.75,1.0,False,4.55099174566769,4.55099174566769,4.55099174566769,4.55099174566769,11,False,Switzerland,,25-05-2025,multi,200.0,156.69561502937464,151.33657863944126,162.11974711426203,2.126721621330006e-64,6.340528179669475e-69,2.85300743531386e-64,200,0.9,212,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
ROU,['Romanian'],19036031,91.2905,2024,2025 Q2 P,548000.0,249.0,7.279576403371833,0.912905,False,5.738781350991824,p10,0.05,4.815572229111593,5.738781350991824,0.6739203627103187,1.25,1.0,0.75,1.0,False,4.478579348932669,4.478579348932669,4.478579348932669,4.478579348932669,12,False,Romania,,25-05-2025,unknown,,156.12768868419982,151.6829576734594,160.6801413300442,7.35910937790942e-65,2.651328594637122e-68,2.0223919910032343e-64,200,0.9,213,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
ARE,['Arabic'],11294243,100.0,2024,2025 Q1 P,371000.0,540.0,7.052857127514885,1.0,False,5.569375080218541,p10,0.05,4.815572229111593,5.569375080218541,0.6200091615249462,1.25,1.0,0.75,0.75,False,4.372836033985744,3.279627025489308,4.372836033985744,4.372836033985744,13,False,United Arab Emirates,,25-05-2025,unknown,,188.52767016377703,181.93185399225996,195.25700537409995,2.8115241696129125e-77,3.101463255600106e-83,1.769738160232944e-77,200,0.9,230,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
AUS,['English'],27536874,97.0631,2023,2025 Q1 P,287000.0,519.0,7.439914637387663,0.970631,False,5.457883409952547,p10,0.05,4.815572229111593,5.457883409952547,0.5845284804452755,1.25,1.0,0.75,1.25,False,4.2211208570062375,5.276401071257797,4.2211208570062375,4.2211208570062375,14,False,Australia,,25-05-2025,multi,200.0,222.83609343283686,215.60733431116424,230.32272069491566,3.843595771018767e-91,2.1599822619838332e-98,4.97265896142407e-92,200,0.9,237,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
BEL,"['German', 'French', 'Dutch']",11825551,95.7758,2024,2025 Q2 P,322000.0,172.0,7.072821385408543,0.957758,False,5.507857220434364,p10,0.05,4.815572229111593,5.507857220434364,0.6004319540214719,1.25,1.0,0.75,1.0,False,4.067356837353003,4.067356837353003,4.067356837353003,4.067356837353003,15,False,Belgium,,25-05-2025,multi,200.0,169.0862672612365,164.0418237978324,174.20787653409656,4.220232605192601e-70,3.8330845698062484e-74,9.38632867772074e-70,200,0.9,223,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
THA,['Thai'],65859640,90.8672,2024,2025 Q1 P,255000.0,461.0,7.818619352454832,0.9086719999999999,False,5.406541883546231,p10,0.05,4.815572229111593,5.406541883546231,0.5681897502045318,1.25,1.0,0.75,0.75,False,4.036738446849811,3.0275538351373585,4.036738446849811,4.036738446849811,16,False,Thailand,,25-05-2025,unknown,,232.23388382321193,224.5821904533807,240.10819768787007,2.2604823366236444e-95,1.2669021145461439e-102,6.554948280643155e-96,200,0.9,239,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
MAR,"['Arabic', 'Berber']",36828330,91.0,2023,2025 Q1 P,284000.0,213.0,7.566182025989628,0.91,False,5.453319869250268,p10,0.05,4.815572229111593,5.453319869250268,0.583076196773631,1.25,1.0,0.75,0.75,False,4.014611182228045,3.0109583866710334,4.014611182228045,4.014611182228045,17,False,Morocco,,25-05-2025,unknown,,197.8739090416711,192.24553526434934,203.61492937294267,3.4954350187413807e-82,7.585240554018378e-87,6.204136574071679e-82,200,0.9,233,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
AUT,['German'],9200931,94.9197,2024,2025 Q1 P,326000.0,420.0,6.963831773835327,0.9491970000000001,False,5.513218932257558,p10,0.05,4.815572229111593,5.513218932257558,0.6021382446061049,1.25,1.0,0.75,1.0,False,3.980162836907607,3.980162836907607,3.980162836907607,3.980162836907607,18,False,Austria,,25-05-2025,unknown,,153.78989679120477,148.9789826046461,158.68361400059877,1.1585353172368152e-63,1.9280327105336054e-67,2.967400591825942e-63,200,0.9,211,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
HUN,['Hungarian'],9539502,93.779,2024,2025 Q2 P,269000.0,141.0,6.979525703394117,0.93779,False,5.429753894477035,p10,0.05,4.815572229111593,5.429753894477035,0.5755766514419861,1.25,1.0,0.75,1.0,False,3.767338784039129,3.767338784039129,3.767338784039129,3.767338784039129,19,False,Hungary,,25-05-2025,unknown,,152.87627900089598,148.05587405262693,157.8320187182195,2.85869479370722e-63,4.493869468040522e-67,7.422988680336046e-63,200,0.9,210,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
DNK,['Danish'],6011488,99.7692,2024,2025 Q2 P,216000.0,178.0,6.778981984515728,0.997692,False,5.334455761768878,p10,0.05,4.815572229111593,5.334455761768878,0.5452493395805763,1.25,1.0,0.75,1.0,False,3.6877045386670275,3.6877045386670275,3.6877045386670275,3.6877045386670275,20,False,Denmark,,25-05-2025,multi,200.0,168.51056340396693,161.9356722248895,175.3386788585362,6.993205766710281e-69,1.2452516332220771e-74,7.61331289331164e-69,200,0.9,220,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
MEX,['Spanish'],130575786,81.1832,2023,2025 Q2 P,207000.0,336.0,8.115862648749394,0.811832,False,5.315972443492825,p10,0.05,4.815572229111593,5.315972443492825,0.53936727933803,1.25,1.0,0.75,1.0,False,3.553738365778659,3.553738365778659,3.553738365778659,3.553738365778659,21,False,Mexico,,25-05-2025,unknown,,207.96271345473232,198.38989128588005,218.1956511515605,5.670960134277725e-83,3.7816290960388496e-93,1.3736844175364162e-84,200,0.9,235,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
CYP,"['Greek', 'Turkish']",1442614,91.2211,2023,2025 Q2 P,400000.0,364.0,6.159150142531189,0.9122110000000001,False,5.60206107706281,p10,0.05,4.815572229111593,5.60206107706281,0.6304110276646839,1.25,1.0,0.75,0.75,False,3.5419293778475436,2.656447033385658,3.5419293778475436,3.5419293778475436,22,False,Cyprus,,25-05-2025,unknown,,82.10776931815639,77.25328049517796,87.18964387901649,8.946256727101598e-33,1.1870901371412383e-36,2.173930796533256e-32,200,0.9,163,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
IND,"['English', 'Hindi', 'Tamil']",1417492000,55.9,2022,2025 Q1 P,619000.0,602.0,9.151520616513332,0.5589999999999999,False,5.791691350626146,p10,0.05,4.815572229111593,5.791691350626146,0.6907582378490811,1.25,1.0,0.75,1.25,False,3.5337119343785774,4.417139917973222,3.5337119343785774,3.5337119343785774,23,False,India,,25-05-2025,multi,200.0,151.9893758272522,136.12590944969446,168.39764909384047,8.992375284226797e-54,1.236420710468064e-71,1.0356830402419684e-57,200,0.9,193,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
CZE,"['Czech', 'Slovak']",10882341,87.6878,2024,2025 Q1 P,246000.0,108.0,7.036722330474317,0.8768779999999999,False,5.390936872524514,p10,0.05,4.815572229111593,5.390936872524514,0.5632236714115123,1.25,1.0,0.75,1.0,False,3.4752854933078723,3.4752854933078723,3.4752854933078723,3.4752854933078723,24,False,Czechia,,25-05-2025,unknown,,131.25766179259244,126.34100246512125,136.26911522256188,6.99078833970058e-54,8.984062641552568e-58,1.7074347319246504e-53,200,0.9,195,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
EGY,['Arabic'],107271260,72.6899,2023,2025 Q2 P,303000.0,392.0,8.030483381842073,0.726899,False,5.481444061815061,p10,0.05,4.815572229111593,5.481444061815061,0.5920263318342504,1.25,1.0,0.75,0.75,False,3.45586510928996,2.59189883196747,3.45586510928996,3.45586510928996,25,False,Egypt,,25-05-2025,unknown,,143.85961153917273,135.10295118290378,152.88922713966684,2.3385367592347035e-56,6.101395779322944e-65,2.8588980256141177e-57,200,0.9,198,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
NOR,"['Norwegian Nynorsk', 'Norwegian Bokmål', 'Sami']",5606944,99.0,2023,2025 Q1 P,174000.0,168.0,6.7487262185539185,0.99,False,5.240551744220726,p10,0.05,4.815572229111593,5.240551744220726,0.5153656855750625,1.25,1.0,0.75,0.75,False,3.4432812952396046,2.5824609714297035,3.4432812952396046,3.4432812952396046,26,False,Norway,,25-05-2025,multi,200.0,165.3449806099598,158.6070278229956,172.3330620106898,1.844092028121425e-67,2.472126722693463e-73,2.0804896233134543e-67,200,0.9,219,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
JPN,['Japanese'],123210000,86.9815,2023,2025 Q2 P,142000.0,308.0,8.090645957573315,0.869815,False,5.152291402784132,p10,0.05,4.815572229111593,5.152291402784132,0.487278053386725,1.25,1.0,0.75,0.75,False,3.4291536222479486,2.5718652166859615,3.4291536222479486,3.4291536222479486,27,False,Japan,,25-05-2025,multi,200.0,257.70570690700964,245.500246972545,270.4890835437731,7.405791009366513e-103,9.125052727830484e-116,5.897262283921595e-105,200,0.9,243,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
CAN,"['English', 'French']",41651653,93.9564,2023,2025 Q2 P,121000.0,142.0,7.619632241625957,0.9395640000000001,False,5.082788959512213,p10,0.05,4.815572229111593,5.082788959512213,0.4651598626904552,1.25,1.0,0.75,1.25,False,3.3301409267004574,4.162676158375572,3.3301409267004574,3.3301409267004574,28,False,Canada,,25-05-2025,multi,200.0,247.40669427620372,236.61737250682228,258.49440692100046,3.291482318231276e-97,1.4117650000339634e-110,4.0966445716469454e-101,200,0.9,241,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
SWE,['Swedish'],10605098,95.5293,2024,2025 Q2 P,150000.0,90.0,7.025514686116378,0.9552930000000001,False,5.176094154342576,p10,0.05,4.815572229111593,5.176094154342576,0.49485294965340487,1.25,1.0,0.75,1.0,False,3.3211684581443155,3.3211684581443155,3.3211684581443155,3.3211684581443155,29,False,Sweden,,25-05-2025,multi,200.0,177.56119495959743,170.9354061084152,184.39899149890363,1.3396682244353326e-72,1.5215775354208647e-78,9.920498260861004e-73,200,0.9,225,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
CHN,['Chinese'],1408280000,92.0,2024,,,,9.14868901159969,0.92,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,3.199407150077052,2.399555362557789,3.199407150077052,3.199407150077052,30,False,China,,25-05-2025,unknown,,508.5659316069438,472.1235804218899,546.4758649808443,1.5950787563688383e-190,2.5482513908688487e-235,4.2996633074627915e-203,200,0.9,249,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,75.6592,2023,2025 Q1 P,166000.0,223.0,7.800035863288702,0.7565919999999999,False,5.220110704263994,p10,0.05,4.815572229111593,5.220110704263994,0.5088606075014153,1.25,1.0,0.75,1.25,False,3.0030127524168435,3.7537659405210544,3.0030127524168435,3.0030127524168435,31,False,South Africa,,25-05-2025,multi,200.0,147.37598137537765,138.83298613779385,156.29447598488653,1.2620420219804415e-57,2.0706913361105063e-66,7.0484380584591305e-59,200,0.9,202,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
LTU,['Lithuanian'],2894886,88.5029,2023,2025 Q1 P,161000.0,63.0,6.461631465975109,0.885029,False,5.206828573504726,p10,0.05,4.815572229111593,5.206828573504726,0.504633753204554,1.25,1.0,0.75,1.0,False,2.885864806535018,2.885864806535018,2.885864806535018,2.885864806535018,32,False,Lithuania,,25-05-2025,unknown,,99.89682281512961,94.5841803874986,105.39942561241826,4.349932334911999e-40,1.77194877704935e-44,7.914676018385093e-40,200,0.9,175,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
SAU,['Arabic'],35300280,100.0,2024,,,,7.547778150202912,1.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8690752909748802,2.15180646823116,2.8690752909748802,2.8690752909748802,33,False,Saudi Arabia,,25-05-2025,unknown,,250.54422269898592,241.15728612594648,260.0778611771585,1.135285215522229e-101,2.9155961908197178e-111,4.4568123008748736e-103,200,0.9,242,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
KOR,['Korean'],51159889,97.8956,2024,,,,7.708929593532578,0.978956,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8686665569738388,2.151499917730379,2.8686665569738388,2.8686665569738388,34,False,"Korea, Republic of",,25-05-2025,unknown,,257.9536037982253,248.68350797192187,267.29607637394787,5.986926136259708e-105,2.196756269418227e-114,2.4761203923583384e-106,200,0.9,244,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
MYS,"['English', 'Malay']",34231700,98.0206,2024,,,,7.534428467419687,0.980206,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.807310753501264,3.50913844187658,2.807310753501264,2.807310753501264,35,False,Malaysia,,25-05-2025,unknown,,233.10561425057216,225.3474695284775,240.95877613606743,9.869734100906514e-96,5.430965653151162e-103,3.0598101978059438e-96,200,0.9,240,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
BGR,['Bulgarian'],6437360,82.439,2024,2025 Q1 P,151000.0,76.0,6.808707797095676,0.82439,False,5.178979823406043,p10,0.05,4.815572229111593,5.178979823406043,0.4957712738968041,1.25,1.0,0.75,0.75,False,2.7827793413194355,2.0870845059895764,2.7827793413194355,2.7827793413194355,36,False,Bulgaria,,25-05-2025,unknown,,101.96629823709313,96.28257256378456,107.86499192712083,1.3838826265354102e-40,1.5406981568546153e-45,1.4742045288933885e-40,200,0.9,179,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
BRA,['Portuguese'],213421037,84.4635,2024,2025 Q1 P,65000.0,115.0,8.329237225785352,0.8446349999999999,False,4.812920038045028,p10,0.05,4.815572229111593,4.812920038045028,0.3792778132687557,1.25,1.0,0.75,1.0,False,2.6682821049760994,2.6682821049760994,2.6682821049760994,2.6682821049760994,37,False,Brazil,,25-05-2025,unknown,,299.4951222990206,279.1460963209377,321.3656590728799,1.6938717841261315e-114,8.702993391556235e-138,1.6376576299675837e-119,200,0.9,246,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
MLT,"['English', 'Maltese']",574250,92.0727,2023,2025 Q2 P,158000.0,153.0,5.759101003867063,0.920727,False,5.1986598356449765,p10,0.05,4.815572229111593,5.1986598356449765,0.5020341654314607,1.25,1.0,0.75,1.25,False,2.662066178816801,3.3275827235210014,2.662066178816801,2.662066178816801,38,False,Malta,,25-05-2025,unknown,,73.56878895080209,68.38310083622179,79.0617364046216,6.298626638274892e-29,3.6466200002065005e-33,1.369447953841972e-28,200,0.9,157,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
FIN,"['Finnish', 'Swedish']",5650325,93.5139,2023,2025 Q2 P,86000.0,70.0,6.752073428641965,0.935139,False,4.9345035011500435,p10,0.05,4.815572229111593,4.9345035011500435,0.41797006775466555,1.25,1.0,0.75,1.0,False,2.639116171082247,2.639116171082247,2.639116171082247,2.639116171082247,39,False,Finland,,25-05-2025,unknown,,150.12268377006478,142.72509624109486,157.67163567901224,2.176957103168646e-60,5.270263125946593e-67,1.4783560062484067e-60,200,0.9,206,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
TUR,['Turkish'],85664944,87.3079,2024,,,,7.932803135318054,0.873079,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.632710089158021,1.9745325668685156,2.632710089158021,2.632710089158021,40,False,Türkiye,,25-05-2025,unknown,,209.6256603539119,203.05280619355332,216.2319545970525,1.3259517957277457e-86,2.670395840284928e-92,1.3270759393023796e-86,200,0.9,236,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
SVK,['Slovak'],5413813,89.8251,2024,2025 Q1 P,97000.0,37.0,6.733503250608721,0.898251,False,4.986776211505866,p10,0.05,4.815572229111593,4.986776211505866,0.4346051344002734,1.25,1.0,0.75,1.0,False,2.628655276709891,2.628655276709891,2.628655276709891,2.628655276709891,41,False,Slovakia,,25-05-2025,unknown,,129.99496572064825,123.42456444378145,136.6598665158461,3.79153740708822e-52,6.09559331046515e-58,3.0817308468896964e-52,200,0.9,189,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
CHL,['Spanish'],20206953,94.4574,2023,,,,7.3055008313257455,0.944574,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.623063476426784,2.623063476426784,2.623063476426784,2.623063476426784,42,False,Chile,,25-05-2025,unknown,,180.91438749467318,176.08946809007776,185.86437293616007,2.608903415512346e-75,3.54262102555172e-79,5.902694823347261e-75,200,0.9,229,False,False,False,bayes-v1,bayes-v1_20251220T165231Z,no-language,p10,0.05,1.25,1.0,0.75,200,1500,1500,0.9,0,0.9
