alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
CHE,"['French', 'Swiss German', 'Italian', 'Romansh']",9082848,97.3444,2023,2025 Q1 P,540000.0,560.0,6.958222046400911,0.973444,False,5.732394564071265,p10,0.05,4.815572229111593,5.732394564071265,0.6718878561624164,1.25,1.0,0.75,1.0,False,4.55099174566769,4.55099174566769,4.55099174566769,4.55099174566769,11,False,Switzerland,,25-05-2025,multi,25.0,19.895854109874303,18.0212742279191,21.852438375737083,8.323809201083872e-08,7.064908177105395e-09,2.686864267697118e-07,25,0.9,212,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
ROU,['Romanian'],19036031,91.2905,2024,2025 Q2 P,548000.0,249.0,7.279576403371833,0.912905,False,5.738781350991824,p10,0.05,4.815572229111593,5.738781350991824,0.6739203627103187,1.25,1.0,0.75,1.0,False,4.478579348932669,4.478579348932669,4.478579348932669,4.478579348932669,12,False,Romania,,25-05-2025,unknown,,19.798387423709308,18.176955592726852,21.436953751717702,7.65142769267616e-08,1.0500558114953945e-08,2.3193681567368454e-07,25,0.9,213,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
ARE,['Arabic'],11294243,100.0,2024,2025 Q1 P,371000.0,540.0,7.052857127514885,1.0,False,5.569375080218541,p10,0.05,4.815572229111593,5.569375080218541,0.6200091615249462,1.25,1.0,0.75,0.75,False,4.372836033985744,3.279627025489308,4.372836033985744,4.372836033985744,13,False,United Arab Emirates,,25-05-2025,unknown,,23.66952361056909,21.43886518352652,26.011062610097117,3.0221664211622337e-09,1.3143079567348645e-10,1.0481447198906408e-08,25,0.9,230,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
AUS,['English'],27536874,97.0631,2023,2025 Q1 P,287000.0,519.0,7.439914637387663,0.970631,False,5.457883409952547,p10,0.05,4.815572229111593,5.457883409952547,0.5845284804452755,1.25,1.0,0.75,1.25,False,4.2211208570062375,5.276401071257797,4.2211208570062375,4.2211208570062375,14,False,Australia,,25-05-2025,multi,25.0,27.658792470843792,25.152461970454034,30.191539442503096,7.774866380113472e-11,2.332746573266529e-12,2.9991974694915235e-10,25,0.9,237,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
BEL,"['German', 'French', 'Dutch']",11825551,95.7758,2024,2025 Q2 P,322000.0,172.0,7.072821385408543,0.957758,False,5.507857220434364,p10,0.05,4.815572229111593,5.507857220434364,0.6004319540214719,1.25,1.0,0.75,1.0,False,4.067356837353003,4.067356837353003,4.067356837353003,4.067356837353003,15,False,Belgium,,25-05-2025,multi,25.0,21.355958584444583,19.595178296482263,23.202970399085174,1.954972515279179e-08,1.943666852543368e-09,6.054404263445948e-08,25,0.9,224,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
THA,['Thai'],65859640,90.8672,2024,2025 Q1 P,255000.0,461.0,7.818619352454832,0.9086719999999999,False,5.406541883546231,p10,0.05,4.815572229111593,5.406541883546231,0.5681897502045318,1.25,1.0,0.75,0.75,False,4.036738446849811,3.0275538351373585,4.036738446849811,4.036738446849811,16,False,Thailand,,25-05-2025,unknown,,28.721720183393284,26.043393069871186,31.49628883246111,3.191567869638947e-11,6.60077641338817e-13,1.2740774008514068e-10,25,0.9,239,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
MAR,"['Arabic', 'Berber']",36828330,91.0,2023,2025 Q1 P,284000.0,213.0,7.566182025989628,0.91,False,5.453319869250268,p10,0.05,4.815572229111593,5.453319869250268,0.583076196773631,1.25,1.0,0.75,0.75,False,4.014611182228045,3.0109583866710334,4.014611182228045,4.014611182228045,17,False,Morocco,,25-05-2025,unknown,,24.716884437126193,22.73857867238736,26.71676269337339,8.876684051668303e-10,6.665632303756461e-11,3.030569900156006e-09,25,0.9,235,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
AUT,['German'],9200931,94.9197,2024,2025 Q1 P,326000.0,420.0,6.963831773835327,0.9491970000000001,False,5.513218932257558,p10,0.05,4.815572229111593,5.513218932257558,0.6021382446061049,1.25,1.0,0.75,1.0,False,3.980162836907607,3.980162836907607,3.980162836907607,3.980162836907607,18,False,Austria,,25-05-2025,unknown,,19.5425294839238,17.86991064602118,21.301718311373023,1.0345743744246908e-07,1.1945268747401238e-08,3.0996939037398064e-07,25,0.9,211,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
HUN,['Hungarian'],9539502,93.779,2024,2025 Q2 P,269000.0,141.0,6.979525703394117,0.93779,False,5.429753894477035,p10,0.05,4.815572229111593,5.429753894477035,0.5755766514419861,1.25,1.0,0.75,1.0,False,3.767338784039129,3.767338784039129,3.767338784039129,3.767338784039129,19,False,Hungary,,25-05-2025,unknown,,19.432738228646983,17.726713175403123,21.199423846399547,1.1536102764610154e-07,1.3168347012827868e-08,3.5482527563071457e-07,25,0.9,210,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
DNK,['Danish'],6011488,99.7692,2024,2025 Q2 P,216000.0,178.0,6.778981984515728,0.997692,False,5.334455761768878,p10,0.05,4.815572229111593,5.334455761768878,0.5452493395805763,1.25,1.0,0.75,1.0,False,3.6877045386670275,3.6877045386670275,3.6877045386670275,3.6877045386670275,20,False,Denmark,,25-05-2025,multi,25.0,21.32562187191183,19.00279451119213,23.73985354537011,2.8444534780722197e-08,1.1624938038625939e-09,1.0617167650463197e-07,25,0.9,221,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
MEX,['Spanish'],130575786,81.1832,2023,2025 Q2 P,207000.0,336.0,8.115862648749394,0.811832,False,5.315972443492825,p10,0.05,4.815572229111593,5.315972443492825,0.53936727933803,1.25,1.0,0.75,1.0,False,3.553738365778659,3.553738365778659,3.553738365778659,3.553738365778659,21,False,Mexico,,25-05-2025,unknown,,25.90203853192209,22.514648597814297,29.4192031218765,9.343731846551502e-10,4.9207730227802095e-12,3.7538565436110305e-09,25,0.9,234,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
CYP,"['Greek', 'Turkish']",1442614,91.2211,2023,2025 Q2 P,400000.0,364.0,6.159150142531189,0.9122110000000001,False,5.60206107706281,p10,0.05,4.815572229111593,5.60206107706281,0.6304110276646839,1.25,1.0,0.75,0.75,False,3.5419293778475436,2.656447033385658,3.5419293778475436,3.5419293778475436,22,False,Cyprus,,25-05-2025,unknown,,10.892668506361678,9.180767393040936,12.749330172286886,0.00031782179300924,3.702743601792041e-05,0.0009456324473558872,25,0.9,163,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
IND,"['English', 'Hindi', 'Tamil']",1417492000,55.9,2022,2025 Q1 P,619000.0,602.0,9.151520616513332,0.5589999999999999,False,5.791691350626146,p10,0.05,4.815572229111593,5.791691350626146,0.6907582378490811,1.25,1.0,0.75,1.25,False,3.5337119343785774,4.417139917973222,3.5337119343785774,3.5337119343785774,23,False,India,,25-05-2025,multi,25.0,19.449027323319914,13.959372524312034,25.53510706849233,3.384033971231249e-06,2.076738589554962e-10,1.2088918468741529e-05,25,0.9,188,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
CZE,"['Czech', 'Slovak']",10882341,87.6878,2024,2025 Q1 P,246000.0,108.0,7.036722330474317,0.8768779999999999,False,5.390936872524514,p10,0.05,4.815572229111593,5.390936872524514,0.5632236714115123,1.25,1.0,0.75,1.0,False,3.4752854933078723,3.4752854933078723,3.4752854933078723,3.4752854933078723,24,False,Czechia,,25-05-2025,unknown,,16.840971266654176,15.097836912581586,18.619344269525456,1.3223710047800145e-06,1.5264616904292915e-07,4.1880077559835304e-06,25,0.9,195,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
EGY,['Arabic'],107271260,72.6899,2023,2025 Q2 P,303000.0,392.0,8.030483381842073,0.726899,False,5.481444061815061,p10,0.05,4.815572229111593,5.481444061815061,0.5920263318342504,1.25,1.0,0.75,0.75,False,3.45586510928996,2.59189883196747,3.45586510928996,3.45586510928996,25,False,Egypt,,25-05-2025,unknown,,18.355319105704687,15.220340246410624,21.537568107050028,8.711239237117938e-07,9.540033711285131e-09,3.735206199364456e-06,25,0.9,197,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
NOR,"['Norwegian Nynorsk', 'Norwegian Bokmål', 'Sami']",5606944,99.0,2023,2025 Q1 P,174000.0,168.0,6.7487262185539185,0.99,False,5.240551744220726,p10,0.05,4.815572229111593,5.240551744220726,0.5153656855750625,1.25,1.0,0.75,0.75,False,3.4432812952396046,2.5824609714297035,3.4432812952396046,3.4432812952396046,26,False,Norway,,25-05-2025,multi,25.0,20.953980517202492,18.574293990430764,23.416113021845064,4.1924047829860476e-08,1.584988630221487e-09,1.592939882058745e-07,25,0.9,218,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
JPN,['Japanese'],123210000,86.9815,2023,2025 Q2 P,142000.0,308.0,8.090645957573315,0.869815,False,5.152291402784132,p10,0.05,4.815572229111593,5.152291402784132,0.487278053386725,1.25,1.0,0.75,0.75,False,3.4291536222479486,2.5718652166859615,3.4291536222479486,3.4291536222479486,27,False,Japan,,25-05-2025,multi,25.0,31.698471212729963,27.47604225236024,36.18537618420232,8.44621564743599e-12,6.973067894204072e-15,3.208200809627593e-11,25,0.9,242,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
CAN,"['English', 'French']",41651653,93.9564,2023,2025 Q2 P,121000.0,142.0,7.619632241625957,0.9395640000000001,False,5.082788959512213,p10,0.05,4.815572229111593,5.082788959512213,0.4651598626904552,1.25,1.0,0.75,1.25,False,3.3301409267004574,4.162676158375572,3.3301409267004574,3.3301409267004574,28,False,Canada,,25-05-2025,multi,25.0,30.53913073632936,26.698793564833057,34.57398658832471,1.646442178049187e-11,3.3377824198628094e-14,6.781927510632766e-11,25,0.9,241,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
SWE,['Swedish'],10605098,95.5293,2024,2025 Q2 P,150000.0,90.0,7.025514686116378,0.9552930000000001,False,5.176094154342576,p10,0.05,4.815572229111593,5.176094154342576,0.49485294965340487,1.25,1.0,0.75,1.0,False,3.3211684581443155,3.3211684581443155,3.3211684581443155,3.3211684581443155,29,False,Sweden,,25-05-2025,multi,25.0,22.380248005063045,19.98138023349858,24.81006425150016,1.0845878447287198e-08,4.166332147728458e-10,4.19587287084144e-08,25,0.9,225,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
CHN,['Chinese'],1408280000,92.0,2024,,,,9.14868901159969,0.92,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,3.199407150077052,2.399555362557789,3.199407150077052,3.199407150077052,30,False,China,,25-05-2025,unknown,,60.084889024091545,48.794191582756916,72.80205714856372,1.977753156312396e-19,1.7563536209222357e-30,3.1428234588699176e-20,25,0.9,249,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,75.6592,2023,2025 Q1 P,166000.0,223.0,7.800035863288702,0.7565919999999999,False,5.220110704263994,p10,0.05,4.815572229111593,5.220110704263994,0.5088606075014153,1.25,1.0,0.75,1.25,False,3.0030127524168435,3.7537659405210544,3.0030127524168435,3.0030127524168435,31,False,South Africa,,25-05-2025,multi,25.0,18.782952149957744,15.784772758000129,21.928873870959432,5.515985397319497e-07,6.567913365730737e-09,2.202919760810708e-06,25,0.9,202,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
LTU,['Lithuanian'],2894886,88.5029,2023,2025 Q1 P,161000.0,63.0,6.461631465975109,0.885029,False,5.206828573504726,p10,0.05,4.815572229111593,5.206828573504726,0.504633753204554,1.25,1.0,0.75,1.0,False,2.885864806535018,2.885864806535018,2.885864806535018,2.885864806535018,32,False,Lithuania,,25-05-2025,unknown,,13.073877590505829,11.216471904552309,15.08128983737114,4.701229383251912e-05,4.25321710113112e-06,0.00015087053131920128,25,0.9,177,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
SAU,['Arabic'],35300280,100.0,2024,,,,7.547778150202912,1.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8690752909748802,2.15180646823116,2.8690752909748802,2.8690752909748802,33,False,Saudi Arabia,,25-05-2025,unknown,,30.885509377377762,27.744549491819207,34.202078709148225,6.512112467502621e-12,4.789374230891159e-14,2.476697453575014e-11,25,0.9,243,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
KOR,['Korean'],51159889,97.8956,2024,,,,7.708929593532578,0.978956,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8686665569738388,2.151499917730379,2.8686665569738388,2.8686665569738388,34,False,"Korea, Republic of",,25-05-2025,unknown,,31.72203207703547,28.58614922595303,34.94268598536803,2.7311182952679865e-12,2.3331437934464443e-14,1.0998894073016897e-11,25,0.9,244,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
MYS,"['English', 'Malay']",34231700,98.0206,2024,,,,7.534428467419687,0.980206,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.807310753501264,3.50913844187658,2.807310753501264,2.807310753501264,35,False,Malaysia,,25-05-2025,unknown,,28.849194521638676,26.22761892811817,31.586994002825254,2.8236346795015476e-11,6.045765054326035e-13,1.0672070700495242e-10,25,0.9,240,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
BGR,['Bulgarian'],6437360,82.439,2024,2025 Q1 P,151000.0,76.0,6.808707797095676,0.82439,False,5.178979823406043,p10,0.05,4.815572229111593,5.178979823406043,0.4957712738968041,1.25,1.0,0.75,0.75,False,2.7827793413194355,2.0870845059895764,2.7827793413194355,2.7827793413194355,36,False,Bulgaria,,25-05-2025,unknown,,13.31913156819957,11.298153443807475,15.486026790574448,4.0826805715116904e-05,2.913694689196925e-06,0.0001400495678551506,25,0.9,179,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
BRA,['Portuguese'],213421037,84.4635,2024,2025 Q1 P,65000.0,115.0,8.329237225785352,0.8446349999999999,False,4.812920038045028,p10,0.05,4.815572229111593,4.812920038045028,0.3792778132687557,1.25,1.0,0.75,1.0,False,2.6682821049760994,2.6682821049760994,2.6682821049760994,2.6682821049760994,37,False,Brazil,,25-05-2025,unknown,,36.60570409657109,29.746750126822597,44.356667784137215,2.000002467890999e-12,2.416037051602628e-18,3.58583917989357e-12,25,0.9,245,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
MLT,"['English', 'Maltese']",574250,92.0727,2023,2025 Q2 P,158000.0,153.0,5.759101003867063,0.920727,False,5.1986598356449765,p10,0.05,4.815572229111593,5.1986598356449765,0.5020341654314607,1.25,1.0,0.75,1.25,False,2.662066178816801,3.3275827235210014,2.662066178816801,2.662066178816801,38,False,Malta,,25-05-2025,unknown,,9.853843525569125,8.039144688588358,11.862926469128414,0.0008486646416554208,8.359661927864233e-05,0.002593305425011308,25,0.9,157,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
FIN,"['Finnish', 'Swedish']",5650325,93.5139,2023,2025 Q2 P,86000.0,70.0,6.752073428641965,0.935139,False,4.9345035011500435,p10,0.05,4.815572229111593,4.9345035011500435,0.41797006775466555,1.25,1.0,0.75,1.0,False,2.639116171082247,2.639116171082247,2.639116171082247,2.639116171082247,39,False,Finland,,25-05-2025,unknown,,19.15338970802565,16.539027030093443,21.9111802307956,2.7347105356467497e-07,6.679767422059754e-09,1.0856803444105195e-06,25,0.9,204,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
TUR,['Turkish'],85664944,87.3079,2024,,,,7.932803135318054,0.873079,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.632710089158021,1.9745325668685156,2.632710089158021,2.632710089158021,40,False,Türkiye,,25-05-2025,unknown,,26.070678634051554,23.815493362650606,28.40455776600425,3.014153182383576e-10,1.310525096956524e-11,1.0812403566217175e-09,25,0.9,236,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
SVK,['Slovak'],5413813,89.8251,2024,2025 Q1 P,97000.0,37.0,6.733503250608721,0.898251,False,4.986776211505866,p10,0.05,4.815572229111593,4.986776211505866,0.4346051344002734,1.25,1.0,0.75,1.0,False,2.628655276709891,2.628655276709891,2.628655276709891,2.628655276709891,41,False,Slovakia,,25-05-2025,unknown,,16.729409923942708,14.41654775633906,19.181965937746018,2.095161140838599e-06,8.959241710899901e-08,7.903767809605372e-06,25,0.9,190,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
CHL,['Spanish'],20206953,94.4574,2023,,,,7.3055008313257455,0.944574,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.623063476426784,2.623063476426784,2.623063476426784,2.623063476426784,42,False,Chile,,25-05-2025,unknown,,22.73641596533016,20.998364487538016,24.493736631322786,5.067559868161928e-09,5.643654451471167e-10,1.594819895231947e-08,25,0.9,229,False,False,False,bayes-v1,bayes-v1_20251220T165306Z,no-language,p10,0.05,1.25,1.0,0.75,25,1500,1500,0.9,0,0.9
