alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
AUS,['English'],27536874,97.0631,2023,2025 Q1 P,287000.0,519.0,7.439914637387663,0.970631,False,5.457883409952547,p10,0.05,4.815572229111593,5.457883409952547,0.5845284804452755,1.25,1.0,0.75,1.25,False,4.2211208570062375,5.276401071257797,4.2211208570062375,4.2211208570062375,14,False,Australia,,25-05-2025,multi,10.0,10.95066381093973,9.431621620909644,12.53364839606338,0.00027086900616264014,4.5163042761482155e-05,0.0007559362132433499,10,0.9,237,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
BEL,"['German', 'French', 'Dutch']",11825551,95.7758,2024,2025 Q2 P,322000.0,172.0,7.072821385408543,0.957758,False,5.507857220434364,p10,0.05,4.815572229111593,5.507857220434364,0.6004319540214719,1.25,1.0,0.75,1.0,False,4.067356837353003,4.067356837353003,4.067356837353003,4.067356837353003,15,False,Belgium,,25-05-2025,multi,10.0,8.68632579345713,7.56378684910296,9.86458402515836,0.0017578434365676835,0.0005127956921082121,0.003924898326051644,10,0.9,224,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
THA,['Thai'],65859640,90.8672,2024,2025 Q1 P,255000.0,461.0,7.818619352454832,0.9086719999999999,False,5.406541883546231,p10,0.05,4.815572229111593,5.406541883546231,0.5681897502045318,1.25,1.0,0.75,0.75,False,4.036738446849811,3.0275538351373585,4.036738446849811,4.036738446849811,16,False,Thailand,,25-05-2025,unknown,,11.297164686106854,9.706286785270553,12.981586304510964,0.00020760294581117272,2.9887973333596525e-05,0.0005911073080001715,10,0.9,239,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
MAR,"['Arabic', 'Berber']",36828330,91.0,2023,2025 Q1 P,284000.0,213.0,7.566182025989628,0.91,False,5.453319869250268,p10,0.05,4.815572229111593,5.453319869250268,0.583076196773631,1.25,1.0,0.75,0.75,False,4.014611182228045,3.0109583866710334,4.014611182228045,4.014611182228045,17,False,Morocco,,25-05-2025,unknown,,9.874071278152,8.68163447193872,11.140157323059968,0.0006330310078062635,0.00016172698720496722,0.0014730434319269751,10,0.9,235,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
AUT,['German'],9200931,94.9197,2024,2025 Q1 P,326000.0,420.0,6.963831773835327,0.9491970000000001,False,5.513218932257558,p10,0.05,4.815572229111593,5.513218932257558,0.6021382446061049,1.25,1.0,0.75,1.0,False,3.980162836907607,3.980162836907607,3.980162836907607,3.980162836907607,18,False,Austria,,25-05-2025,unknown,,8.02317343232264,6.946471608330513,9.12622338036494,0.003090790630842343,0.000992710786738408,0.0066826694080678525,10,0.9,211,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
HUN,['Hungarian'],9539502,93.779,2024,2025 Q2 P,269000.0,141.0,6.979525703394117,0.93779,False,5.429753894477035,p10,0.05,4.815572229111593,5.429753894477035,0.5755766514419861,1.25,1.0,0.75,1.0,False,3.767338784039129,3.767338784039129,3.767338784039129,3.767338784039129,19,False,Hungary,,25-05-2025,unknown,,7.980574694977057,6.906826521477733,9.088058937068306,0.0032105451346543666,0.0010270162017767764,0.006913244301459812,10,0.9,210,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
DNK,['Danish'],6011488,99.7692,2024,2025 Q2 P,216000.0,178.0,6.778981984515728,0.997692,False,5.334455761768878,p10,0.05,4.815572229111593,5.334455761768878,0.5452493395805763,1.25,1.0,0.75,1.0,False,3.6877045386670275,3.6877045386670275,3.6877045386670275,3.6877045386670275,20,False,Denmark,,25-05-2025,multi,10.0,8.706433600300654,7.267316844335701,10.250076547223724,0.0019427604168690247,0.00036238936513895175,0.005072458455372768,10,0.9,222,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
MEX,['Spanish'],130575786,81.1832,2023,2025 Q2 P,207000.0,336.0,8.115862648749394,0.811832,False,5.315972443492825,p10,0.05,4.815572229111593,5.315972443492825,0.53936727933803,1.25,1.0,0.75,1.0,False,3.553738365778659,3.553738365778659,3.553738365778659,3.553738365778659,21,False,Mexico,,25-05-2025,unknown,,10.288001882561064,8.186982599327944,12.51076836992202,0.0006562650369974367,4.612393345535886e-05,0.002278046060769184,10,0.9,234,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
CYP,"['Greek', 'Turkish']",1442614,91.2211,2023,2025 Q2 P,400000.0,364.0,6.159150142531189,0.9122110000000001,False,5.60206107706281,p10,0.05,4.815572229111593,5.60206107706281,0.6304110276646839,1.25,1.0,0.75,0.75,False,3.5419293778475436,2.656447033385658,3.5419293778475436,3.5419293778475436,22,False,Cyprus,,25-05-2025,unknown,,4.777099439035308,3.6622746072458985,6.0211533212707495,0.046194612760263064,0.01461255096916286,0.09402541870886622,10,0.9,163,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
IND,"['English', 'Hindi', 'Tamil']",1417492000,55.9,2022,2025 Q1 P,619000.0,602.0,9.151520616513332,0.5589999999999999,False,5.791691350626146,p10,0.05,4.815572229111593,5.791691350626146,0.6907582378490811,1.25,1.0,0.75,1.25,False,3.5337119343785774,4.417139917973222,3.5337119343785774,3.5337119343785774,23,False,India,,25-05-2025,multi,10.0,8.026921957555832,4.741943991350084,12.020392291021482,0.009753878927174062,7.23650370748729e-05,0.04135769384283013,10,0.9,188,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
CZE,"['Czech', 'Slovak']",10882341,87.6878,2024,2025 Q1 P,246000.0,108.0,7.036722330474317,0.8768779999999999,False,5.390936872524514,p10,0.05,4.815572229111593,5.390936872524514,0.5632236714115123,1.25,1.0,0.75,1.0,False,3.4752854933078723,3.4752854933078723,3.4752854933078723,3.4752854933078723,24,False,Czechia,,25-05-2025,unknown,,7.010349837149769,5.923015046768084,8.126082683535822,0.007405625812218703,0.002403080946394856,0.015856602107531304,10,0.9,194,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
EGY,['Arabic'],107271260,72.6899,2023,2025 Q2 P,303000.0,392.0,8.030483381842073,0.726899,False,5.481444061815061,p10,0.05,4.815572229111593,5.481444061815061,0.5920263318342504,1.25,1.0,0.75,0.75,False,3.45586510928996,2.59189883196747,3.45586510928996,3.45586510928996,25,False,Egypt,,25-05-2025,unknown,,7.559372869019927,5.640154522264193,9.648891194965755,0.006458653083502066,0.0006223249417736759,0.02003563126436534,10,0.9,197,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
NOR,"['Norwegian Nynorsk', 'Norwegian Bokmål', 'Sami']",5606944,99.0,2023,2025 Q1 P,174000.0,168.0,6.7487262185539185,0.99,False,5.240551744220726,p10,0.05,4.815572229111593,5.240551744220726,0.5153656855750625,1.25,1.0,0.75,0.75,False,3.4432812952396046,2.5824609714297035,3.4432812952396046,3.4432812952396046,26,False,Norway,,25-05-2025,multi,10.0,8.571812226065484,7.0914975665513555,10.145978105997939,0.0022096464231544377,0.0003980628214827107,0.005901191405258342,10,0.9,219,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
JPN,['Japanese'],123210000,86.9815,2023,2025 Q2 P,142000.0,308.0,8.090645957573315,0.869815,False,5.152291402784132,p10,0.05,4.815572229111593,5.152291402784132,0.487278053386725,1.25,1.0,0.75,0.75,False,3.4291536222479486,2.5718652166859615,3.4291536222479486,3.4291536222479486,27,False,Japan,,25-05-2025,multi,10.0,12.356040253836616,9.855678484577675,15.106286318671158,0.00013443700679863102,4.1550971457042e-06,0.000516915727954622,10,0.9,242,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
CAN,"['English', 'French']",41651653,93.9564,2023,2025 Q2 P,121000.0,142.0,7.619632241625957,0.9395640000000001,False,5.082788959512213,p10,0.05,4.815572229111593,5.082788959512213,0.4651598626904552,1.25,1.0,0.75,1.25,False,3.3301409267004574,4.162676158375572,3.3301409267004574,3.3301409267004574,28,False,Canada,,25-05-2025,multi,10.0,11.979993300429324,9.776766702966533,14.412741143152065,0.00015827596006048148,7.931817239755653e-06,0.0005548804481186982,10,0.9,241,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
SWE,['Swedish'],10605098,95.5293,2024,2025 Q2 P,150000.0,90.0,7.025514686116378,0.9552930000000001,False,5.176094154342576,p10,0.05,4.815572229111593,5.176094154342576,0.49485294965340487,1.25,1.0,0.75,1.0,False,3.3211684581443155,3.3211684581443155,3.3211684581443155,3.3211684581443155,29,False,Sweden,,25-05-2025,multi,10.0,9.072937282779037,7.63195528634944,10.611724111416935,0.0014130543247466187,0.0002613200513100564,0.003699301772950816,10,0.9,225,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
CHN,['Chinese'],1408280000,92.0,2024,,,,9.14868901159969,0.92,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,3.199407150077052,2.399555362557789,3.199407150077052,3.199407150077052,30,False,China,,25-05-2025,unknown,,22.005916448395205,15.890369493472678,29.54794558679015,6.638366490520619e-07,4.345278390857573e-12,1.9954270171034406e-06,10,0.9,249,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,75.6592,2023,2025 Q1 P,166000.0,223.0,7.800035863288702,0.7565919999999999,False,5.220110704263994,p10,0.05,4.815572229111593,5.220110704263994,0.5088606075014153,1.25,1.0,0.75,1.25,False,3.0030127524168435,3.7537659405210544,3.0030127524168435,3.0030127524168435,31,False,South Africa,,25-05-2025,multi,10.0,7.726957205907542,5.846476977327061,9.762018029452602,0.005519684427301971,0.0005622753902775255,0.01689668680492578,10,0.9,202,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
LTU,['Lithuanian'],2894886,88.5029,2023,2025 Q1 P,161000.0,63.0,6.461631465975109,0.885029,False,5.206828573504726,p10,0.05,4.815572229111593,5.206828573504726,0.504633753204554,1.25,1.0,0.75,1.0,False,2.885864806535018,2.885864806535018,2.885864806535018,2.885864806535018,32,False,Lithuania,,25-05-2025,unknown,,5.61308655677034,4.4100192325772,6.897371591290557,0.02437666176505701,0.006969364892492696,0.053603543687863076,10,0.9,177,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
SAU,['Arabic'],35300280,100.0,2024,,,,7.547778150202912,1.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8690752909748802,2.15180646823116,2.8690752909748802,2.8690752909748802,33,False,Saudi Arabia,,25-05-2025,unknown,,12.104706988941095,10.221959236451124,14.161357030443801,0.00011700765419696174,1.002087687948629e-05,0.00037170093568465143,10,0.9,243,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
KOR,['Korean'],51159889,97.8956,2024,,,,7.708929593532578,0.978956,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8686665569738388,2.151499917730379,2.8686665569738388,2.8686665569738388,34,False,"Korea, Republic of",,25-05-2025,unknown,,12.381201366252194,10.512686282846671,14.36346425736702,8.883835436974792e-05,8.30397303133664e-06,0.0002858328012315974,10,0.9,244,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
MYS,"['English', 'Malay']",34231700,98.0206,2024,,,,7.534428467419687,0.980206,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.807310753501264,3.50913844187658,2.807310753501264,2.807310753501264,35,False,Malaysia,,25-05-2025,unknown,,11.372626572664645,9.764899119155428,13.07844022282412,0.0001938453936783524,2.7331379879455332e-05,0.0005608232136062658,10,0.9,240,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
BGR,['Bulgarian'],6437360,82.439,2024,2025 Q1 P,151000.0,76.0,6.808707797095676,0.82439,False,5.178979823406043,p10,0.05,4.815572229111593,5.178979823406043,0.4957712738968041,1.25,1.0,0.75,0.75,False,2.7827793413194355,2.0870845059895764,2.7827793413194355,2.7827793413194355,36,False,Bulgaria,,25-05-2025,unknown,,5.696604019513805,4.416768609863989,7.102324631289967,0.023420198395996045,0.005846557900718797,0.05332445359636763,10,0.9,179,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
BRA,['Portuguese'],213421037,84.4635,2024,2025 Q1 P,65000.0,115.0,8.329237225785352,0.8446349999999999,False,4.812920038045028,p10,0.05,4.815572229111593,4.812920038045028,0.3792778132687557,1.25,1.0,0.75,1.0,False,2.6682821049760994,2.6682821049760994,2.6682821049760994,2.6682821049760994,37,False,Brazil,,25-05-2025,unknown,,14.12448860945232,10.155370442518944,18.88761575567873,8.84209948700516e-05,1.1841045794668567e-07,0.0003947075865943985,10,0.9,245,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
MLT,"['English', 'Maltese']",574250,92.0727,2023,2025 Q2 P,158000.0,153.0,5.759101003867063,0.920727,False,5.1986598356449765,p10,0.05,4.815572229111593,5.1986598356449765,0.5020341654314607,1.25,1.0,0.75,1.25,False,2.662066178816801,3.3275827235210014,2.662066178816801,2.662066178816801,38,False,Malta,,25-05-2025,unknown,,4.387321899294796,3.1652820874810477,5.759594506625374,0.06347348723561942,0.01815648591064346,0.13358198227813994,10,0.9,157,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
FIN,"['Finnish', 'Swedish']",5650325,93.5139,2023,2025 Q2 P,86000.0,70.0,6.752073428641965,0.935139,False,4.9345035011500435,p10,0.05,4.815572229111593,4.9345035011500435,0.41797006775466555,1.25,1.0,0.75,1.0,False,2.639116171082247,2.639116171082247,2.639116171082247,2.639116171082247,39,False,Finland,,25-05-2025,unknown,,7.911071362359753,6.29155287271963,9.707957617488645,0.004172531314960989,0.0005902220866305092,0.011651217304850366,10,0.9,205,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
TUR,['Turkish'],85664944,87.3079,2024,,,,7.932803135318054,0.873079,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.632710089158021,1.9745325668685156,2.632710089158021,2.632710089158021,40,False,Türkiye,,25-05-2025,unknown,,10.338573071346248,8.92919839063869,11.813926200461346,0.0004504351244333491,8.743218228127708e-05,0.0011827988672196664,10,0.9,236,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
SVK,['Slovak'],5413813,89.8251,2024,2025 Q1 P,97000.0,37.0,6.733503250608721,0.898251,False,4.986776211505866,p10,0.05,4.815572229111593,4.986776211505866,0.4346051344002734,1.25,1.0,0.75,1.0,False,2.628655276709891,2.628655276709891,2.628655276709891,2.628655276709891,41,False,Slovakia,,25-05-2025,unknown,,6.9998612941086344,5.543499987118067,8.595647705264138,0.008442652775857505,0.001589411162244485,0.021690653782272928,10,0.9,191,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
CHL,['Spanish'],20206953,94.4574,2023,,,,7.3055008313257455,0.944574,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.0,False,2.623063476426784,2.623063476426784,2.623063476426784,2.623063476426784,42,False,Chile,,25-05-2025,unknown,,9.17454290055984,8.093508616390256,10.30707567398273,0.0011273420557531208,0.0003442146698497328,0.0024726958639503336,10,0.9,229,False,False,False,bayes-v1,bayes-v1_20251220T165250Z,no-language,p10,0.05,1.25,1.0,0.75,10,1500,1500,0.9,0,0.9
