alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,uk_visits_period,uk_visits_number,uk_spending_millions,pop_score,net_score,uk_visits_missing,uk_score_raw,uk_missing_strategy,uk_floor,uk_impute_value,uk_score_raw_imputed,uk_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_multi_count,bayes_hdi_prob,bayes_rank,seen_in_listens,known_correct,known_incorrect,run_label,run_id,model_variant,uk_missing_strategy_cli,uk_floor_cli,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_multi_count_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
CHE,"['French', 'Swiss German', 'Italian', 'Romansh']",9082848,97.3444,2023,2025 Q1 P,540000.0,560.0,6.958222046400911,0.973444,False,5.732394564071265,p10,0.05,4.815572229111593,5.732394564071265,0.6718878561624164,1.25,1.0,0.75,1.0,False,4.55099174566769,4.55099174566769,4.55099174566769,4.55099174566769,11,False,Switzerland,,25-05-2025,multi,100.0,78.54900857299813,74.75566520062169,82.50702531894645,6.52445165189177e-32,1.213794373883576e-34,2.556650413540995e-31,100,0.9,212,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
ROU,['Romanian'],19036031,91.2905,2024,2025 Q2 P,548000.0,249.0,7.279576403371833,0.912905,False,5.738781350991824,p10,0.05,4.815572229111593,5.738781350991824,0.6739203627103187,1.25,1.0,0.75,1.0,False,4.478579348932669,4.478579348932669,4.478579348932669,4.478579348932669,12,False,Romania,,25-05-2025,unknown,,78.24133225540234,75.03380498059894,81.54762893591278,5.064212382655546e-32,3.1313109905484402e-34,1.9430753571897952e-31,100,0.9,213,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
ARE,['Arabic'],11294243,100.0,2024,2025 Q1 P,371000.0,540.0,7.052857127514885,1.0,False,5.569375080218541,p10,0.05,4.815572229111593,5.569375080218541,0.6200091615249462,1.25,1.0,0.75,0.75,False,4.372836033985744,3.279627025489308,4.372836033985744,4.372836033985744,13,False,United Arab Emirates,,25-05-2025,unknown,,94.34293698210845,89.77062320635223,99.07483593701575,2.896090481679585e-38,9.296288773873307e-42,9.252264608102116e-38,100,0.9,230,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
AUS,['English'],27536874,97.0631,2023,2025 Q1 P,287000.0,519.0,7.439914637387663,0.970631,False,5.457883409952547,p10,0.05,4.815572229111593,5.457883409952547,0.5845284804452755,1.25,1.0,0.75,1.25,False,4.2211208570062375,5.276401071257797,4.2211208570062375,4.2211208570062375,14,False,Australia,,25-05-2025,multi,100.0,111.30488186443182,106.38862742174851,116.47002081137659,3.50954556713115e-45,3.047381461779538e-49,6.651223185590034e-45,100,0.9,237,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
BEL,"['German', 'French', 'Dutch']",11825551,95.7758,2024,2025 Q2 P,322000.0,172.0,7.072821385408543,0.957758,False,5.507857220434364,p10,0.05,4.815572229111593,5.507857220434364,0.6004319540214719,1.25,1.0,0.75,1.0,False,4.067356837353003,4.067356837353003,4.067356837353003,4.067356837353003,15,False,Belgium,,25-05-2025,multi,100.0,84.69140875665055,81.13241175212532,88.34656923970684,1.2364627568783438e-34,3.782354402731893e-37,4.718844528190607e-34,100,0.9,224,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
THA,['Thai'],65859640,90.8672,2024,2025 Q1 P,255000.0,461.0,7.818619352454832,0.9086719999999999,False,5.406541883546231,p10,0.05,4.815572229111593,5.406541883546231,0.5681897502045318,1.25,1.0,0.75,0.75,False,4.036738446849811,3.0275538351373585,4.036738446849811,4.036738446849811,16,False,Thailand,,25-05-2025,unknown,,115.92176018328657,110.58713809825827,121.43586582839247,5.904944533659683e-47,2.2152397520421843e-51,1.0382950788989499e-46,100,0.9,239,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
MAR,"['Arabic', 'Berber']",36828330,91.0,2023,2025 Q1 P,284000.0,213.0,7.566182025989628,0.91,False,5.453319869250268,p10,0.05,4.815572229111593,5.453319869250268,0.583076196773631,1.25,1.0,0.75,0.75,False,4.014611182228045,3.0109583866710334,4.014611182228045,4.014611182228045,17,False,Morocco,,25-05-2025,unknown,,98.92856992183101,94.96146513187796,102.99908596794481,1.6421790226164322e-40,1.9094086575780794e-43,5.4488813569179975e-40,100,0.9,234,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
AUT,['German'],9200931,94.9197,2024,2025 Q1 P,326000.0,420.0,6.963831773835327,0.9491970000000001,False,5.513218932257558,p10,0.05,4.815572229111593,5.513218932257558,0.6021382446061049,1.25,1.0,0.75,1.0,False,3.980162836907607,3.980162836907607,3.980162836907607,3.980162836907607,18,False,Austria,,25-05-2025,unknown,,77.10383779496365,73.70051705116082,80.67299320412887,1.9268930087567026e-31,7.4283508091076984e-34,7.240073148872101e-31,100,0.9,211,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
HUN,['Hungarian'],9539502,93.779,2024,2025 Q2 P,269000.0,141.0,6.979525703394117,0.93779,False,5.429753894477035,p10,0.05,4.815572229111593,5.429753894477035,0.5755766514419861,1.25,1.0,0.75,1.0,False,3.767338784039129,3.767338784039129,3.767338784039129,3.767338784039129,19,False,Hungary,,25-05-2025,unknown,,76.64996644826499,73.21411566493681,80.23802890954522,3.2336918065331404e-31,1.1414268703524461e-33,1.1697926223923964e-30,100,0.9,210,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
DNK,['Danish'],6011488,99.7692,2024,2025 Q2 P,216000.0,178.0,6.778981984515728,0.997692,False,5.334455761768878,p10,0.05,4.815572229111593,5.334455761768878,0.5452493395805763,1.25,1.0,0.75,1.0,False,3.6877045386670275,3.6877045386670275,3.6877045386670275,3.6877045386670275,20,False,Denmark,,25-05-2025,multi,100.0,84.4378036406766,79.78738948961903,89.30467764964745,5.380436991308316e-34,1.4667152114057055e-37,1.781194403799647e-33,100,0.9,221,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
MEX,['Spanish'],130575786,81.1832,2023,2025 Q2 P,207000.0,336.0,8.115862648749394,0.811832,False,5.315972443492825,p10,0.05,4.815572229111593,5.315972443492825,0.53936727933803,1.25,1.0,0.75,1.0,False,3.553738365778659,3.553738365778659,3.553738365778659,3.553738365778659,21,False,Mexico,,25-05-2025,unknown,,103.909508736883,97.02232191237147,110.99173075171618,1.0816155774179381e-40,6.953356038858067e-47,7.089451501348001e-41,100,0.9,235,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
CYP,"['Greek', 'Turkish']",1442614,91.2211,2023,2025 Q2 P,400000.0,364.0,6.159150142531189,0.9122110000000001,False,5.60206107706281,p10,0.05,4.815572229111593,5.60206107706281,0.6304110276646839,1.25,1.0,0.75,0.75,False,3.5419293778475436,2.656447033385658,3.5419293778475436,3.5419293778475436,22,False,Cyprus,,25-05-2025,unknown,,41.44521758527669,37.96927631577648,44.96507078257389,3.349576953357499e-16,1.3328869728846997e-18,1.2290941188034766e-15,100,0.9,163,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
IND,"['English', 'Hindi', 'Tamil']",1417492000,55.9,2022,2025 Q1 P,619000.0,602.0,9.151520616513332,0.5589999999999999,False,5.791691350626146,p10,0.05,4.815572229111593,5.791691350626146,0.6907582378490811,1.25,1.0,0.75,1.25,False,3.5337119343785774,4.417139917973222,3.5337119343785774,3.5337119343785774,23,False,India,,25-05-2025,multi,100.0,76.22736514562419,64.92379230338342,88.48016124686492,3.214998882094074e-24,3.3143884487059785e-37,4.13389295116351e-27,100,0.9,188,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
CZE,"['Czech', 'Slovak']",10882341,87.6878,2024,2025 Q1 P,246000.0,108.0,7.036722330474317,0.8768779999999999,False,5.390936872524514,p10,0.05,4.815572229111593,5.390936872524514,0.5632236714115123,1.25,1.0,0.75,1.0,False,3.4752854933078723,3.4752854933078723,3.4752854933078723,3.4752854933078723,24,False,Czechia,,25-05-2025,unknown,,65.90347424940451,62.41531619878042,69.47209239549451,1.5058233609500598e-26,4.682352009835099e-29,4.88274308026974e-26,100,0.9,194,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
EGY,['Arabic'],107271260,72.6899,2023,2025 Q2 P,303000.0,392.0,8.030483381842073,0.726899,False,5.481444061815061,p10,0.05,4.815572229111593,5.481444061815061,0.5920263318342504,1.25,1.0,0.75,0.75,False,3.45586510928996,2.59189883196747,3.45586510928996,3.45586510928996,25,False,Egypt,,25-05-2025,unknown,,72.1464844715543,65.91325646435982,78.83152681878514,3.0363361364715802e-27,4.577231414304781e-33,1.5603053249572505e-27,100,0.9,197,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
NOR,"['Norwegian Nynorsk', 'Norwegian Bokmål', 'Sami']",5606944,99.0,2023,2025 Q1 P,174000.0,168.0,6.7487262185539185,0.99,False,5.240551744220726,p10,0.05,4.815572229111593,5.240551744220726,0.5153656855750625,1.25,1.0,0.75,0.75,False,3.4432812952396046,2.5824609714297035,3.4432812952396046,3.4432812952396046,26,False,Norway,,25-05-2025,multi,100.0,82.87064357842854,78.07033175852936,87.75207863329096,3.0384675484023596e-33,6.807912965479935e-37,9.704471093541904e-33,100,0.9,218,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
JPN,['Japanese'],123210000,86.9815,2023,2025 Q2 P,142000.0,308.0,8.090645957573315,0.869815,False,5.152291402784132,p10,0.05,4.815572229111593,5.152291402784132,0.487278053386725,1.25,1.0,0.75,0.75,False,3.4291536222479486,2.5718652166859615,3.4291536222479486,3.4291536222479486,27,False,Japan,,25-05-2025,multi,100.0,128.51970842926048,119.8265846476706,137.28600587816413,2.1167751314008279e-50,3.273945755092231e-58,1.0927736471532447e-50,100,0.9,243,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
CAN,"['English', 'French']",41651653,93.9564,2023,2025 Q2 P,121000.0,142.0,7.619632241625957,0.9395640000000001,False,5.082788959512213,p10,0.05,4.815572229111593,5.082788959512213,0.4651598626904552,1.25,1.0,0.75,1.25,False,3.3301409267004574,4.162676158375572,3.3301409267004574,3.3301409267004574,28,False,Canada,,25-05-2025,multi,100.0,123.46968159045772,115.80665369984355,131.46535328492286,1.71865454524872e-48,1.0571432756912972e-55,5.882246724191269e-49,100,0.9,241,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
SWE,['Swedish'],10605098,95.5293,2024,2025 Q2 P,150000.0,90.0,7.025514686116378,0.9552930000000001,False,5.176094154342576,p10,0.05,4.815572229111593,5.176094154342576,0.49485294965340487,1.25,1.0,0.75,1.0,False,3.3211684581443155,3.3211684581443155,3.3211684581443155,3.3211684581443155,29,False,Sweden,,25-05-2025,multi,100.0,88.91264920668014,84.11656022694278,93.79012793732068,8.404068471179227e-36,1.7362918751706163e-39,2.474706770833752e-35,100,0.9,225,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
CHN,['Chinese'],1408280000,92.0,2024,,,,9.14868901159969,0.92,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,3.199407150077052,2.399555362557789,3.199407150077052,3.199407150077052,30,False,China,,25-05-2025,unknown,,251.9630217635645,227.36518518583853,278.35334732115916,1.576350846153025e-89,3.608184954619833e-119,4.1047893727299114e-97,100,0.9,249,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,75.6592,2023,2025 Q1 P,166000.0,223.0,7.800035863288702,0.7565919999999999,False,5.220110704263994,p10,0.05,4.815572229111593,5.220110704263994,0.5088606075014153,1.25,1.0,0.75,1.25,False,3.0030127524168435,3.7537659405210544,3.0030127524168435,3.0030127524168435,31,False,South Africa,,25-05-2025,multi,100.0,73.90474559379582,67.75329766339792,80.44735156546962,2.47439320583017e-28,9.28262902120335e-34,2.547108476903913e-28,100,0.9,202,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
LTU,['Lithuanian'],2894886,88.5029,2023,2025 Q1 P,161000.0,63.0,6.461631465975109,0.885029,False,5.206828573504726,p10,0.05,4.815572229111593,5.206828573504726,0.504633753204554,1.25,1.0,0.75,1.0,False,2.885864806535018,2.885864806535018,2.885864806535018,2.885864806535018,32,False,Lithuania,,25-05-2025,unknown,,50.318913126945546,46.56620050012534,54.15408577612685,8.807607379083304e-20,1.6398757271359786e-22,2.783728606412173e-19,100,0.9,176,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
SAU,['Arabic'],35300280,100.0,2024,,,,7.547778150202912,1.0,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8690752909748802,2.15180646823116,2.8690752909748802,2.8690752909748802,33,False,Saudi Arabia,,25-05-2025,unknown,,125.00739597870249,118.64205980031645,131.60977178006516,4.610573577952925e-50,9.159896804554182e-56,3.5371398894002373e-50,100,0.9,242,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
KOR,['Korean'],51159889,97.8956,2024,,,,7.708929593532578,0.978956,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.8686665569738388,2.151499917730379,2.8686665569738388,2.8686665569738388,34,False,"Korea, Republic of",,25-05-2025,unknown,,128.6500764387705,122.39666837507889,135.06880881589208,1.0159962178584333e-51,2.957445414270755e-57,8.542243083695201e-52,100,0.9,244,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
MYS,"['English', 'Malay']",34231700,98.0206,2024,,,,7.534428467419687,0.980206,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,1.25,False,2.807310753501264,3.50913844187658,2.807310753501264,2.807310753501264,35,False,Malaysia,,25-05-2025,unknown,,116.37708007188704,111.16552581861794,121.87354854652979,3.500496930271333e-47,1.4351584371573837e-51,5.853231938047343e-47,100,0.9,240,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
BGR,['Bulgarian'],6437360,82.439,2024,2025 Q1 P,151000.0,76.0,6.808707797095676,0.82439,False,5.178979823406043,p10,0.05,4.815572229111593,5.178979823406043,0.4957712738968041,1.25,1.0,0.75,0.75,False,2.7827793413194355,2.0870845059895764,2.7827793413194355,2.7827793413194355,36,False,Bulgaria,,25-05-2025,unknown,,51.341217394376386,47.25944189908878,55.54558142651276,4.6070678822742105e-20,4.1832141726723617e-23,1.4124576846393217e-19,100,0.9,179,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
BRA,['Portuguese'],213421037,84.4635,2024,2025 Q1 P,65000.0,115.0,8.329237225785352,0.8446349999999999,False,4.812920038045028,p10,0.05,4.815572229111593,4.812920038045028,0.3792778132687557,1.25,1.0,0.75,1.0,False,2.6682821049760994,2.6682821049760994,2.6682821049760994,2.6682821049760994,37,False,Brazil,,25-05-2025,unknown,,149.2049366407964,134.59003783367646,164.32136062107185,3.3525662772360835e-55,7.109420548215146e-70,4.756664599256434e-57,100,0.9,246,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
MLT,"['English', 'Maltese']",574250,92.0727,2023,2025 Q2 P,158000.0,153.0,5.759101003867063,0.920727,False,5.1986598356449765,p10,0.05,4.815572229111593,5.1986598356449765,0.5020341654314607,1.25,1.0,0.75,1.25,False,2.662066178816801,3.3275827235210014,2.662066178816801,2.662066178816801,38,False,Malta,,25-05-2025,unknown,,37.19556396484162,33.51801652773526,40.98959657346535,2.6654988209327924e-14,6.473186043896271e-17,9.302268519306172e-14,100,0.9,157,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
FIN,"['Finnish', 'Swedish']",5650325,93.5139,2023,2025 Q2 P,86000.0,70.0,6.752073428641965,0.935139,False,4.9345035011500435,p10,0.05,4.815572229111593,4.9345035011500435,0.41797006775466555,1.25,1.0,0.75,1.0,False,2.639116171082247,2.639116171082247,2.639116171082247,2.639116171082247,39,False,Finland,,25-05-2025,unknown,,75.32068064368774,69.9524022961074,80.85584914184902,1.1548308702705296e-29,6.201009540974567e-34,2.9164889112764036e-29,100,0.9,204,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
TUR,['Turkish'],85664944,87.3079,2024,,,,7.932803135318054,0.873079,True,,p10,0.05,4.815572229111593,4.815572229111593,0.3801218363708463,1.25,1.0,0.75,0.75,False,2.632710089158021,1.9745325668685156,2.632710089158021,2.632710089158021,40,False,Türkiye,,25-05-2025,unknown,,104.71991084047961,100.06990127503666,109.43346794769431,1.5588577859989245e-42,3.256859511384231e-46,3.471344524769019e-42,100,0.9,236,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
SVK,['Slovak'],5413813,89.8251,2024,2025 Q1 P,97000.0,37.0,6.733503250608721,0.898251,False,4.986776211505866,p10,0.05,4.815572229111593,4.986776211505866,0.4346051344002734,1.25,1.0,0.75,1.0,False,2.628655276709891,2.628655276709891,2.628655276709891,2.628655276709891,41,False,Slovakia,,25-05-2025,unknown,,65.30831737777842,60.629701648944256,70.13016276016694,9.920088894563673e-26,2.4477225277890953e-29,2.828403802624721e-25,100,0.9,190,False,False,False,bayes-v1,bayes-v1_20251220T164958Z,no-language,p10,0.05,1.25,1.0,0.75,100,1500,1500,0.9,0,0.9
