alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_y_censored_lower_bound,bayes_is_censored,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_train_n_censored,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_unresolved_censored_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_use_censoring,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,run_label,run_id,bayes_rank
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,False,unknown,,,False,1.9533756906554127,1.8728989431705227,2.0620746747602,7.067217521754082,6.507132892594928,7.862264544145874,0.006462290748834398,0.003026979960405504,0.009713545257588399,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,12.540757571577291,0.727039,-0.588424237300014,0.1583274320746776,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,151
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,35.0,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,False,unknown,,,False,3.6950637327933373,3.5855164273569566,3.846104184187358,40.369682758975614,36.0719814704093,46.81034307133657,1.6062616485339944e-15,2.192139654131268e-19,7.785876708317953e-15,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,18.49087132456597,0.726899,1.5759854255484902,0.1578106246363684,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,217
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,46.0,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,False,unknown,,,False,1.3902583122591385,1.2347099176943863,1.586006733255175,4.043280942622529,3.4373812538226756,4.8842059978495,0.07484670019086738,0.03694964407021355,0.11050756095510948,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,13.438487123487413,0.891806,-0.2618666961432674,0.7665617977023311,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,91
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,97.64,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,False,unknown,,,False,1.5411506650432842,1.4235635903953257,1.696190702677445,4.689757101244241,4.151889745434157,5.4531351647331565,0.04535111698599954,0.023354993534315194,0.06532854827775186,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,11.545073146180547,,-0.9506137820619114,0.0,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,111
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,56.0,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,False,unknown,,,False,0.9363773725324119,0.6948864098178964,1.2148798794260498,2.5867509244596643,2.003481486336968,3.369889247979793,0.19897423890061877,0.11590210480740525,0.27019939948402827,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,14.419279927373003,0.927076,0.09490588167778201,0.8967603573391962,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,44
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,59.0,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,False,unknown,,,False,1.3729097174876954,1.2357145811344266,1.5482880209577294,3.968313257601302,3.4408364002604563,4.703411145800191,0.07817390755149956,0.042633151478503946,0.11023709554320672,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,16.176845386862315,0.9552930000000001,0.7342367955946267,1.0009228965303907,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,90
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8.2,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,True,observed_multi,183.0,,False,1.8133426473120444,1.7400764306408076,1.913910343905347,6.142050174275377,5.697778891931662,6.779547396551865,0.01380425287102956,0.007706916916675247,0.019106962891313774,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,15.485031769255382,0.853951,0.4825831061023018,0.6268207578652594,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,140
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,38.0,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,False,unknown,,,False,1.4808990942389613,1.3704384933664076,1.6277399708144233,4.413614044384613,3.9370767000787215,5.092352838512834,0.05558610257186432,0.03128511456697687,0.07679327510735798,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,13.432745346599102,0.987606,-0.2639553213183302,1.1202057447738274,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,105
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,48.61,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,False,unknown,,,False,1.476184056027929,1.3750494440025358,1.610088670578017,4.390076712634483,3.9552722876468542,5.003254850664699,0.0562210042127456,0.03360211794618969,0.07575712084861817,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,17.07168216757617,0.0,1.0597420641076005,-2.525523733216695,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,104
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,50.0,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,False,unknown,,,False,1.0623494962805107,0.901700604189216,1.2654949971746983,2.9144347124482723,2.4637894822758364,3.5448469921446906,0.16121000936024177,0.10235050890493884,0.2096975808047141,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,14.130317648162611,0.92238,-0.010206856546348668,0.8794251592656289,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,57
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,40.0,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,False,unknown,,,False,1.6811934428639788,1.6161879609767338,1.7662222789678208,5.379271734851568,5.033864408329313,5.848716755463426,0.02540938966680675,0.016865342939629407,0.0327885323843212,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,15.473475933398209,0.23497900000000002,0.4783795624676958,-1.6581030543136355,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,122
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,,1823.7147251303682,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,77,False,Bosnia and Herzegovina,,25-05-2025,False,unknown,,,False,1.4382650344628332,1.3471238767095715,1.560719137814377,4.224607788137225,3.8463470399091086,4.762244725281148,0.0633437711762549,0.040700065091215765,0.08214879014199222,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,15.045735733434276,0.8610089999999999,0.3227850544592284,0.6528752357194408,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,100
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,73.0,3431.2308335249613,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,78,False,Cyprus,,25-05-2025,False,unknown,,,False,1.0252557965845766,0.8726034612834176,1.2188160458793913,2.8063717808527504,2.39313318079753,3.383179832801029,0.17218717300563768,0.11482296326878967,0.21859606176940075,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,14.181967303704466,0.9122110000000001,0.008581189897542599,0.8418864818358794,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,53
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,25.0,2313.7960291005047,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,79,False,Bulgaria,,25-05-2025,False,unknown,,,False,1.7476893451124524,1.6880864016628199,1.818824493578317,5.747161712323053,5.409119913228521,6.164607654157322,0.018741131531965632,0.012961353452972484,0.024208934702658853,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,15.67762907614483,0.82439,0.5526421821763914,0.5176968672662977,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,132
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,39.07,11287.206094750567,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,80,False,Brunei Darussalam,,25-05-2025,True,observed_multi,23.0,,False,0.5591423909679357,0.30293387076096046,0.8550037510654875,1.7771107105258719,1.3538249351827636,2.35138320175166,0.29898259861475945,0.22393947819575574,0.34962607117829103,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,13.02915099568215,0.9903360000000001,-0.4107665503569264,1.1302834898208547,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,28
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,,9248.583379847747,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,81,False,Ecuador,,25-05-2025,True,observed_multi,294.0,,False,2.317116825287743,2.2755447723140505,2.374058877940779,10.151080017890052,9.733219958363525,10.74089993108221,0.0004109839096899182,0.00023244868828558964,0.0005769960222517213,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,16.71162468573913,0.771727,0.9287677793760613,0.32329236638293485,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,171
ISL,['Icelandic'],391810,65.0,-18.0,99.8301,2023,,1511.0787855277567,5.593075516113534,0.998301,1.25,1.0,0.75,1.0,False,5.583572880811657,5.583572880811657,5.583572880811657,5.583572880811657,82,False,Iceland,,25-05-2025,False,unknown,,,False,0.47874965628508853,0.21060197009612935,0.7862950317351346,1.6419883039059826,1.2344209218351618,2.1952480175429985,0.3150094196619354,0.244399038613616,0.359220471975284,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,16.131485604077078,0.881824,0.7177367493365593,0.7297134273508943,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,27
PRY,"['Guaraní', 'Spanish']",6109644,-23.0,-58.0,81.5781,2024,,10093.883735201438,6.786015905276943,0.8157810000000001,1.25,1.0,0.75,1.0,False,5.535902841222731,5.535902841222731,5.535902841222731,5.535902841222731,83,False,Paraguay,,25-05-2025,False,unknown,,,False,1.6209341628755314,1.5619611647335931,1.6875866654344711,5.062571465634122,4.768163236134381,5.406417455369933,0.03250656770057064,0.024262319021522226,0.04051017624231663,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,15.517245022876946,0.866377,0.4943009791220034,0.6726911094968918,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,115
HRV,['Croatian'],3866233,45.16666666,15.5,83.6324,2024,49.0,1591.556116495056,6.587288023403108,0.8363240000000001,1.25,1.0,0.75,1.0,False,5.509107068884581,5.509107068884581,5.509107068884581,5.509107068884581,84,False,Croatia,,25-05-2025,False,unknown,,,False,1.3449197858931976,1.2716979932934913,1.4442554662147493,3.8448456299819544,3.566904003324214,4.238695116999577,0.08329680683138163,0.06114912961682031,0.10074063757691722,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,16.289274693197108,0.39262,0.7751340098531191,-1.076174187295914,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,87
MKD,['Macedonian'],1822612,41.83333333,22.0,87.1819,2023,,2224.212765066631,6.260694225323314,0.871819,1.25,1.0,0.75,0.75,False,5.458192178827146,4.0936441341203595,5.458192178827146,5.458192178827146,85,False,North Macedonia,,25-05-2025,False,unknown,,,False,0.906388282959899,0.7896931693473593,1.0607998412179636,2.485818532781218,2.202720461439199,2.888680552281655,0.20807491077172063,0.16075389102600898,0.24340530783683012,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,16.92437011261623,0.35092100000000004,1.006155922994044,-1.2301052827962722,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,43
MNG,['Mongolian'],3544835,46.0,105.0,83.0162,2023,,6943.711069167842,6.549596025060067,0.830162,1.25,1.0,0.75,0.75,False,5.4372257353559155,4.077919301516936,5.4372257353559155,5.4372257353559155,86,False,Mongolia,,25-05-2025,False,unknown,,,False,1.2051240095482614,1.1318656580380466,1.3031025094577209,3.343132662903245,3.101437328409022,3.6806983740472297,0.11905216822817104,0.0927733493374504,0.13951660255918716,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,10.76487849442862,0.0,-1.234416901339488,-2.525523733216695,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,72
GEO,['Georgian'],4000921,42.0,43.5,81.8843,2023,,3564.798871650325,6.602159976122113,0.818843,1.25,1.0,0.75,0.75,False,5.406132481327759,4.0545993609958195,5.406132481327759,5.406132481327759,87,False,Georgia,,25-05-2025,True,unknown,,,False,1.2269644215399564,1.158630636175832,1.3118688759255934,3.4156547110763396,3.185568087335063,3.7131065683517006,0.11298627777483773,0.09060574184779276,0.13173835917856144,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,11.078767629469402,,-1.1202367856057038,0.0,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,76
BHS,['English'],398165,25.0343,-77.3963,94.8186,2023,87.13,6842.386057328471,5.600063081470082,0.9481860000000001,1.25,1.0,0.75,1.25,False,5.309901412966791,6.637376766208489,5.309901412966791,5.309901412966791,88,False,Bahamas,,25-05-2025,False,unknown,,,False,0.059043997165722,-0.16227336067458897,0.32835137777564205,1.074715733259283,0.8502087602727849,1.3886768377580394,0.3622428749945096,0.3463430714248704,0.36783942956822896,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,12.89462177121931,0.9481860000000001,-0.45970281703193433,0.9746875360728008,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,8
MLT,"['English', 'Maltese']",574250,35.9375,14.3754,92.0727,2023,89.0,2373.312282265431,5.759101003867063,0.920727,1.25,1.0,0.75,1.25,False,5.30255978998751,6.628199737484387,5.30255978998751,5.30255978998751,89,False,Malta,,25-05-2025,False,unknown,,,False,0.18413691155855888,-0.0015918910356589658,0.4189576000672759,1.2140528081922344,0.9984093763513638,1.5203758905886595,0.3572695232005437,0.33239931064875,0.3678151654071788,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,17.7535278844901,0.585357,1.307769836268948,-0.36468907845751153,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,10
ALB,['Albanian'],2363314,41.0,20.0,83.1356,2023,,2179.21451583373,6.373521427687243,0.831356,1.25,1.0,0.75,1.0,False,5.298665280036356,5.298665280036356,5.298665280036356,5.298665280036356,90,True,Albania,Albania,25-05-2025,False,unknown,,,False,0.8127148572814062,0.7289685191646893,0.9269249729103685,2.259395034641868,2.0729413063222,2.526727464860092,0.23626878264557738,0.2019363982004278,0.2608074752248843,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,14.675575429270774,0.831356,0.18813577338758483,0.5434117288038766,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,38
GHA,['English'],33742380,8.0,-2.0,69.9445,2023,66.67,5114.966625649703,7.52817571205314,0.6994450000000001,1.25,1.0,0.75,1.25,False,5.265544860917009,6.581931076146262,5.265544860917009,5.265544860917009,91,True,Ghana,Ghana,25-05-2025,False,unknown,,,False,2.307300994006587,2.221111571945207,2.44909534274143,10.07150029967675,9.21757116792438,11.5778679790145,0.0005054143047779705,0.00010849867097918171,0.0009151161179565796,0.9,3.28,4.0,23.0,5.0,4.0,14.0,12.0,-0.9809090390953643,-1.045278492178387,-0.9196476469435143,5.0,1.0,95.0,1.0,6.0,1.0,False,False,True,14.158377011671128,2.749070037489086,2.731188173903105,2.6265497324850178,2.813778570749122,0.6841490590909092,0.2708939338374484,2.3551013516573795,2.104555170293675,2.5584955237453477,10.545341438708522,0.9444450000000001,-1.314275563623922,0.9608777030248419,nb-ablate-dist-eng-dist0_eng0-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng0-usecensored1-seed1_20251221T161055Z,168
