alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
IRN,['Persian (Farsi)'],85961000,32.0,53.0,79.6309,2023,4935.672773012755,7.934301459075755,0.7963089999999999,1.25,1.0,0.75,0.75,False,6.3181556605751545,4.738616745431366,6.3181556605751545,6.3181556605751545,47,False,"Iran, Islamic Republic of",,25-05-2025,unknown,,6.61438906320736,6.4892800567267805,6.721450154008136,747.706355953816,658.0494938368186,830.0209282577281,2.4659842955742528e-269,0.0,1.138297580151516e-283,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,18.26940426298874,0.7963089999999999,8.504446855530057,1.5406983668601995,0.4149135534689463,-0.27744854781802625,227,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
FIN,"['Finnish', 'Swedish']",5650325,64.0,26.0,93.5139,2023,1926.1070315467211,6.752073428641965,0.935139,1.25,1.0,0.75,1.0,False,6.314127193986819,6.314127193986819,6.314127193986819,6.314127193986819,48,False,Finland,,25-05-2025,unknown,,-0.889925226447855,-1.1189116246380415,-0.671638994403118,0.4146241601900232,0.3266353518678018,0.5108706000476202,0.27218518387537566,0.23561724634227532,0.30650856413440447,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,15.547223623592183,0.935139,7.563775209968284,0.5806535610471867,0.9050624777662287,-1.4728874950704767,27,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
IRQ,"['Arabic', 'Aramaic', 'Sorani']",46118793,33.0,44.0,81.7291,2023,4276.380632226291,7.663877932614442,0.817291,1.25,1.0,0.75,0.75,False,6.26361845942439,4.697713844568293,6.26361845942439,6.26361845942439,49,False,Iraq,,25-05-2025,observed_multi,234.0,5.07224588233208,4.957032928514017,5.172324781952817,159.8921418580081,142.17133770595984,176.32429513802018,1.046573633776659e-59,4.686914429613953e-75,2.562307382422735e-60,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.646731082164038,0.817291,8.36109609941,1.3210971602693178,0.4889919567651042,-0.4596237816443448,213,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
AZE,['Azerbaijani'],10241722,40.5,47.5,89.0,2023,3930.125892284722,7.010372983224158,0.89,1.25,1.0,0.75,0.75,False,6.239231955069501,4.679423966302126,6.239231955069501,6.239231955069501,50,False,Azerbaijan,,25-05-2025,unknown,,2.697033316188116,2.570615832622408,2.8207549494535606,14.880559546882166,13.073873633811255,16.789521487874545,8.785759071073428e-06,8.579146325378899e-07,2.7446995363801088e-05,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.141980327500146,0.89,8.276681150420304,0.7904093267174193,0.7456961139121984,-0.5669012979049166,165,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
PRT,['Portuguese'],10749635,39.5,-8.0,88.487,2024,1674.3801395135133,7.0313937181886415,0.8848699999999999,1.25,1.0,0.75,1.0,False,6.221869359413582,6.221869359413582,6.221869359413582,6.221869359413582,51,False,Portugal,,25-05-2025,unknown,,-0.8343039479384945,-1.0554941504106383,-0.6183269088226755,0.4381724160286713,0.34802045385825126,0.5388457920318562,0.28095318580177425,0.24573180792667546,0.3143738249541988,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.19038235847314,0.8848699999999999,7.4237953674734385,0.8074795085245768,0.72758429383264,-1.6507788521004505,25,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
BHR,['Arabic'],1594654,26.0,50.55,100.0,2024,5279.15754686833,6.202666466583464,1.0,1.25,1.0,0.75,0.75,False,6.202666466583464,4.651999849937598,6.202666466583464,6.202666466583464,52,False,Bahrain,,25-05-2025,unknown,,1.6650357115614065,1.4649275109842472,1.8556194635408674,5.324511286232823,4.327231888927151,6.39565892602105,0.029272687513152387,0.010672986518218451,0.05713728495974503,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,14.282167342769135,1.0,8.571711214677183,0.13449995393956898,1.1340587277038934,-0.19196661045354918,86,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
UKR,['Ukrainian'],32862000,49.0,32.0,82.3755,2023,2393.292074218166,7.516693991312429,0.823755,1.25,1.0,0.75,0.75,False,6.191914258813569,4.643935694110177,6.191914258813569,6.191914258813569,53,False,Ukraine,,25-05-2025,unknown,,2.076479801888134,1.9181542695189018,2.2281202219015026,8.017103037305906,6.8083828226626775,9.282435579615706,0.00332912830943008,0.0008638908601371295,0.007519793095150508,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.30782753299391,0.823755,7.780842881273602,1.2015743823376885,0.5118135561791908,-1.1970301864207606,122,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
ISR,"['Arabic', 'Hebrew']",10134800,31.47,35.13,88.1824,2024,3859.5903474815527,7.00581518275242,0.881824,1.25,1.0,0.75,0.75,False,6.177895967715471,4.633421975786603,6.177895967715471,6.177895967715471,54,False,Israel,,25-05-2025,unknown,,2.505965698400891,2.37908192890039,2.6263167052051495,12.29187837342811,10.7949889407272,13.822771117374652,8.045162653496191e-05,1.3724115196195164e-05,0.00022132101376462184,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.131485604077078,0.881824,8.258575390526843,0.7867081011025775,0.7168301799998267,-0.5899107408368527,149,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
PER,"['Aymara', 'Quechua', 'Spanish']",34350244,-10.0,-76.0,81.9571,2024,9886.041920852245,7.535929826329404,0.8195709999999999,1.25,1.0,0.75,1.0,False,6.176229543694616,6.176229543694616,6.176229543694616,6.176229543694616,55,False,Peru,,25-05-2025,unknown,,8.037926140612042,7.947098851056207,8.125246143749097,3101.5626305703586,2827.36101340882,3378.6994997215625,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.352119679955294,0.8195709999999999,9.198980281885337,1.217195111180286,0.49704165457824095,0.6051892056968583,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
CZE,"['Czech', 'Slovak']",10882341,49.75,15.5,87.6878,2024,1286.7695582632664,7.036722330474317,0.8768779999999999,1.25,1.0,0.75,1.0,False,6.170347003701658,6.170347003701658,6.170347003701658,6.170347003701658,56,False,Czechia,,25-05-2025,unknown,,-2.003634530475763,-2.2517435391652776,-1.7643801796929268,0.13646604900100998,0.10521582754164316,0.17129446962603742,0.11869542480894102,0.094707909497132,0.14432775618802493,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.202651941688483,0.8768779999999999,7.160666976265336,0.8118066826528858,0.6993679846560652,-1.9851717600425114,52,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
IDN,['Indonesian'],284438782,-5.0,120.0,72.7808,2024,12496.473829025206,8.453988810272648,0.727808,1.25,1.0,0.75,0.75,False,6.152880688026915,4.614660516020186,6.152880688026915,6.152880688026915,57,False,Indonesia,,25-05-2025,unknown,,11.97930215967249,11.769846856753972,12.165463144635662,160578.20713365835,129294.86927832486,192040.87637445293,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,19.466028610872264,0.727808,9.43328180918873,1.9627177483328506,0.173066031583993,0.9029479108313538,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
LBY,['Arabic'],7459000,25.0,17.0,88.4989,2023,3587.601937185113,6.8726806071519295,0.884989,1.25,1.0,0.75,0.75,False,6.082246737842779,4.561685053382084,6.082246737842779,6.082246737842779,58,False,Libya,,25-05-2025,unknown,,1.6527712332575237,1.5034963151681626,1.7899988614616356,5.240136837264138,4.497386032437517,5.989445861514643,0.029454846905358264,0.015003884962726938,0.050092231707056664,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,15.8249319149373,0.884989,8.185517973094814,0.6785943070721047,0.7280044315693786,-0.6827547024848836,85,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
KGZ,"['Kyrgyz', 'Russian']",7281800,41.0,75.0,88.4701,2023,5660.831518833146,6.86223874654393,0.8847010000000001,1.25,1.0,0.75,0.75,False,6.071029481306162,4.553272110979622,6.071029481306162,6.071029481306162,59,False,Kyrgyzstan,,25-05-2025,unknown,,3.508896828304344,3.3998603890401387,3.6089398680236573,33.47768867654087,29.959920662320375,36.92688469770076,6.277098760198159e-13,3.390006891816882e-15,2.9184848052692914e-12,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,15.8008886423582,0.8847010000000001,8.641502708753158,0.670114848133836,0.7269876276350877,-0.10327310023773546,204,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
GRC,['Greek'],10400720,39.0,22.0,86.2697,2024,2459.012756670915,7.017063404799118,0.862697,1.25,1.0,0.75,0.75,False,6.053599548129985,4.540199661097489,6.053599548129985,6.053599548129985,60,False,Greece,,25-05-2025,unknown,,0.44914307553297006,0.2801571533225959,0.6200970032173972,1.575425008177367,1.32333888515015,1.8591091478464103,0.3248186835397304,0.2896703186513139,0.35233190200222375,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.15738559248449,0.862697,7.8079218145515465,0.7958423771242696,0.6493009825998836,-1.1626173159539648,16,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
SVK,['Slovak'],5413813,48.66666666,19.5,89.8251,2024,1599.2587468398117,6.733503250608721,0.898251,1.25,1.0,0.75,1.0,False,6.048376028362535,6.048376028362535,6.048376028362535,6.048376028362535,61,False,Slovakia,,25-05-2025,unknown,,-2.1784793458192695,-2.4109072995579095,-1.9438930916570416,0.11442319144964555,0.08973384635313265,0.14314559395320167,0.10181688270071064,0.08203239036987792,0.12405396128307773,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,15.504464208478591,0.898251,7.3779206119280065,0.5655733882675779,0.7748268405157919,-1.709078121280552,57,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
URY,['Spanish'],3499451,-33.0,-56.0,91.9911,2024,10972.411931889446,6.543999916815401,0.919911,1.25,1.0,0.75,1.0,False,6.019897507477572,6.019897507477572,6.019897507477572,6.019897507477572,62,False,Uruguay,,25-05-2025,unknown,,5.286767090028689,5.148422494199172,5.414913237322696,198.3814382354069,172.1599912151746,224.73321546872688,5.649440838997636e-62,5.7917858858085035e-96,3.1798039865018827e-73,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,15.068116657013416,0.919911,9.303230528784619,0.4116845558180785,0.8512989697405929,0.7376741232470829,214,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
SRB,['Serbian'],6567783,44.0,21.0,87.6907,2024,1998.6345021182503,6.81741879522901,0.8769070000000001,1.25,1.0,0.75,1.0,False,5.978242263467886,5.978242263467886,5.978242263467886,5.978242263467886,63,False,Serbia,,25-05-2025,unknown,,-1.1278910971675367,-1.3231670676989558,-0.9279425151468552,0.32622735909980505,0.26629071262995063,0.3953664853861372,0.2344270865223319,0.204036259144182,0.2662528495019253,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,15.697686890591745,0.8769070000000001,7.600719693900585,0.633718179852428,0.6994703711633381,-1.4259371323299914,35,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,8351.75380499986,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,64,False,Colombia,,25-05-2025,unknown,,7.623683418301676,7.519777879569722,7.715629085852531,2049.943939419515,1844.1578644174435,2243.1389537869577,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.786881361003886,0.773369,9.030346560479794,1.370524646926951,0.33392229564729664,0.39088348133550127,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,2919.638592728831,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,65,False,Algeria,,25-05-2025,unknown,,2.9677761488529466,2.8211325571364227,3.107065988215916,19.524631139562995,16.795871313527837,22.355360462084203,1.95059974051764e-07,4.371197023423556e-09,8.529197492603955e-07,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.674132786665304,0.769081,7.979557567491823,1.3307610538758399,0.31878321484785327,-0.944496503262442,181,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,66,False,South Africa,,25-05-2025,unknown,,8.324192645865475,8.20214357325107,8.433417951464769,4132.760471247957,3648.7641117328735,4598.197806611478,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.960246303627507,0.7565919999999999,9.165680493485038,1.4316661120696808,0.2746899359056304,0.5628706515267582,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,67,False,"Palestine, State of",,25-05-2025,unknown,,1.1178632209208073,0.9777195553705385,1.2506357336292615,3.0681663801717884,2.6583917711700042,3.4925625939196583,0.14417632867122543,0.10625357154753846,0.18624964484183792,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,15.517245022876946,0.866377,8.24995360215214,0.5700808608061821,0.6622934773158236,-0.6008676158173186,48,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,68,False,Egypt,,25-05-2025,unknown,,5.324716482158685,5.165065191952722,5.4636486902623265,206.15067853467974,175.04890614540045,235.95763067615877,1.4409306722546473e-72,8.699421996700198e-101,1.6732502993449173e-74,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,18.49087132456597,0.726899,8.288491690239606,1.6188042423663238,0.1698567441663869,-0.551892044299065,216,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,69,False,Latvia,,25-05-2025,unknown,,-3.606198332461902,-3.835012234414453,-3.341166544173916,0.027497387952884794,0.021601387330472187,0.03539564748665248,0.026733159707808932,0.02113975825556709,0.03416470883829226,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,14.419279927373003,0.927076,7.451224660012243,0.1828561220628279,0.8765954981752974,-1.6159207326374305,90,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,70,False,Jamaica,,25-05-2025,unknown,,2.9579975153889,2.8349324788645456,3.082737680593828,19.313574448390117,17.029263599764445,21.818051786546818,2.1125248591821146e-07,7.3005967661395726e-09,6.848078081759879e-07,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,14.854211470395835,0.89473,8.913887272593218,0.3362455638655847,0.7623957063052413,0.24288288073723888,180,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,71,False,Luxembourg,,25-05-2025,unknown,,-8.348416740422088,-8.727223350464286,-7.945719802339655,0.00024384405463449165,0.0001621131097889928,0.0003541760044060567,0.00024378099646285974,0.00016208683121035294,0.0003540505858753072,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,13.432745346599102,0.987606,6.597746247536414,-0.16506987018023464,1.090300852837218,-2.700551421493244,145,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
