alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
CAN,"['English', 'French']",41651653,60.0,-95.0,93.9564,2023,5197.793133853403,7.619632241625957,0.9395640000000001,1.25,1.0,0.75,1.25,False,7.159132147471051,8.948915184338814,7.159132147471051,7.159132147471051,11,False,Canada,,25-05-2025,unknown,,7.119620178918207,6.991113655967474,7.232795149110138,1239.6852874800754,1086.9313752005191,1384.0858863297028,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.544851613664733,0.9395640000000001,8.556181787988972,1.285166828117139,0.9206852465483037,-0.21170195761658836,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
THA,['Thai'],65859640,15.0,100.0,90.8672,2024,9424.76758538657,7.818619352454832,0.9086719999999999,1.25,1.0,0.75,0.75,False,7.104560484233837,5.328420363175378,7.104560484233837,7.104560484233837,12,False,Thailand,,25-05-2025,unknown,,10.119656034878048,9.988063751639059,10.235425149262072,24899.56548479096,21765.11606646707,27873.32809712779,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,18.003036368757254,0.9086719999999999,9.151202450420366,1.446757094340909,0.8116189023187301,0.5444714400259467,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
ARE,['Arabic'],11294243,24.0,54.0,100.0,2024,5670.8964449129635,7.052857127514885,1.0,1.25,1.0,0.75,0.75,False,7.052857127514885,5.289642845636164,7.052857127514885,7.052857127514885,13,False,United Arab Emirates,,25-05-2025,unknown,,5.698884746453891,5.540234052594381,5.843129569036755,299.8110459813059,254.7378093354139,344.85713786875465,1.1558404619231517e-101,6.154095894441927e-148,6.4313610416038135e-109,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.23980368483258,1.0,8.643278810801462,0.8249091702380947,1.1340587277038934,-0.10101596665360477,220,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
NLD,['Dutch'],18100436,52.5,5.75,97.0068,2023,541.5892661634281,7.257689036201425,0.9700679999999999,1.25,1.0,0.75,1.0,False,7.0404518879698434,7.0404518879698434,7.0404518879698434,7.0404518879698434,14,False,Netherlands,,25-05-2025,unknown,,-3.5572800370499253,-3.9374246297342195,-3.1892613977743514,0.02929059769523837,0.019498420225506737,0.04120320546076656,0.028400666092680008,0.01912191238109152,0.0395399293402234,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.711446584343722,0.9700679999999999,6.296352617801789,0.9912457863028667,1.0283817299219566,-3.083573154037743,87,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
JPN,['Japanese'],123210000,36.0,138.0,86.9815,2023,9297.2835255448,8.090645957573315,0.869815,1.25,1.0,0.75,0.75,False,7.037365213586633,5.278023910189975,7.037365213586633,7.037365213586633,15,False,Japan,,25-05-2025,unknown,,10.804393472763572,10.6657409020688,10.933421263668755,49410.36246962796,42862.02533096469,56017.681475600184,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,18.62940077460085,0.869815,9.137585094961015,1.6676601033747256,0.6744315742814223,0.5271660209123866,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
BRA,['Portuguese'],213421037,-10.0,-55.0,84.4635,2024,8673.413338358518,8.329237225785352,0.8446349999999999,1.25,1.0,0.75,1.0,False,7.03516528420121,7.03516528420121,7.03516528420121,7.03516528420121,16,False,Brazil,,25-05-2025,unknown,,11.268514746773334,11.11121952854546,11.413802521894574,78662.27236166882,66918.28054277514,90563.1360074344,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,19.178777472104436,0.8446349999999999,9.068132975826083,1.8614114794736836,0.5855318414152867,0.4389038004289248,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
FRA,['French'],66351959,46.0,2.0,88.6538,2024,933.9888303008761,7.821853749662105,0.886538,1.25,1.0,0.75,1.0,False,6.934370579517943,6.934370579517943,6.934370579517943,6.934370579517943,17,False,France,,25-05-2025,unknown,,0.22038106949394615,-0.05403922663115589,0.49452239790745606,1.26674799767548,0.9473954317960445,1.6397157752137208,0.3516949747689301,0.3181624549978057,0.36781203069698243,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,18.010483843551544,0.886538,6.840534583015059,1.4493836318267779,0.733473283285409,-2.392007379011306,4,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
ITA,"['Italian', 'Catalan']",58927633,42.83333333,12.83333333,89.2207,2024,1648.6771163328056,7.7703189967427955,0.892207,1.25,1.0,0.75,1.0,False,6.932733001126899,6.932733001126899,6.932733001126899,6.932733001126899,18,False,Italy,,25-05-2025,unknown,,2.4327174504761775,2.226355128353696,2.6291043907784277,11.49676178527644,9.266032108051542,13.861370158973717,0.0002792761709450359,1.3243138468117989e-05,0.0008764170506724992,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.89182068970841,0.892207,7.408334860674386,1.4075341149946603,0.7534880801725462,-1.6704266134197694,143,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
TUR,['Turkish'],85664944,39.0,35.0,87.3079,2024,3233.5273059631077,7.932803135318054,0.873079,1.25,1.0,0.75,0.75,False,6.925963828580352,5.194472871435265,6.925963828580352,6.925963828580352,19,False,Türkiye,,25-05-2025,unknown,,5.73675839336274,5.583679887890717,5.8823498492785875,311.43312262157156,266.04884906801436,358.6511819403656,2.5827277616583107e-105,6.459089379159041e-154,7.638790342073574e-114,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,18.26595424503978,0.873079,8.081638077545518,1.5394816320983964,0.685955352203387,-0.8147689643817467,222,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
CHL,['Spanish'],20206953,-30.0,-71.0,94.4574,2023,11434.350148808817,7.3055008313257455,0.944574,1.25,1.0,0.75,1.0,False,6.9005861422486845,6.9005861422486845,6.9005861422486845,6.9005861422486845,20,False,Chile,,25-05-2025,unknown,,9.09200602698062,8.94622604758114,9.21836958630902,8912.328712332403,7678.857497946754,10080.625233899615,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.82153731106627,0.944574,9.344464726784647,1.0300720231912424,0.9383733983219071,0.7900760070292977,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
MAR,"['Arabic', 'Berber']",36828330,32.0,-5.0,91.0,2023,2457.8805046131624,7.566182025989628,0.91,1.25,1.0,0.75,0.75,False,6.8852256436505614,5.163919232737921,6.8852256436505614,6.8852256436505614,21,False,Morocco,,25-05-2025,unknown,,3.411327601136658,3.2315014097827515,3.5771967021958724,30.486783621281806,25.317644327240334,35.77323083162009,1.0297018929739377e-10,1.0445499392259697e-14,2.5594603677247677e-10,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.421777943923203,0.91,7.807461445920797,1.24176183299753,0.8163074982379612,-1.1632023687658442,201,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
ARG,"['Guaraní', 'Spanish']",46735004,-34.0,-64.0,89.6672,2024,11444.407762190232,7.6696422841965495,0.8966719999999999,1.25,1.0,0.75,1.0,False,6.877153486255088,6.877153486255088,6.877153486255088,6.877153486255088,22,False,Argentina,,25-05-2025,unknown,,10.136440356510464,10.013636986120721,10.252093202956496,25322.117763769194,22328.915014922775,28341.859335917667,0.0,0.0,0.0,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,17.660003992187775,0.8966719999999999,9.345343859728436,1.3257781825871962,0.7692520717232725,0.7911932404079971,228,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
KAZ,"['Kazakh', 'Russian']",20426568,48.0196,66.9237,93.3917,2024,4673.612031137062,7.310195404132739,0.933917,1.25,1.0,0.75,0.75,False,6.827115761241435,5.120336820931076,6.827115761241435,6.827115761241435,23,False,Kazakhstan,,25-05-2025,unknown,,5.250314259039097,5.123254560465023,5.368782691730308,191.1957437507517,167.8811018054225,214.6014727643783,6.3609111248640795e-68,1.3533873891267843e-91,2.1937682256668596e-71,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.83234696442963,0.933917,8.44990145028702,1.0338843166937168,0.9007481221839244,-0.34676678668367505,215,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
BEL,"['German', 'French', 'Dutch']",11825551,50.83333333,4.0,95.7758,2024,537.7889575770149,7.072821385408543,0.957758,1.25,1.0,0.75,1.0,False,6.774051264446115,6.774051264446115,6.774051264446115,6.774051264446115,24,False,Belgium,,25-05-2025,unknown,,-4.542375678868484,-4.9210575867028705,-4.160406262562422,0.010939737976985085,0.007291416493134863,0.015601220985012043,0.01081426148191221,0.007238445091192385,0.015359711660043098,0.9,1.05,92.0,20,4,4,12,-2.178943979214161,-2.294810458587157,-2.054201887357474,5,95,1.0,13.900796422998402,2.8354724934856366,5.409545609622058,5.270156919486265,5.539901221707814,0.6787887,0.2832404461542748,3.3045810385805705,3.1319155408790182,3.4594555512533307,8.722766647297384,0.7868838870640574,3.2880348893404228,3.1732802429808737,3.3974809531865704,16.285773087451204,0.957758,6.289323949851463,0.8411214250648429,0.9849204228694499,-3.092505434982713,104,bayes-distance-smoke,bayes-distance-smoke_20251220T234458Z,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9
