alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_english_speakers_rate,run_label,run_id,bayes_rank
CHN,['Chinese'],1408280000,35.0,105.0,92.0,2024,1.0,7910.383493384459,9.14868901159969,0.92,1.25,1.0,0.75,0.75,False,8.416793890671714,6.312595418003786,8.416793890671714,8.416793890671714,1,False,China,,25-05-2025,False,unknown,,18.385677321056146,18.066732269544357,18.715127928602907,98464226.19055194,70191113.59020458,134238406.30325317,0.0,0.0,0.0,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,21.065634938547873,0.92,0.01,2.580245381036206,0.8332408901783718,-1.1233538544594917,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,224
USA,['English'],340110988,38.0,-97.0,93.1444,2023,95.46,6978.644055694834,8.531620662955014,0.931444,1.25,1.0,0.75,1.25,False,7.94672687678547,9.933408595981838,7.94672687678547,7.94672687678547,2,False,United States,,25-05-2025,False,unknown,,1.4059499754208162,1.1159244822911552,1.6864534666801985,4.14069874982871,3.052388759883124,5.400294382278203,0.07424823946483751,0.0243836877133601,0.1442129472685836,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,17.449397726957166,0.8901359999999999,,1.2560053821472685,0.7249701187353262,0.0,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,58
RUS,['Russian'],146028325,60.0,100.0,94.365,2024,5.48,5586.827797984403,8.164437103716473,0.94365,1.25,1.0,0.75,0.75,False,7.70437107292205,5.778278304691537,7.70437107292205,7.70437107292205,3,False,Russian Federation,,25-05-2025,False,unknown,,13.483710893329492,13.286636133098105,13.68686038106654,722972.4067368231,589267.861795465,879281.5058722439,0.0,0.0,0.0,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,16.46203770461362,0.342005,0.15,0.8944412594452475,-1.262257520624698,-0.6172978987863236,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,224
SAU,['Arabic'],35300280,25.0,45.0,100.0,2024,,5020.787822864553,7.547778150202912,1.0,1.25,1.0,0.75,0.75,False,7.547778150202912,5.660833612652184,7.547778150202912,7.547778150202912,4,False,Saudi Arabia,,25-05-2025,False,unknown,,7.175399685574165,7.067755678042967,7.282967577302401,1309.6526417544842,1173.511339639745,1455.3003399103297,0.0,0.0,0.0,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,17.760233059555436,0.26438300000000003,,1.3698310402582063,-1.5436730651248334,0.0,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,224
KOR,['Korean'],51159889,37.0,127.5,97.8956,2024,,8800.76470074514,7.708929593532578,0.978956,1.25,1.0,0.75,0.75,False,7.546702879166279,5.660027159374709,7.546702879166279,7.546702879166279,5,False,"Korea, Republic of",,25-05-2025,False,unknown,,7.716030436683243,7.601804347944929,7.830393634388249,2249.3868593749894,2001.8045905661882,2515.9195309727647,0.0,0.0,0.0,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,15.400912712032026,0.9974729999999999,,0.5058649363839726,1.114116240968856,0.0,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,224
DEU,['German'],83491249,51.0,9.0,93.5,2024,56.0,814.7812325454852,7.92164095799646,0.935,1.25,1.0,0.75,1.0,False,7.40673429572669,7.40673429572669,7.40673429572669,7.40673429572669,6,False,Germany,,25-05-2025,False,unknown,,4.665390304749401,4.511400222169869,4.815104531228047,106.65898532935952,91.04921846228558,123.35970665833914,3.359942721607533e-35,3.2865300023708195e-52,2.6127886665203994e-38,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,18.24025238193372,0.935,0.56,1.545610655847437,0.887622807257319,0.864723114256526,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,209
MYS,"['English', 'Malay']",34231700,2.5,112.5,98.0206,2024,62.57,11343.95421480751,7.534428467419687,0.980206,1.25,1.0,0.75,1.25,False,7.385291990335582,9.231614987919478,7.385291990335582,7.385291990335582,7,False,Malaysia,,25-05-2025,False,unknown,,2.3245299032944926,2.152287459866454,2.4913010553884236,10.276227852881878,8.604518394434667,12.076978722495625,0.0005354308858389557,6.870574986211488e-05,0.0015770000582786782,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,12.67888794332868,,,-0.49092091193646514,0.0,0.0,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,116
ESP,"['Spanish', 'Catalan', 'Basque', 'Galician']",49315949,40.0,-4.0,95.7575,2024,22.0,1563.936092002502,7.692987394784945,0.957575,1.25,1.0,0.75,1.0,False,7.366612404561193,7.366612404561193,7.366612404561193,7.366612404561193,8,False,Spain,,25-05-2025,False,unknown,,8.98216790634168,8.867143849781993,9.099168092757619,7979.545937553597,7094.987656045192,8947.845829801414,0.0,0.0,0.0,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,17.713758095822914,0.957575,0.22,1.3528122435586265,0.9694675924611341,-0.3642699209497395,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,224
AUS,['English'],27536874,-27.0,133.0,97.0631,2023,97.0,15292.462466555582,7.439914637387663,0.970631,1.25,1.0,0.75,1.25,False,7.221411784402225,9.02676473050278,7.221411784402225,7.221411784402225,9,False,Australia,,25-05-2025,False,unknown,,-3.3981367848714363,-3.7024471348079935,-3.10726595628529,0.03398436895202711,0.024663099635916872,0.04472306415058401,0.03281292821490599,0.02406227075862398,0.042766978777531384,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,17.131036537197033,0.970631,0.97,1.1394238093945255,1.01680161308665,2.346744127299375,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,70
CAN,"['English', 'French']",41651653,60.0,-95.0,93.9564,2023,86.21,5197.793133853403,7.619632241625957,0.9395640000000001,1.25,1.0,0.75,1.25,False,7.159132147471051,8.948915184338814,7.159132147471051,7.159132147471051,10,False,Canada,,25-05-2025,False,unknown,,-1.2283039574356223,-1.4841423913302385,-0.9848015248689956,0.29613283164810744,0.22669667570080107,0.373513353799911,0.2189741032923216,0.18071409869988558,0.257093646837227,0.9,1.0,2950.0,22.0,5.0,4.0,13.0,-2.1172895455400176,-2.275767027428529,-1.968719573449409,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.339723941009097,5.189704871666319,5.4928077189473,0.6901696809523811,0.27582698083674123,2.4240092424092667,2.3376136758190644,2.513696184335189,0.32077500000000003,0.27664924882421066,-4.188693699829104,-4.304571127397601,-4.076471355635363,17.544851613664733,0.9395640000000001,0.8621,1.290959907371008,0.9041694118938733,1.9567195728912692,nb-ablate-dist-eng-dist0_eng1-seed1,nb-ablate-dist-eng-dist0-eng1-seed1_20251221T141119Z,31
