alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
SRB,['Serbian'],6567783,44.0,21.0,87.6907,2024,,1998.6345021182503,6.81741879522901,0.8769070000000001,1.25,1.0,0.75,1.0,False,5.978242263467886,5.978242263467886,5.978242263467886,5.978242263467886,62,False,Serbia,,25-05-2025,False,unknown,,-1.4137039787569199,-1.6094155449050678,-1.2208880298668332,0.24495011378947393,0.20000447497689106,0.29496811133496775,0.19115663996017726,0.16374908151771472,0.21962007937275152,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,16.574690913480765,0.0927123,8.693094368728552,0.9356940524608476,-2.1660585166104878,-0.05984268610116389,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,42
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,4.22,8351.75380499986,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,63,False,Colombia,,25-05-2025,False,unknown,,7.764997607495118,7.668567923405307,7.860081481118749,2360.6890766828074,2140.014586622746,2591.731544278571,0.0,0.0,0.0,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,17.786881361003886,0.773369,9.030346560479794,1.3795894561517712,0.3016358979648318,0.38765304638007864,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,227
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,7.0,2919.638592728831,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,64,False,Algeria,,25-05-2025,False,unknown,,3.0059622414049008,2.8509147814015097,3.1591367333813354,20.29432432129783,17.303603645152617,23.55025700443731,1.2448234941434738e-07,1.3939558302951842e-09,5.287825999073634e-07,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,17.674132786665304,0.769081,7.979557567491823,1.3383017409879818,0.2860899206025303,-1.006625779974347,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,182
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,31.0,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,False,unknown,,8.509729817309388,8.399289497344986,8.61886262220002,4973.880878994994,4443.908217222582,5535.087326880642,0.0,0.0,0.0,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,16.795795280097252,0.33,9.01831776791444,1.0166608776636006,-1.3057811815935487,0.3716921913536162,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,227
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,False,unknown,,0.882919686756509,0.7581491296411336,1.0030574411362538,2.424644701083867,2.1343222097864167,2.7266055346150884,0.21520545375230815,0.17843193040848987,0.2525431687220671,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,12.540757571577291,0.727039,9.62290542472566,-0.5415032583456838,0.1336682834136572,1.1739120225398108,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,33
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,35.0,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,False,unknown,,5.508587896672225,5.35334807081498,5.666420898315063,247.92450920719497,211.31461150079883,288.9983267961348,5.363773686485195e-78,8.923225911115824e-124,3.566130229591132e-90,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,18.49087132456597,0.726899,8.288491690239606,1.6373855060284876,0.1331607188542536,-0.596704940528949,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,217
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,46.0,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,False,unknown,,-4.075511730200134,-4.320550357227682,-3.83560577114025,0.017169718929283078,0.013292566892872507,0.021588257965551333,0.016871131198588844,0.013117043718876504,0.021127199712132703,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,13.438487123487413,0.891806,9.165260163392075,-0.21276116780647042,0.7310246388367826,0.5666682256244768,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,96
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,97.64,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,False,unknown,,2.693463793554529,2.571212008329533,2.8144922070620555,14.82344662910332,13.081669930819896,16.68470127004021,8.840970331761925e-06,9.467707419379856e-07,2.724997597142164e-05,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,11.545073146180547,,6.271556846800695,-0.9061157174385222,0.0,-3.272950661705385,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,163
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,56.0,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,False,unknown,,-9.046015846455283,-9.421097387775726,-8.676809029108448,0.00012092090299844853,8.099808533051795e-05,0.00017049524327617882,0.00012090551780052913,8.099152490638177e-05,0.00017046617712588485,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,14.419279927373003,0.927076,7.451224660012243,0.1463980868366768,0.8588946531950804,-1.7076641340880194,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,147
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,59.0,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,False,unknown,,-4.621458562155498,-4.874566399530817,-4.370719791101361,0.009954567167601534,0.007638406517308626,0.012642138595335872,0.009853659292976163,0.007580283529287335,0.01248332093967873,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,16.176845386862315,0.9552930000000001,7.195496634062249,0.7900058885211158,0.9611942901428573,-2.0469864664181343,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,105
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8.2,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,True,observed_multi,183.0,4.135313103462941,4.044275498402728,4.222926592645883,62.60303341697849,57.06982387550681,68.23288222255285,5.033983159896736e-24,1.5879233073407349e-28,9.360454872365339e-24,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,15.485031769255382,0.853951,9.058183431506016,0.5366687287588084,0.5937828074352132,0.4245894438136453,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,207
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,38.0,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,False,unknown,,-3.7539867907184106,-3.9841798167718294,-3.528019469835956,0.023650951175000972,0.018607700792203336,0.029363013649584567,0.02308770116344695,0.018264655800716036,0.028513362286873612,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,13.432745346599102,0.987606,6.597746247536414,-0.21486376511281588,1.0783438159143248,-2.8401340088264764,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,90
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,48.61,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,False,unknown,,2.2780277882511104,2.166924854105929,2.3864415394238065,9.779143018025136,8.731392415793877,10.87472772195889,0.000652242798005327,0.000205865776027175,0.0014095743227023518,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,17.07168216757617,0.0,9.046211485512677,1.1176886671010777,-2.5021833573303853,0.4087040177955187,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,136
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,50.0,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,False,unknown,,-4.536282721130325,-4.783604592137463,-4.293805281653363,0.010831886536748573,0.008365790297800164,0.013652874371369486,0.010712628787603056,0.008296095781773923,0.013467740074138737,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,14.130317648162611,0.92238,7.490918140584308,0.0405821832023598,0.8418694876882312,-1.6549953491318992,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,102
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,40.0,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,False,unknown,,0.40268292803322964,0.2827603670583411,0.5174023469909026,1.4996497758837428,1.326787182890828,1.6776639965966265,0.33409541022965417,0.3134041682635649,0.35203424715180265,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,15.473475933398209,0.23497900000000002,8.58031822634037,0.5324370649692717,-1.6502761244441242,-0.20948394471641596,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,9
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,,1823.7147251303682,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,77,False,Bosnia and Herzegovina,,25-05-2025,False,unknown,,-3.2836994614433186,-3.4951984389863453,-3.076167886653666,0.03779604543100825,0.030342727659384755,0.04613571676428112,0.0363721174360219,0.02943587431541492,0.04405556596853757,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,15.045735733434276,0.8610089999999999,7.509178938801071,0.37580168714906725,0.6193713121514267,-1.6307653234313404,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,80
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,73.0,3431.2308335249613,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,78,False,Cyprus,,25-05-2025,False,unknown,,-1.7667419342636834,-1.9487447886278377,-1.5847270858894582,0.17193435730691792,0.14245276917161478,0.20500373528037835,0.14449691112439914,0.12353910311892387,0.16700511887271352,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,14.181967303704466,0.9122110000000001,8.14096571753165,0.059495914740251274,0.8050021733698441,-0.7924553161577882,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,47
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,25.0,2313.7960291005047,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,79,False,Bulgaria,,25-05-2025,False,unknown,,-1.3951906223499522,-1.5635913999934878,-1.2324204608658644,0.24906847837399687,0.20938274310026933,0.2915859514636493,0.19371926035452322,0.1698271475612495,0.217837390667016,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,15.67762907614483,0.82439,7.747076854258651,0.6071964741854162,0.4866105507171625,-1.3151015426249149,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,41
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,39.07,11287.206094750567,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,80,False,Brunei Darussalam,,25-05-2025,True,observed_multi,23.0,1.846455287179213,1.6048489920933948,2.081138132558085,6.404977151011716,4.977107964924018,8.013584250399148,0.013862041713495147,0.002651987011334599,0.034312039836605523,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,13.02915099568215,0.9903360000000001,9.331513751228359,-0.3626571070697033,1.0882413248226936,0.787268040499241,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,100
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,,9248.583379847747,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,81,False,Ecuador,,25-05-2025,True,observed_multi,294.0,6.025908157778984,5.957852727457912,6.091514356159385,414.3623142021445,386.7787126298148,442.0903867863595,2.887711867422704e-158,4.447292760953624e-190,4.0888805236588126e-166,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,16.71162468573913,0.771727,9.132333789475679,0.9858382127615244,0.2956828907752567,0.5229786301998838,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,223
ISL,['Icelandic'],391810,65.0,-18.0,99.8301,2023,,1511.0787855277567,5.593075516113534,0.998301,1.25,1.0,0.75,1.0,False,5.583572880811657,5.583572880811657,5.583572880811657,5.583572880811657,82,False,Iceland,,25-05-2025,False,unknown,,-6.95324204337612,-7.271396131708464,-6.639897093063929,0.0009733111268816113,0.0006951418081914471,0.0013071627530205153,0.0009723288730592961,0.0006946587539725098,0.001305455194828757,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,16.131485604077078,0.881824,8.258575390526843,0.7733954630455419,0.6948352857513128,-0.6364005059856915,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,132
PRY,"['Guaraní', 'Spanish']",6109644,-23.0,-58.0,81.5781,2024,,10093.883735201438,6.786015905276943,0.8157810000000001,1.25,1.0,0.75,1.0,False,5.535902841222731,5.535902841222731,5.535902841222731,5.535902841222731,83,False,Paraguay,,25-05-2025,False,unknown,,4.695338202572632,4.607060348715766,4.779816875207918,109.5876957029053,100.18919502942664,119.08254112630652,2.635493887689114e-41,2.285387053955666e-50,3.084655380309239e-42,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,15.517245022876946,0.866377,8.24995360215214,0.5484649900226717,0.6388327875434128,-0.6478406495886195,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,211
HRV,['Croatian'],3866233,45.16666666,15.5,83.6324,2024,49.0,1591.556116495056,6.587288023403108,0.8363240000000001,1.25,1.0,0.75,1.0,False,5.509107068884581,5.509107068884581,5.509107068884581,5.509107068884581,84,False,Croatia,,25-05-2025,False,unknown,,-3.8860360373793887,-4.108168908709963,-3.670336319834192,0.020711966098128264,0.0164378472653301,0.025467904165078003,0.02027989251841184,0.01616985309791369,0.024827479770403057,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,16.289274693197108,0.39262,8.858957428335218,0.8311766900433918,-1.0787548050946374,0.16023894173007092,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,91
MKD,['Macedonian'],1822612,41.83333333,22.0,87.1819,2023,,2224.212765066631,6.260694225323314,0.871819,1.25,1.0,0.75,0.75,False,5.458192178827146,4.0936441341203595,5.458192178827146,5.458192178827146,85,False,North Macedonia,,25-05-2025,False,unknown,,-3.5835338820821385,-3.7883185906837338,-3.3824799937222387,0.027989123797125013,0.022633627282461103,0.03396312287734314,0.027205155813912498,0.02212710009501512,0.03282899739831648,0.9,1.0,3889.0,22.0,5.0,4.0,13.0,-1.9363501916736616,-2.0640113076328412,-1.8116528877413218,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.477700764485824,5.334662389417564,5.623673033444235,0.6901696809523811,0.27582698083674123,2.973591171750585,2.8384227562263837,3.1136774606320974,8.738194412333426,0.7536433696948793,3.2178974185988447,3.1147604288628226,3.3213679775108402,16.92437011261623,0.35092100000000004,8.323325842581772,1.0637440544879389,-1.2299329091129716,-0.5504839376741524,nb-ablate-dist-eng-dist1_eng0-seed2,nb-ablate-dist-eng-dist1-eng0-seed2_20251221T141112Z,86
