alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_y_censored_lower_bound,bayes_is_censored,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_train_n_censored,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_unresolved_censored_tokens_count,bayes_likelihood,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_use_censoring,bayes_alpha_prior_sigma,bayes_beta_prior_sigma,bayes_nb_alpha_sigma,bayes_nb_alpha_mean,bayes_nb_alpha_hdi_low,bayes_nb_alpha_hdi_high,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_english_speakers_rate,run_label,run_id,bayes_rank
CHN,['Chinese'],1408280000,35.0,105.0,92.0,2024,1.0,7910.383493384459,9.14868901159969,0.92,1.25,1.0,0.75,0.75,False,8.416793890671714,6.312595418003786,8.416793890671714,8.416793890671714,1,False,China,,25-05-2025,True,censored,,2.0,True,11.149502316649542,6.910113428266421,15.497814844463695,1880289.5807906254,1002.3654869269589,5377950.680305081,0.024525949140950905,0.019613635450455698,0.02979918625482948,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,21.065634938547873,0.92,0.01,2.5125798297905924,0.8706394328143748,-1.1791760656896695,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,230
USA,['English'],340110988,38.0,-97.0,93.1444,2023,95.46,6978.644055694834,8.531620662955014,0.931444,1.25,1.0,0.75,1.25,False,7.94672687678547,9.933408595981838,7.94672687678547,7.94672687678547,2,False,United States,,25-05-2025,True,censored,,2.0,True,12.865960691367068,8.865821414451574,16.87853233488442,9420924.345134316,7085.6112877485775,21392102.049029116,0.022700178116225357,0.018293047107327022,0.02813634710650504,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,17.449397726957166,0.8901359999999999,,1.197139640098785,0.7603970232596441,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,233
RUS,['Russian'],146028325,60.0,100.0,94.365,2024,5.48,5586.827797984403,8.164437103716473,0.94365,1.25,1.0,0.75,0.75,False,7.70437107292205,5.778278304691537,7.70437107292205,7.70437107292205,3,False,Russian Federation,,25-05-2025,False,unknown,,,False,8.997399271259788,5.727545076171427,12.434176912341002,68271.17060835559,307.21415490722444,251243.26410166174,0.027308628335211534,0.022715911023872777,0.03229879969229684,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,16.46203770461362,0.342005,0.15,0.8379781749928003,-1.263018533653156,-0.6528227339369904,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,216
SAU,['Arabic'],35300280,25.0,45.0,100.0,2024,,5020.787822864553,7.547778150202912,1.0,1.25,1.0,0.75,0.75,False,7.547778150202912,5.660833612652184,7.547778150202912,7.547778150202912,4,False,Saudi Arabia,,25-05-2025,False,unknown,,,False,8.634993453507521,6.338049170291216,11.006031955861227,17101.48820578421,565.6916672608984,60236.39609921405,0.02784219840253682,0.023657266751196702,0.03214347756102114,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,17.760233059555436,0.26438300000000003,,1.310208906563228,-1.5495587263419208,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,208
KOR,['Korean'],51159889,37.0,127.5,97.8956,2024,,8800.76470074514,7.708929593532578,0.978956,1.25,1.0,0.75,0.75,False,7.546702879166279,5.660027159374709,7.546702879166279,7.546702879166279,5,False,"Korea, Republic of",,25-05-2025,False,unknown,,,False,8.938912941835875,6.553266153544839,11.362720098117,24178.280756868677,701.5317595175683,86053.13612134568,0.027415801422983943,0.023329404577523413,0.031622062526196794,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,15.400912712032026,0.9974729999999999,,0.4519840103803944,1.1566295947295104,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,214
DEU,['German'],83491249,51.0,9.0,93.5,2024,56.0,814.7812325454852,7.92164095799646,0.935,1.25,1.0,0.75,1.0,False,7.40673429572669,7.40673429572669,7.40673429572669,7.40673429572669,6,False,Germany,,25-05-2025,True,censored,,2.0,True,10.065535686574997,7.6463553859896125,12.537420464658345,80953.5853141317,2093.0034819497587,278568.83331592364,0.02596178509333552,0.02207816828184703,0.03016066448985493,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,18.24025238193372,0.935,0.56,1.4848204354920134,0.9260116583474901,0.8886405947672842,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,226
MYS,"['English', 'Malay']",34231700,2.5,112.5,98.0206,2024,62.57,11343.95421480751,7.534428467419687,0.980206,1.25,1.0,0.75,1.25,False,7.385291990335582,9.231614987919478,7.385291990335582,7.385291990335582,7,False,Malaysia,,25-05-2025,False,unknown,,,False,9.533270068851671,7.1780277068475105,11.965011866299875,46453.85693665099,1310.3213805253768,157158.77439690448,0.026700043623991487,0.022517430181098263,0.0313482215923093,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,12.67888794332868,,,-0.538178019536296,0.0,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,222
ESP,"['Spanish', 'Catalan', 'Basque', 'Galician']",49315949,40.0,-4.0,95.7575,2024,22.0,1563.936092002502,7.692987394784945,0.957575,1.25,1.0,0.75,1.0,False,7.366612404561193,7.366612404561193,7.366612404561193,7.366612404561193,8,False,Spain,,25-05-2025,True,censored,,2.0,True,8.460678096415428,5.995692480088041,11.013847906264235,16423.283459665032,401.69475370851376,60709.04385301408,0.028070202847648208,0.023798503738951305,0.03252964358192401,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,17.713758095822914,0.957575,0.22,1.2933032027802243,1.0093468577748281,-0.38964606806065083,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,202
AUS,['English'],27536874,-27.0,133.0,97.0631,2023,97.0,15292.462466555582,7.439914637387663,0.970631,1.25,1.0,0.75,1.25,False,7.221411784402225,9.02676473050278,7.221411784402225,7.221411784402225,9,False,Australia,,25-05-2025,True,censored,,2.0,True,10.418810083652813,6.799893269247833,13.968624208458905,413201.8718889822,897.7516357615028,1165457.4262317258,0.025717641753985766,0.020627063520334242,0.03211536015527956,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,17.131036537197033,0.970631,0.97,1.0813327725331578,1.057542842878852,2.4301039234715582,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,229
CAN,"['English', 'French']",41651653,60.0,-95.0,93.9564,2023,86.21,5197.793133853403,7.619632241625957,0.9395640000000001,1.25,1.0,0.75,1.25,False,7.159132147471051,8.948915184338814,7.159132147471051,7.159132147471051,10,False,Canada,,25-05-2025,True,censored,,2.0,True,10.362782561608299,7.260817519521585,13.511910602674162,235645.8409333152,1423.4198283011763,738156.310751302,0.025721965855253385,0.021039218930287665,0.03143288121000733,0.9,1.0,2501.0,23.0,5.0,4.0,14.0,16.0,3.87476628565277,2.679643506007933,5.3253885117062305,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04998005431118483,0.03988214772525105,0.06118569309224979,14.158377011671128,2.749070037489086,2.9152621373280256,1.4886915965612262,4.175528497709482,0.6841490590909092,0.2708939338374484,1.153111142009264,-0.15269485610398176,2.367732508919047,0.32363846153846154,0.2659810274855117,0.8938757112919016,-0.627667823090384,2.285121002313652,17.544851613664733,0.9395640000000001,0.8621,1.2318618863150914,0.942859580836366,2.024435891356458,nb-negbin-17-censored-dist0_eng1-usecensored1-seed2,nb-negbin-17-censored-dist0-eng1-usecensored1-seed2_20251221T172128Z,228
