alpha_3,languages,population,internet_usage_pct,internet_usage_record_year,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
MAR,"['Arabic', 'Berber']",36828330,91.0,2023,7.566182025989628,0.91,1.25,1.0,0.75,0.75,False,6.8852256436505614,5.163919232737921,6.8852256436505614,6.8852256436505614,21,False,Morocco,,25-05-2025,unknown,,6.815148365007159,6.729013696610205,6.897524794628506,912.7084609473512,836.3219926519909,989.8216819929739,0.0,0.0,0.0,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.421777943923203,0.91,1.24176183299753,0.8163074982379612,226,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ARG,"['Guaraní', 'Spanish']",46735004,89.6672,2024,7.6696422841965495,0.8966719999999999,1.25,1.0,0.75,1.0,False,6.877153486255088,6.877153486255088,6.877153486255088,6.877153486255088,22,False,Argentina,,25-05-2025,unknown,,7.0063279011515895,6.919345956242727,7.093477881914073,1105.0546137092138,1011.6581127292991,1204.0882041170164,0.0,0.0,0.0,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.660003992187775,0.8966719999999999,1.3257781825871962,0.7692520717232725,226,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
KAZ,"['Kazakh', 'Russian']",20426568,93.3917,2024,7.310195404132739,0.933917,1.25,1.0,0.75,0.75,False,6.827115761241435,5.120336820931076,6.827115761241435,6.827115761241435,23,False,Kazakhstan,,25-05-2025,unknown,,6.220733374353041,6.131686285795828,6.306907280266824,503.76385165344516,460.2115549572791,548.3464418100803,6.262174238026181e-188,3.937521532084645e-236,6.246298177405805e-198,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.83234696442963,0.933917,1.0338843166937168,0.9007481221839244,220,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BEL,"['German', 'French', 'Dutch']",11825551,95.7758,2024,7.072821385408543,0.957758,1.25,1.0,0.75,1.0,False,6.774051264446115,6.774051264446115,6.774051264446115,6.774051264446115,24,False,Belgium,,25-05-2025,unknown,,5.691819589344338,5.591851128542532,5.7881519255045015,296.98230427819226,268.23169265856194,326.40923830370275,4.6998615485138817e-107,5.702534515096551e-140,8.65111935621314e-115,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.285773087451204,0.957758,0.8411214250648429,0.9849204228694499,215,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CHE,"['French', 'Swiss German', 'Italian', 'Romansh']",9082848,97.3444,2023,6.958222046400911,0.973444,1.25,1.0,0.75,1.0,False,6.773439501736688,6.773439501736688,6.773439501736688,6.773439501736688,25,False,Switzerland,,25-05-2025,unknown,,5.492424054828846,5.380033307275475,5.601471783531421,243.39595875983773,217.029506743869,270.8247095954562,4.101022728320847e-86,6.531476164917847e-116,1.2080183147834308e-92,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.02189835778526,0.973444,0.7480594291286514,1.0403009315961456,209,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
DNK,['Danish'],6011488,99.7692,2024,6.778981984515728,0.997692,1.25,1.0,0.75,1.0,False,6.763336094095466,6.763336094095466,6.763336094095466,6.763336094095466,26,False,Denmark,,25-05-2025,unknown,,5.176728192739262,5.044660032819152,5.304294261708189,177.65171266277966,155.19153037490577,201.1989652752176,3.796938902528877e-61,8.405678742611443e-86,6.195185102284066e-66,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.60918286322111,0.997692,0.6025050301660989,1.1259101739527004,205,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PHL,"['English', 'Filipino']",114123600,83.7661,2023,8.057375462910338,0.837661,1.25,1.0,0.75,1.25,False,6.749349187636937,8.43668648454617,6.749349187636937,6.749349187636937,27,False,Philippines,,25-05-2025,unknown,,7.601380645976985,7.494741261931222,7.7103901881784775,2005.3523085539505,1798.5593545325542,2231.4127597504616,0.0,0.0,0.0,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,18.55279262955334,0.837661,1.6406423328890263,0.5609096517008936,226,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
UZB,"['Russian', 'Uzbek']",37859698,89.0136,2023,7.578177145352642,0.8901359999999999,1.25,1.0,0.75,0.75,False,6.745608291455619,5.059206218591714,6.745608291455619,6.745608291455619,28,False,Uzbekistan,,25-05-2025,unknown,,6.591867758400048,6.509757891581351,6.673183873135287,729.9965269956267,671.6637870956898,790.9097602903404,2.9961783328260904e-277,0.0,1.3451914335022546e-289,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.449397726957166,0.8901359999999999,1.2515026374304483,0.7461762713256133,225,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
VNM,['Vietnamese'],101343800,84.15,2024,8.005797184621029,0.8415,1.25,1.0,0.75,0.75,False,6.736878330858596,5.052658748143948,6.736878330858596,6.736878330858596,29,False,Viet Nam,,25-05-2025,unknown,,7.468482514782758,7.366639544966666,7.57486035148798,1755.4761174195357,1582.307618824607,1948.5881281400193,0.0,0.0,0.0,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,18.43402925484208,0.8415,1.5987574706714898,0.5744635069222238,226,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SWE,['Swedish'],10605098,95.5293,2024,7.025514686116378,0.9552930000000001,1.25,1.0,0.75,1.0,False,6.711425001044174,6.711425001044174,6.711425001044174,6.711425001044174,30,False,Sweden,,25-05-2025,unknown,,5.489722822866652,5.387723698131674,5.587851093737908,242.65211108036664,218.70500190983347,267.16089915653157,1.850310786720723e-87,2.5137404786377518e-114,2.2900744426549573e-93,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.176845386862315,0.9552930000000001,0.8027053583108378,0.9762175697512998,210,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
POL,['Polish'],37392000,88.585,2024,7.572778695048152,0.8858499999999999,1.25,1.0,0.75,1.0,False,6.708346007008405,6.708346007008405,6.708346007008405,6.708346007008405,31,False,Poland,,25-05-2025,unknown,,6.51514783532146,6.434341198234614,6.596152456900763,676.0679841092222,622.8720996204436,732.272312871964,1.8588090589005935e-257,6.9638104e-316,1.9267366395732395e-268,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.436967335760777,0.8858499999999999,1.247118750362262,0.7310442516646023,223,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NOR,"['Norwegian Nynorsk', 'Norwegian Bokmål', 'Sami']",5606944,99.0,2023,6.7487262185539185,0.99,1.25,1.0,0.75,0.75,False,6.68123895636838,5.010929217276285,6.68123895636838,6.68123895636838,32,False,Norway,,25-05-2025,unknown,,4.965535167403988,4.834720848868733,5.093406085746436,143.82730481179414,125.80346970206212,162.9439199306844,6.478895986210551e-50,2.79552536762275e-69,2.914004182856181e-53,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.539516387540328,0.99,0.5779354122837752,1.098753035541012,200,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
KWT,['Arabic'],4881254,99.7473,2023,6.688531407109154,0.9974729999999999,1.25,1.0,0.75,0.75,False,6.671629488243388,5.003722116182541,6.671629488243388,6.671629488243388,33,False,Kuwait,,25-05-2025,unknown,,4.85053298098051,4.711426856796707,4.984696992103046,128.2440631176635,111.21072866593349,146.15928095354084,3.417525502978961e-44,4.882705244723288e-62,5.596894113373237e-47,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.400912712032026,0.9974729999999999,0.5290533738133838,1.125136979294333,199,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ROU,['Romanian'],19036031,91.2905,2024,7.279576403371833,0.912905,1.25,1.0,0.75,1.0,False,6.645561696520163,6.645561696520163,6.645561696520163,6.645561696520163,34,False,Romania,,25-05-2025,unknown,,5.829772753283927,5.748800572065031,5.911241577567484,340.694133999436,313.81404153792283,369.16425213422025,1.053784315472719e-128,1.7609899276557112e-158,1.620337945658151e-134,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.76184410971519,0.912905,1.0090197289128746,0.826563801811278,216,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
AUT,['German'],9200931,94.9197,2024,6.963831773835327,0.9491970000000001,1.25,1.0,0.75,1.0,False,6.6100482282291715,6.6100482282291715,6.6100482282291715,6.6100482282291715,35,False,Austria,,25-05-2025,unknown,,5.1875966340680835,5.084237085395662,5.289719058849403,179.38827781369554,161.45671467764345,198.28771052475932,6.372225451880235e-65,1.520712939244925e-84,1.2254750904410825e-68,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.03481523255151,0.9491970000000001,0.7526148867449476,0.9546952198088073,206,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
HKG,"['English', 'Chinese']",7527500,95.9778,2023,6.876650764184797,0.959778,1.25,1.0,0.75,1.25,False,6.600058117147756,8.250072646434695,6.600058117147756,6.600058117147756,36,False,Hong Kong,,25-05-2025,unknown,,5.017791461265927,4.905954097551479,5.1278245059738,151.42295336144207,135.09173975092935,168.64982205667104,3.277964600699581e-54,9.62285462587131e-72,2.89109126770032e-57,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.834073539338027,0.959778,0.6818183286140976,0.9920521726863519,202,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MEX,['Spanish'],130575786,81.1832,2023,8.115862648749394,0.811832,1.25,1.0,0.75,1.0,False,6.588717005859518,6.588717005859518,6.588717005859518,6.588717005859518,37,False,Mexico,,25-05-2025,unknown,,7.464335144296816,7.350723051662494,7.58255356641418,1748.9928394805042,1557.3221458320318,1963.63685470645,0.0,0.0,0.0,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,18.687464351797527,0.811832,1.688137670104812,0.4697185794133873,226,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BLR,"['Belarusian', 'Russian']",9109280,94.2618,2024,6.959484051574066,0.942618,1.25,1.0,0.75,0.75,False,6.560134937726643,4.920101203294982,6.560134937726643,6.560134937726643,38,False,Belarus,,25-05-2025,observed_multi,73.0,5.0839088996209325,4.981921029207256,5.183918059407722,161.7091206327712,145.75411129022177,178.38034846656387,6.597464586256085e-59,6.04993163094635e-76,7.302076875970642e-62,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.024804232084247,0.942618,0.7490842580789098,0.9314676049348474,203,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
HUN,['Hungarian'],9539502,93.779,2024,6.979525703394117,0.93779,1.25,1.0,0.75,1.0,False,6.545329409385969,6.545329409385969,6.545329409385969,6.545329409385969,39,False,Hungary,,25-05-2025,unknown,,5.090847200107612,4.990639845652968,5.187782144529946,162.81982544580512,147.03047034213668,179.0709587080599,1.335518532906333e-59,3.0443705729580536e-76,2.055387003756324e-62,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.070951840804074,0.93779,0.7653593617259561,0.9144220167586085,204,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
JOR,['Arabic'],11734000,92.5344,2023,7.069446083880313,0.925344,1.25,1.0,0.75,0.75,False,6.541669517042144,4.906252137781608,6.541669517042144,6.541669517042144,40,False,Jordan,,25-05-2025,unknown,,5.245454197906903,5.15382750368081,5.334558529701152,189.98995636736726,173.0927379907396,207.38117648750807,1.9185232433608482e-70,1.787780591700112e-88,1.161777153880403e-73,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.27800116846794,0.925344,0.8383804642545658,0.8704805522926864,207,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
IRL,"['English', 'Irish']",5458600,96.4974,2023,6.7370812708662235,0.964974,1.25,1.0,0.75,1.25,False,6.501108262272863,8.12638532784108,6.501108262272863,6.501108262272863,41,False,Ireland,,25-05-2025,unknown,,4.588603825719173,4.466344743722333,4.7092428077403685,98.62851292147771,87.03799468714999,110.96810397064745,2.8829769858469763e-35,7.118137268706248e-47,1.3790768886216736e-36,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.512702904585947,0.964974,0.5684789696570229,1.010397010334185,196,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
QAT,['Arabic'],3173024,99.6528,2023,6.501473357013159,0.996528,1.25,1.0,0.75,0.75,False,6.47890024151761,4.859175181138207,6.47890024151761,6.47890024151761,42,False,Qatar,,25-05-2025,unknown,,4.169345363481396,4.019828763154635,4.317805735697587,64.94183630331567,55.69157008118511,75.02383461819382,1.0229875281335246e-22,1.9635363023302208e-31,3.6247987555949273e-23,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,14.970195634356456,0.996528,0.37715026818808767,1.1218005913849407,188,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
NZL,"['English', 'Māori', 'New Zealand Sign Language']",5324700,96.1638,2023,6.726295144126775,0.961638,1.25,1.0,0.75,1.25,False,6.468261009807783,8.085326262259729,6.468261009807783,6.468261009807783,43,False,New Zealand,,25-05-2025,unknown,,4.505357585489656,4.382498834480491,4.626616555411726,90.74957504899729,80.03778652227604,102.16779973786178,1.3217610595740768e-32,4.349202601670257e-43,1.3911757734050154e-33,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.487866929944548,0.961638,0.5597199445920795,0.9986190314286478,193,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
OMN,['Arabic'],5343630,95.2517,2024,6.727836379384905,0.952517,1.25,1.0,0.75,0.75,False,6.408378524582571,4.8062838934369285,6.408378524582571,6.408378524582571,44,False,Oman,,25-05-2025,unknown,,4.388657113614559,4.268833976365428,4.507567316395753,80.74350035718324,71.43828831130978,90.70090332704623,2.446667558153329e-29,3.687316215732565e-38,6.74026283397723e-30,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.491415755274714,0.952517,0.5609715262379318,0.9664167096068835,191,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SGP,"['English', 'Chinese', 'Malay', 'Tamil']",6110200,94.3776,2024,6.786055425868549,0.9437760000000001,1.25,1.0,0.75,1.25,False,6.4045162456045155,8.005645307005643,6.4045162456045155,6.4045162456045155,45,False,Singapore,,25-05-2025,unknown,,4.479608689951952,4.368791193394323,4.590666004471212,88.40618317854916,78.9481415181919,98.56005052107098,2.414285503111388e-32,1.5475580225797356e-41,4.079608418165999e-33,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.62547006383628,0.9437760000000001,0.608249117140171,0.9355560040873093,192,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
DOM,['Spanish'],10771504,91.0022,2024,7.032276347058217,0.910022,1.25,1.0,0.75,1.0,False,6.399526185902613,6.399526185902613,6.399526185902613,6.399526185902613,46,False,Dominican Republic,,25-05-2025,unknown,,4.907319998697797,4.818442665594126,4.9940046817635,135.47019802325536,123.77218728791519,147.52603694298256,5.62194310851518e-51,1.2563933459021444e-62,2.183327382055283e-52,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.192414686550872,0.910022,0.8081962596418601,0.8163851707607194,201,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
IRN,['Persian (Farsi)'],85961000,79.6309,2023,7.934301459075755,0.7963089999999999,1.25,1.0,0.75,0.75,False,6.3181556605751545,4.738616745431366,6.3181556605751545,6.3181556605751545,47,False,"Iran, Islamic Republic of",,25-05-2025,unknown,,6.6074678529571385,6.510257757756767,6.710322512400983,741.9688472893073,671.9996085318686,820.8353263734755,5.375582044519757e-263,0.0,9.587196516295879e-290,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,18.26940426298874,0.7963089999999999,1.5406983668601995,0.4149135534689463,224,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
FIN,"['Finnish', 'Swedish']",5650325,93.5139,2023,6.752073428641965,0.935139,1.25,1.0,0.75,1.0,False,6.314127193986819,6.314127193986819,6.314127193986819,6.314127193986819,48,False,Finland,,25-05-2025,unknown,,4.242436820531226,4.1308233776923515,4.355440134713867,69.7394699355504,62.22914109581693,77.90110492432714,7.851385688544744e-26,1.1469078893585669e-32,5.864785252728302e-26,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,15.547223623592183,0.935139,0.5806535610471867,0.9050624777662287,189,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
IRQ,"['Arabic', 'Aramaic', 'Sorani']",46118793,81.7291,2023,7.663877932614442,0.817291,1.25,1.0,0.75,0.75,False,6.26361845942439,4.697713844568293,6.26361845942439,6.26361845942439,49,False,Iraq,,25-05-2025,observed_multi,234.0,5.922131964292993,5.843921129213389,6.001605288983248,373.6245516837291,345.1299912006301,404.0769398114778,2.8000039643451306e-141,1.3155231816893827e-173,4.4677479380108305e-148,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,17.646731082164038,0.817291,1.3210971602693178,0.4889919567651042,218,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
AZE,['Azerbaijani'],10241722,89.0,2023,7.010372983224158,0.89,1.25,1.0,0.75,0.75,False,6.239231955069501,4.679423966302126,6.239231955069501,6.239231955069501,50,False,Azerbaijan,,25-05-2025,unknown,,4.560772773731152,4.475595973914694,4.642452906281269,95.78167825355591,87.84693975324822,103.79864440922425,9.192212400506782e-37,8.650366946337073e-44,6.198729092014403e-37,0.9,1.01,469.0,20,4,4,12,-1.7477575830462364,-1.8863632665769616,-1.6050457107757303,5,95,1.0,13.900796422998402,2.8354724934856366,4.401002415560865,4.258808619988878,4.536694867523189,0.6787887,0.2832404461542748,3.7950271535750773,3.682431390128005,3.91037066706457,16.141980327500146,0.89,0.7904093267174193,0.7456961139121984,197,bayes-no-uk-smoke,bayes-no-uk-smoke_20251220T232821Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
