alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,run_label,run_id,bayes_rank
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,8351.75380499986,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,63,False,Colombia,,25-05-2025,unknown,,-2.117932125093977,-2.1857452562628716,-2.052057866713522,0.12037835590787829,0.11239394114658033,0.12847025776478016,0.10670593999206361,0.1004455802178073,0.11298184731733342,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,17.786881361003886,0.773369,1.370524646926951,0.33392229564729664,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,158
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,2919.638592728831,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,64,False,Algeria,,25-05-2025,unknown,,-2.0762442583104725,-2.1421879827805466,-2.0131693623608298,0.12549588323869737,0.1173976986841578,0.13356468934446358,0.11067500540221946,0.10439372895241449,0.11686521186163881,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,17.674132786665304,0.769081,1.3307610538758399,0.31878321484785327,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,153
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,unknown,,-2.2408376757427164,-2.3098724182873895,-2.1733374316332803,0.10646021828733092,0.09927391728853212,0.11379719309683124,0.09569243465390466,0.08989200033529905,0.10155704527869816,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,16.795795280097252,0.33,1.0209934547945616,-1.2314226472091578,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,163
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,unknown,,-0.8275267095163299,-0.8890003105321844,-0.768322791128886,0.43742739598087277,0.4110664889307265,0.46379029054241544,0.2823131605474971,0.2725135897136946,0.29167559232286144,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,12.540757571577291,0.727039,-0.4796515764288793,0.17035102385666734,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,70
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,unknown,,-2.5625254001699314,-2.639108434655463,-2.487900084744896,0.07719207544979842,0.07142492220965375,0.08308425449367578,0.07144633020764894,0.06650132928399713,0.07646024653594641,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,18.49087132456597,0.726899,1.6188042423663238,0.1698567441663869,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,176
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,unknown,,-0.16375885619090738,-0.2428967607215557,-0.08658732768420553,0.8499103106722552,0.7843524869763645,0.9170554619842419,0.36289452122452526,0.35799035066326385,0.36654177204726546,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,13.438487123487413,0.891806,-0.16304488954596574,0.7520723219168147,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,15
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,unknown,,-0.4475827602164724,-0.5173273937402455,-0.38016898843242813,0.6397233772138144,0.5961115934971195,0.6837458553088641,0.337161157652245,0.3284275591211208,0.34510214190410904,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,11.545073146180547,,-0.8308044892800115,0.0,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,34
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,unknown,,0.44771974118309305,0.3477335729212399,0.5482589788933959,1.567668422717362,1.4158549784326602,1.7302380302709652,0.3264964994187384,0.30667122124804225,0.34365349721186805,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,14.419279927373003,0.927076,0.1828561220628279,0.8765954981752974,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,41
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,unknown,,-0.283724594711815,-0.35672195033509896,-0.21197982953024133,0.7537092337727682,0.6999670974792974,0.8089810160819623,0.3543838731334473,0.3476048105491953,0.36024863095653,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,16.176845386862315,0.9552930000000001,0.8027053583108378,0.9762175697512998,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,25
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,observed_multi,183.0,-0.8438001825406609,-0.9021270658983536,-0.7872332842690694,0.43033867993401204,0.4057057793827665,0.45510219447520256,0.2797277145490493,0.2704054329326282,0.2887091564923493,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,15.485031769255382,0.853951,0.5587200545576392,0.6184226242342273,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,73
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,unknown,,-0.4832772306621183,-0.5500299107888036,-0.4181576917151283,0.6172537272257407,0.5769325548614433,0.6582584193699396,0.3327334212487692,0.3240159733829564,0.3408147823386639,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,13.432745346599102,0.987606,-0.16506987018023464,1.090300852837218,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,37
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,unknown,,-0.5608696410840145,-0.6242421220084072,-0.49953820790727854,0.5711270181414393,0.535667246136715,0.6068108212911028,0.3224318998491908,0.3135145945896077,0.33076437128959807,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,17.07168216757617,0.0,1.1182918373790358,-2.396510488584243,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,45
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,unknown,,-0.0410810338651217,-0.11984730857706227,0.03623213925922349,0.9608554372289239,0.8870558732248518,1.036896525743154,0.36716880631143867,0.3653276799172975,0.36787633637830996,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,14.130317648162611,0.92238,0.08094637690597362,0.8600159451356081,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,7
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,unknown,,-0.9072028737597004,-0.9615401769118695,-0.8544132087277495,0.4038666233593532,0.3823036181082785,0.4255328178591288,0.2695826123942777,0.2608411200657738,0.2780523081509683,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,15.473475933398209,0.23497900000000002,0.5546446012130124,-1.5669008647100728,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,81
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,1823.7147251303682,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,77,False,Bosnia and Herzegovina,,25-05-2025,unknown,,-0.6215754560866646,-0.6816622467505633,-0.5629056562040432,0.5374519681221173,0.505775570629866,0.5695517368132721,0.3138354432833128,0.30500173455974855,0.3222404118995995,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,15.045735733434276,0.8610089999999999,0.4037913656599798,0.6433413817627887,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,51
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,3431.2308335249613,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,78,False,Cyprus,,25-05-2025,unknown,,-0.0907083588229752,-0.16623780806253696,-0.016738010433636853,0.9142605226772735,0.8468448263631305,0.9834012934374327,0.3660591734243031,0.3630979547951751,0.3678092887303955,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,14.181967303704466,0.9122110000000001,0.09916191440828319,0.8241135867751745,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,12
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,2313.7960291005047,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,79,False,Bulgaria,,25-05-2025,unknown,,-1.0078247716909385,-1.0603437055094835,-0.9563116954496266,0.36519318859259253,0.34633675302797673,0.3843077202970712,0.2533918699373954,0.24495507425455257,0.261683528200096,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,15.67762907614483,0.82439,0.6266442919931746,0.5140554676315335,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,90
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,11287.206094750567,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,80,False,Brunei Darussalam,,25-05-2025,observed_multi,23.0,0.6424372717226536,0.5383817586866176,0.7469925468104551,1.9049761183746614,1.7132321956519143,2.1106428056956705,0.283409496992773,0.2557256069722322,0.3088651712280086,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,13.02915099568215,0.9903360000000001,-0.30740747064865437,1.099939306797685,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,66
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,9248.583379847747,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,81,False,Ecuador,,25-05-2025,observed_multi,294.0,-1.62159831271215,-1.6733761498777178,-1.5716477410155354,0.1976772462436028,0.18761258798327682,0.20770266105119542,0.16219316321541805,0.15551878784235743,0.16874773066281448,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,16.71162468573913,0.771727,0.9913085981960587,0.32812510099415176,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,129
ISL,['Icelandic'],391810,65.0,-18.0,99.8301,2023,1511.0787855277567,5.593075516113534,0.998301,1.25,1.0,0.75,1.0,False,5.583572880811657,5.583572880811657,5.583572880811657,5.583572880811657,82,False,Iceland,,25-05-2025,unknown,,0.7325827752639933,0.6256462879582256,0.8405901691197181,2.0849608098367303,1.869453773799454,2.3177344297189966,0.25928788753432025,0.2282886915380847,0.2882844867438187,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,16.131485604077078,0.881824,0.7867081011025775,0.7168301799998267,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,88
PRY,"['Guaraní', 'Spanish']",6109644,-23.0,-58.0,81.5781,2024,10093.883735201438,6.786015905276943,0.8157810000000001,1.25,1.0,0.75,1.0,False,5.535902841222731,5.535902841222731,5.535902841222731,5.535902841222731,83,False,Paraguay,,25-05-2025,unknown,,-1.0051678998757299,-1.0559580284846815,-0.9554729985176945,0.366152636672838,0.3478590105532916,0.3846301730241549,0.2538188216912722,0.2456574887910774,0.26181865563460355,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,15.517245022876946,0.866377,0.5700808608061821,0.6622934773158236,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,89
HRV,['Croatian'],3866233,45.16666666,15.5,83.6324,2024,1591.556116495056,6.587288023403108,0.8363240000000001,1.25,1.0,0.75,1.0,False,5.509107068884581,5.509107068884581,5.509107068884581,5.509107068884581,84,False,Croatia,,25-05-2025,unknown,,-0.7404980173942285,-0.7944275722547396,-0.6871858936043309,0.4771345676531869,0.4518398075505261,0.5029895463978304,0.29597368454372097,0.28757620943027434,0.30416789677441214,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,16.289274693197108,0.39262,0.8423563535481725,-1.0103384028851947,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,60
MKD,['Macedonian'],1822612,41.83333333,22.0,87.1819,2023,2224.212765066631,6.260694225323314,0.871819,1.25,1.0,0.75,0.75,False,5.458192178827146,4.0936441341203595,5.458192178827146,5.458192178827146,85,False,North Macedonia,,25-05-2025,unknown,,-0.30117007197969636,-0.36585938212934643,-0.23723318967267368,0.7405321489367092,0.6936003280116525,0.7888073260626013,0.35287213192817574,0.3466430479700711,0.35842332665895493,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,16.92437011261623,0.35092100000000004,1.0663385719890937,-1.1575596086351938,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,26
MNG,['Mongolian'],3544835,46.0,105.0,83.0162,2023,6943.711069167842,6.549596025060067,0.830162,1.25,1.0,0.75,0.75,False,5.4372257353559155,4.077919301516936,5.4372257353559155,5.4372257353559155,86,False,Mongolia,,25-05-2025,unknown,,-0.7156081376221163,-0.7684801264560518,-0.6629722247844156,0.48914960887477227,0.46371732573537144,0.5153174178490022,0.29980534711948037,0.2916509845486336,0.3078047453536658,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,10.76487849442862,0.0,-1.1059595660950352,-2.396510488584243,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,57
GEO,['Georgian'],4000921,42.0,43.5,81.8843,2023,3564.798871650325,6.602159976122113,0.818843,1.25,1.0,0.75,0.75,False,5.406132481327759,4.0545993609958195,5.406132481327759,5.406132481327759,87,False,Georgia,,25-05-2025,unknown,,-0.8004227753448037,-0.8510518168033244,-0.7504876212031133,0.44935220049837066,0.42696560710423087,0.4721362739437849,0.28661047758073677,0.27858907800316646,0.2944565299613441,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,11.078767629469402,,-0.9952587443582956,0.0,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,65
BHS,['English'],398165,25.0343,-77.3963,94.8186,2023,6842.386057328471,5.600063081470082,0.9481860000000001,1.25,1.0,0.75,1.25,False,5.309901412966791,6.637376766208489,5.309901412966791,5.309901412966791,88,False,Bahamas,,25-05-2025,unknown,,0.5989929519166296,0.5042926868588997,0.6958191862981615,1.8234180978428634,1.655813933393427,2.005351164284852,0.2942725708428267,0.2699463685948561,0.31615545359986313,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,12.89462177121931,0.9481860000000001,-0.35485255247255304,0.9511258143311402,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,62
MLT,"['English', 'Maltese']",574250,35.9375,14.3754,92.0727,2023,2373.312282265431,5.759101003867063,0.920727,1.25,1.0,0.75,1.25,False,5.30255978998751,6.628199737484387,5.30255978998751,5.30255978998751,89,False,Malta,,25-05-2025,unknown,,0.35945694396531286,0.2742862416544344,0.44550446387716136,1.4345276333149082,1.3155913269439532,1.5612776064204796,0.3413644063928324,0.32766185184104346,0.3529936946155964,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,17.7535278844901,0.585357,1.3587617126751066,-0.32986708384546826,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,30
ALB,['Albanian'],2363314,41.0,20.0,83.1356,2023,2179.21451583373,6.373521427687243,0.831356,1.25,1.0,0.75,1.0,False,5.298665280036356,5.298665280036356,5.298665280036356,5.298665280036356,90,True,Albania,Albania,25-05-2025,unknown,,-0.523902680514168,-0.578479735367885,-0.46955223688741504,0.5925388980976528,0.5607502085975045,0.6252821855261594,0.3274734966533701,0.320065395803311,0.3345950043770183,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,14.675575429270774,0.831356,0.2732451145452441,0.5386494127921968,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,39
GHA,['English'],33742380,8.0,-2.0,69.9445,2023,5114.966625649703,7.52817571205314,0.6994450000000001,1.25,1.0,0.75,1.25,False,5.265544860917009,6.581931076146262,5.265544860917009,5.265544860917009,91,True,Ghana,Ghana,25-05-2025,unknown,,-2.093277524730304,-2.152550779194435,-2.0371426860570874,0.12335522607339885,0.11618741204135113,0.13040077602668795,0.10902491310594571,0.1034426234708656,0.11445844422339765,0.9,1.0,1611.0,20.0,4.0,4.0,12.0,-0.5471863282154636,-0.6047401531664148,-0.48737015597470873,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3197370569250715,-1.3828661942737954,-1.2577946143871759,0.6787887,0.2832404461542748,0.7126998412573983,0.6203010088168767,0.8051162903323145,10.545341438708522,0.9444450000000001,-1.1833847769635848,0.9379179548930062,nb-compare-distance-no-distance,nb-compare-distance-no-distance_20251221T105542Z,156
