alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_y_censored_lower_bound,bayes_is_censored,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_train_n_censored,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_unresolved_censored_tokens_count,bayes_likelihood,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_use_censoring,bayes_alpha_prior_sigma,bayes_beta_prior_sigma,bayes_nb_alpha_sigma,bayes_nb_alpha_mean,bayes_nb_alpha_hdi_low,bayes_nb_alpha_hdi_high,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_english_speakers_rate,run_label,run_id,bayes_rank
ISR,"['Arabic', 'Hebrew']",10134800,31.47,35.13,88.1824,2024,84.97,3859.5903474815527,7.00581518275242,0.881824,1.25,1.0,0.75,0.75,False,6.177895967715471,4.633421975786603,6.177895967715471,6.177895967715471,53,False,Israel,,25-05-2025,False,unknown,,,False,8.572420924632564,5.706419295606305,11.404831496202346,25038.52751979923,300.792102019228,89754.32548319497,0.028168267457522104,0.02288402665672976,0.034605408730288584,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,17.89182068970841,0.892207,0.34,1.358075140729151,0.7680420818649164,0.06151393058450274,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,201
PER,"['Aymara', 'Quechua', 'Spanish']",34350244,-10.0,-76.0,81.9571,2024,,9886.041920852245,7.535929826329404,0.8195709999999999,1.25,1.0,0.75,1.0,False,6.176229543694616,6.176229543694616,6.176229543694616,6.176229543694616,54,False,Peru,,25-05-2025,False,unknown,,,False,7.801145398789507,6.089532518042828,9.566648156953264,4525.436282258107,441.2151894740073,14280.470215532067,0.029044754205780638,0.024834530628277365,0.03340845538863797,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,18.55279262955334,0.837661,0.6373,1.5985098807798779,0.5666865209362961,1.1792628272278702,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,188
CZE,"['Czech', 'Slovak']",10882341,49.75,15.5,87.6878,2024,27.0,1286.7695582632664,7.036722330474317,0.8768779999999999,1.25,1.0,0.75,1.0,False,6.170347003701658,6.170347003701658,6.170347003701658,6.170347003701658,55,False,Czechia,,25-05-2025,False,unknown,,,False,6.654714723427066,5.048399481750238,8.370031960493874,1379.7832754261979,155.7729476299499,4315.774058111992,0.03078106990673979,0.02596083349151888,0.03569148279783244,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,16.202651941688483,0.8768779999999999,0.27,0.7436241718615985,0.7114553588517747,-0.20166273529183681,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,162
IDN,['Indonesian'],284438782,-5.0,120.0,72.7808,2024,,12496.473829025206,8.453988810272648,0.727808,1.25,1.0,0.75,0.75,False,6.152880688026915,4.614660516020186,6.152880688026915,6.152880688026915,56,False,Indonesia,,25-05-2025,True,censored,,2.0,True,9.631663852901111,7.218854564556994,12.026065599622312,45203.482160312335,1364.9247317965624,167052.93929091402,0.02647365945096374,0.022701617582847795,0.030460711264569694,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,11.344861779922974,,0.9993000000000001,-1.0234425436166514,0.0,2.5402621564740837,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,224
LBY,['Arabic'],7459000,25.0,17.0,88.4989,2023,,3587.601937185113,6.8726806071519295,0.884989,1.25,1.0,0.75,0.75,False,6.082246737842779,4.561685053382084,6.082246737842779,6.082246737842779,57,False,Libya,,25-05-2025,False,unknown,,,False,6.474985530518072,5.048153805666644,8.034713275970908,1051.9720450676036,155.7346869754069,3086.253812656909,0.031082894879218885,0.02609948757413437,0.03612270378911536,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,12.123234367221169,0.700834,0.4303,-0.7403022173668569,0.06159215406832508,0.4010118295649807,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,156
KGZ,"['Kyrgyz', 'Russian']",7281800,41.0,75.0,88.4701,2023,,5660.831518833146,6.86223874654393,0.8847010000000001,1.25,1.0,0.75,0.75,False,6.071029481306162,4.553272110979622,6.071029481306162,6.071029481306162,58,False,Kyrgyzstan,,25-05-2025,False,unknown,,,False,6.44852998293196,5.027306155778676,7.999385621515374,1021.6862865235593,152.5215899277839,2979.1271131505523,0.031125227367130477,0.02612557602149754,0.03618000771153298,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,16.682145024583093,0.607171,,0.9180442762444478,-0.28416309660555306,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,155
GRC,['Greek'],10400720,39.0,22.0,86.2697,2024,51.0,2459.012756670915,7.017063404799118,0.862697,1.25,1.0,0.75,0.75,False,6.053599548129985,4.540199661097489,6.053599548129985,6.053599548129985,59,False,Greece,,25-05-2025,False,unknown,,,False,7.363394610902283,5.846837898489849,9.003098402266156,2649.765391680796,346.1381242955903,8128.22979994058,0.029770843383984464,0.02503331447770233,0.03480236262649342,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,11.599295803205079,0.7412009999999999,0.9091,-0.930889782205561,0.21060619594134244,2.201140224159143,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,178
SVK,['Slovak'],5413813,48.66666666,19.5,89.8251,2024,26.0,1599.2587468398117,6.733503250608721,0.898251,1.25,1.0,0.75,1.0,False,6.048376028362535,6.048376028362535,6.048376028362535,6.048376028362535,60,False,Slovakia,,25-05-2025,False,unknown,,,False,5.9783071947592,4.417176217406749,7.692896712942712,690.6023550444129,82.8619715954633,2192.7174627480454,0.031864787443148045,0.026568514469372938,0.03725461984237498,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,14.57193202335173,0.907636,0.59,0.15043451277739364,0.8249979530482788,1.0014305944285722,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,131
URY,['Spanish'],3499451,-33.0,-56.0,91.9911,2024,,10972.411931889446,6.543999916815401,0.919911,1.25,1.0,0.75,1.0,False,6.019897507477572,6.019897507477572,6.019897507477572,6.019897507477572,61,False,Uruguay,,25-05-2025,False,unknown,,,False,5.828385742417521,4.407077023835827,7.421654972800342,559.586602175917,82.02934293164041,1671.7980627250718,0.03213244611834764,0.026663576166928306,0.037709162499056925,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,19.64478255760019,0.931444,0.9545999999999999,1.9957314550414922,0.9128847494144395,2.372205056978763,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,128
SRB,['Serbian'],6567783,44.0,21.0,87.6907,2024,,1998.6345021182503,6.81741879522901,0.8769070000000001,1.25,1.0,0.75,1.0,False,5.978242263467886,5.978242263467886,5.978242263467886,5.978242263467886,62,False,Serbia,,25-05-2025,False,unknown,,,False,6.307222441973811,4.93136104508117,7.831949607178041,867.7726300129186,138.56798134415016,2519.8374156095106,0.03135283529926931,0.02625304702441899,0.03651973536267235,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,16.574690913480765,0.0927123,,0.8789568358966301,-2.183277974197106,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,152
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,4.22,8351.75380499986,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,63,False,Colombia,,25-05-2025,False,unknown,,,False,7.104838954515507,4.601486260708777,9.766634070778858,4562.949560744806,99.63235139302222,17441.96149025731,0.030049343467934506,0.025135863089227672,0.03528274275800654,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,17.786881361003886,0.773369,0.042199999999999994,1.319902476055837,0.32935377933795956,-1.0581147993865532,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,175
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,7.0,2919.638592728831,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,64,False,Algeria,,25-05-2025,False,unknown,,,False,7.062891187406709,4.704064100468746,9.561315255496492,3793.268171802969,110.39491907239199,14204.52047972334,0.030115962585786415,0.025268369421890126,0.035240916314221646,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,17.674132786665304,0.769081,0.07,1.2788891250676742,0.31352470579889313,-0.9535960663670927,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,173
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,31.0,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,False,unknown,,,False,8.126560902681012,6.3127138183999465,10.004443455303862,6710.395655787239,551.5402039081608,22124.574396324224,0.028568862535764353,0.024446831057052507,0.03283244618373019,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,16.795795280097252,0.33,0.1602,0.9593856222139246,-1.3073347714881591,-0.6144741340521522,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,191
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,False,unknown,,,False,6.073262306950092,4.755120460897087,7.570114917969382,667.0170340586376,116.17764738194187,1939.3631406039806,0.03173350299527283,0.02646932806045317,0.03708907630461311,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,12.540757571577291,0.727039,,-0.588424237300014,0.1583274320746776,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,137
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,35.0,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,False,unknown,,,False,8.693904705914628,6.7293182006939665,10.694225774354626,12884.770360915069,836.5767315143589,44100.47253241433,0.02776913156900495,0.02379441067857188,0.03191659666891817,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,18.49087132456597,0.726899,0.35,1.5759854255484902,0.1578106246363684,0.09911059713826535,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,210
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,46.0,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,False,unknown,,,False,5.641407338351577,4.286230781306031,7.261563357772612,463.03861318154577,72.69196003236792,1424.481772588319,0.03250562387923534,0.02659077220271544,0.038707892155595384,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,13.438487123487413,0.891806,,-0.2618666961432674,0.7665617977023311,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,121
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,97.64,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,False,unknown,,,False,7.717246890009479,4.231451077344295,11.088635618299143,20196.532699362902,68.81703738357723,65423.44453704447,0.029541225132614413,0.023198171039821386,0.037852450416792895,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,11.545073146180547,,,-0.9506137820619114,0.0,0.0,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,182
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,56.0,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,False,unknown,,,False,5.202138865810946,3.477640170669317,7.240960444835695,400.6838584436434,32.3832130255932,1395.4336563314123,0.033304583835889384,0.026657054105311884,0.040470856798686505,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,14.419279927373003,0.927076,0.46,0.09490588167778201,0.8967603573391962,0.5126739292296562,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,99
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,59.0,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,False,unknown,,,False,6.161481323446543,4.511287067041543,7.96584937371589,897.4513691840197,91.03891789587124,2880.878267341819,0.03171817020281449,0.025852689060496245,0.038230997588736104,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,16.176845386862315,0.9552930000000001,0.86,0.7342367955946267,1.0009228965303907,2.0165405913801675,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,138
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8.2,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,True,observed_multi,183.0,,False,5.165088372686028,3.098048656458362,7.414768617610429,442.52183013317534,22.154677690681055,1660.3250035327255,0.033173733807812515,0.027254571351229846,0.03930802493882676,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,15.485031769255382,0.853951,0.08199999999999999,0.4825831061023018,0.6268207578652594,-0.9084800665025774,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,102
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,38.0,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,False,unknown,,,False,5.6733734040166715,4.450764363331433,7.120003536082151,438.3537889703666,85.69241970923892,1236.4548137510792,0.03241647688798857,0.02675987509877989,0.03824587974005139,0.9,1.0,2513.0,23.0,5.0,4.0,14.0,16.0,3.8757831445753137,2.6676571689317456,5.333245620927857,5.0,1.0,negbin,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04993556281794575,0.03993363068924825,0.061067452640626886,14.158377011671128,2.749070037489086,2.8855340073038733,1.4409416298493223,4.134353109652679,0.6841490590909092,0.2708939338374484,1.146375901788547,-0.17778364703422553,2.363967288567612,0.32363846153846154,0.2659810274855117,0.9045624419906376,-0.6046534066869528,2.28394136372907,13.432745346599102,0.987606,0.56,-0.2639553213183302,1.1202057447738274,0.8886405947672842,nb-negbin-17-censored-dist0_eng1-usecensored1-seed1,nb-negbin-17-censored-dist0-eng1-usecensored1-seed1_20251221T172113Z,123
