alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
THA,['Thai'],65859640,15.0,100.0,90.8672,2024,27.16,9424.76758538657,7.818619352454832,0.9086719999999999,1.25,1.0,0.75,0.75,False,7.104560484233837,5.328420363175378,7.104560484233837,7.104560484233837,11,False,Thailand,,25-05-2025,False,unknown,,10.174821044563071,10.05379374347761,10.294546611542934,26303.953444708746,23243.80080685609,29570.916646253692,0.0,0.0,0.0,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.166790572497078,0.5679099999999999,8.623641346481184,0.7863238879816676,-0.4432477221100616,-0.15199903622667021,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,227
ARE,['Arabic'],11294243,24.0,54.0,100.0,2024,,5670.8964449129635,7.052857127514885,1.0,1.25,1.0,0.75,0.75,False,7.052857127514885,5.289642845636164,7.052857127514885,7.052857127514885,12,False,United Arab Emirates,,25-05-2025,False,unknown,,5.453058189233138,5.3174733599476385,5.588501745848508,234.25876306020533,203.8681293325245,267.3347841595664,5.606364747432897e-79,2.1137077478833585e-114,5.895847518644698e-87,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.23980368483258,1.0,8.643278810801462,0.8130607633968489,1.1232777812660897,-0.12594232942086614,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,217
NLD,['Dutch'],18100436,52.5,5.75,97.0068,2023,90.0,541.5892661634281,7.257689036201425,0.9700679999999999,1.25,1.0,0.75,1.0,False,7.0404518879698434,7.0404518879698434,7.0404518879698434,7.0404518879698434,13,False,Netherlands,,25-05-2025,False,unknown,,-3.943184690602728,-4.322472405325214,-3.5697104011419936,0.01990588363993198,0.013267042461207334,0.028164009798178454,0.019492664460273427,0.013092190494329602,0.02738186422606722,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,15.539516387540328,0.99,7.03321059700139,0.5566206032171167,1.087023169880125,-2.2623217875880965,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,92
JPN,['Japanese'],123210000,36.0,138.0,86.9815,2023,,9297.2835255448,8.090645957573315,0.869815,1.25,1.0,0.75,0.75,False,7.037365213586633,5.278023910189975,7.037365213586633,7.037365213586633,14,False,Japan,,25-05-2025,False,unknown,,10.954535067164413,10.817612050807007,11.090425911730712,57410.72736092822,49891.80555310731,65540.65471365312,0.0,0.0,0.0,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.83234696442963,0.933917,8.44990145028702,1.0300458409797664,0.8836964328442188,-0.3825323404133761,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,227
BRA,['Portuguese'],213421037,-10.0,-55.0,84.4635,2024,5.0,8673.413338358518,8.329237225785352,0.8446349999999999,1.25,1.0,0.75,1.0,False,7.03516528420121,7.03516528420121,7.03516528420121,7.03516528420121,15,False,Brazil,,25-05-2025,False,unknown,,11.488861620219186,11.331373089981541,11.646838759308434,98072.37376249865,83397.45650469964,114329.3685317889,0.0,0.0,0.0,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,19.178777472104436,0.8446349999999999,9.068132975826083,1.8892917784190986,0.560008011468048,0.43779137024218295,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,227
FRA,['French'],66351959,46.0,2.0,88.6538,2024,39.0,933.9888303008761,7.821853749662105,0.886538,1.25,1.0,0.75,1.0,False,6.934370579517943,6.934370579517943,6.934370579517943,6.934370579517943,16,False,France,,25-05-2025,False,unknown,,0.08603636598668757,-0.22106777124287183,0.3885731832041241,1.1089316097616813,0.8016623522589422,1.4748749165881703,0.35975181916113735,0.33701905267522764,0.3678558114878663,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,18.010483843551544,0.886538,6.840534583015059,1.4614710734006089,0.7119257095586566,-2.5179811906083045,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,5
ITA,"['Italian', 'Catalan']",58927633,42.83333333,12.83333333,89.2207,2024,34.0,1648.6771163328056,7.7703189967427955,0.892207,1.25,1.0,0.75,1.0,False,6.932733001126899,6.932733001126899,6.932733001126899,6.932733001126899,17,False,Italy,,25-05-2025,False,unknown,,2.333203832157361,2.0959021076632376,2.5656946484355814,10.41621499288535,8.132774313949831,13.0096924185086,0.0006608414846832806,2.9122557564849942e-05,0.0023890197940547963,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,14.854211470395835,0.89473,8.913887272593218,0.30566688264555836,0.7416254872060388,0.23312466787961417,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,135
TUR,['Turkish'],85664944,39.0,35.0,87.3079,2024,17.0,3233.5273059631077,7.932803135318054,0.873079,1.25,1.0,0.75,0.75,False,6.925963828580352,5.194472871435265,6.925963828580352,6.925963828580352,18,False,Türkiye,,25-05-2025,False,unknown,,5.752244173400462,5.585831716282897,5.917316235025596,316.505305111542,266.6219443740013,371.4135885628121,2.6227410738103415e-94,1.849364455156631e-159,4.299899095508651e-114,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,9.272657678041044,0.743146,9.609191668327256,-1.7382578809445948,0.19206358597303055,1.155715409990885,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,218
CHL,['Spanish'],20206953,-30.0,-71.0,94.4574,2023,9.53,11434.350148808817,7.3055008313257455,0.944574,1.25,1.0,0.75,1.0,False,6.9005861422486845,6.9005861422486845,6.9005861422486845,6.9005861422486845,19,False,Chile,,25-05-2025,False,unknown,,9.016320003889144,8.898679091644334,9.135016078683977,8257.756150887166,7322.295067812276,9274.426741334706,0.0,0.0,0.0,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.82153731106627,0.944574,9.344464726784647,1.0260874238405353,0.9223329721982415,0.8044525286498255,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,227
MAR,"['Arabic', 'Berber']",36828330,32.0,-5.0,91.0,2023,14.0,2457.8805046131624,7.566182025989628,0.91,1.25,1.0,0.75,0.75,False,6.8852256436505614,5.163919232737921,6.8852256436505614,6.8852256436505614,20,False,Morocco,,25-05-2025,False,unknown,,3.2859134386540134,3.0996553363429857,3.4671310743721575,26.898612598333965,22.19030177638439,32.044676675052955,1.3190992930893038e-09,3.880877797804975e-13,5.1172615947968555e-09,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,10.556411517605202,0.991497,7.193756524738858,-1.268156478959874,1.0924504852046037,-2.049295395804849,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,198
ARG,"['Guaraní', 'Spanish']",46735004,-34.0,-64.0,89.6672,2024,6.52,11444.407762190232,7.6696422841965495,0.8966719999999999,1.25,1.0,0.75,1.0,False,6.877153486255088,6.877153486255088,6.877153486255088,6.877153486255088,21,False,Argentina,,25-05-2025,False,unknown,,10.185988478288651,10.066846481528799,10.303825495842677,26596.64201680984,23549.184768473348,29846.578700360307,0.0,0.0,0.0,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,17.660003992187775,0.8966719999999999,9.345343859728436,1.3331278782990919,0.7486661327371928,0.8056190392026147,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,227
KAZ,"['Kazakh', 'Russian']",20426568,48.0196,66.9237,93.3917,2024,15.4,4673.612031137062,7.310195404132739,0.933917,1.25,1.0,0.75,0.75,False,6.827115761241435,5.120336820931076,6.827115761241435,6.827115761241435,22,False,Kazakhstan,,25-05-2025,False,unknown,,5.103890329351014,4.986119599722179,5.2228885538784215,165.0902266821937,146.3673561857053,185.46914872202169,4.704540572243763e-58,5.2486335455454444e-79,3.971089472789952e-62,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,17.7920279210548,0.34976199999999996,8.843932121504661,1.3814740893429402,-1.2341348185726053,0.14030204924916156,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,214
BEL,"['German', 'French', 'Dutch']",11825551,50.83333333,4.0,95.7758,2024,60.0,537.7889575770149,7.072821385408543,0.957758,1.25,1.0,0.75,1.0,False,6.774051264446115,6.774051264446115,6.774051264446115,6.774051264446115,23,False,Belgium,,25-05-2025,False,unknown,,-4.960049124307944,-5.333974371792414,-4.587089436718822,0.007198873574712838,0.00482485708866269,0.010182452969602296,0.0071444700769023525,0.00480163391199738,0.01007929670405508,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.285773087451204,0.957758,6.289323949851463,0.8298944272609057,0.9701310518494973,-3.249375713971205,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,109
