alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
KGZ,"['Kyrgyz', 'Russian']",7281800,41.0,75.0,88.4701,2023,,5660.831518833146,6.86223874654393,0.8847010000000001,1.25,1.0,0.75,0.75,False,6.071029481306162,4.553272110979622,6.071029481306162,6.071029481306162,58,False,Kyrgyzstan,,25-05-2025,False,unknown,,3.321592124499365,3.226926272822209,3.4149991990339212,27.74956375174562,25.202073501076423,30.416925066107382,7.000774666201145e-11,1.875912602714978e-12,2.8596628591224413e-10,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.682145024583093,0.607171,9.201894107833127,0.9750429733531708,-0.300908492347625,0.6152773501973943,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,199
GRC,['Greek'],10400720,39.0,22.0,86.2697,2024,51.0,2459.012756670915,7.017063404799118,0.862697,1.25,1.0,0.75,0.75,False,6.053599548129985,4.540199661097489,6.053599548129985,6.053599548129985,59,False,Greece,,25-05-2025,False,unknown,,0.24080341188467977,0.07480134339220933,0.4052162681664664,1.2786911284275113,1.077670044482166,1.499626787525575,0.354354032910673,0.3347368699293598,0.36681316312817747,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,11.599295803205079,0.7412009999999999,8.848346998804203,-0.8862597713054043,0.1850120640584601,0.14616009494699536,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,7
SVK,['Slovak'],5413813,48.66666666,19.5,89.8251,2024,26.0,1599.2587468398117,6.733503250608721,0.898251,1.25,1.0,0.75,1.0,False,6.048376028362535,6.048376028362535,6.048376028362535,6.048376028362535,60,False,Slovakia,,25-05-2025,False,unknown,,-2.5217792260431775,-2.7510516902802573,-2.2943446634103704,0.08110162606630533,0.06386066525062956,0.10082744871249487,0.07466945474638854,0.059909970236128096,0.09115698938147147,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,14.57193202335173,0.907636,7.300731190645091,0.20229818397669339,0.7884156886607648,-1.907352044071333,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,66
URY,['Spanish'],3499451,-33.0,-56.0,91.9911,2024,,10972.411931889446,6.543999916815401,0.919911,1.25,1.0,0.75,1.0,False,6.019897507477572,6.019897507477572,6.019897507477572,6.019897507477572,61,False,Uruguay,,25-05-2025,False,unknown,,5.0560620408844255,4.923469977871905,5.191117626763563,157.49143332112132,137.47883500282714,179.66924391917908,2.8191149463058947e-51,1.6792392369343133e-76,2.7035689844392433e-58,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,19.64478255760019,0.931444,8.850753199570008,2.0599394814849292,0.87473066744847,0.14935285277193147,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,212
SRB,['Serbian'],6567783,44.0,21.0,87.6907,2024,,1998.6345021182503,6.81741879522901,0.8769070000000001,1.25,1.0,0.75,1.0,False,5.978242263467886,5.978242263467886,5.978242263467886,5.978242263467886,62,False,Serbia,,25-05-2025,False,unknown,,-1.4129998429374182,-1.608635802482973,-1.2182384700239748,0.24514500041065795,0.20016048743918158,0.29575068308354074,0.19126053263617124,0.16385124841242646,0.22003049037128145,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.574690913480765,0.0927123,8.693094368728552,0.9356940524608476,-2.1660585166104878,-0.05984268610116389,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,42
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,4.22,8351.75380499986,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,63,False,Colombia,,25-05-2025,False,unknown,,7.766246220005821,7.670320870610479,7.861491271590545,2363.5759626003064,2143.7692082636113,2595.3879204963177,0.0,0.0,0.0,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,17.786881361003886,0.773369,9.030346560479794,1.3795894561517712,0.3016358979648318,0.38765304638007864,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,227
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,7.0,2919.638592728831,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,64,False,Algeria,,25-05-2025,False,unknown,,3.0075818512017896,2.854691836447694,3.156816680071392,20.325128866454243,17.36908388323779,23.495682484716944,1.2049915889368338e-07,1.4687329407833175e-09,4.971411887603857e-07,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,17.674132786665304,0.769081,7.979557567491823,1.3383017409879818,0.2860899206025303,-1.006625779974347,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,183
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,31.0,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,False,unknown,,8.511002959667895,8.401366820485304,8.620208487851562,4980.083944378998,4453.149248051362,5542.541825975149,0.0,0.0,0.0,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.795795280097252,0.33,9.01831776791444,1.0166608776636006,-1.3057811815935487,0.3716921913536162,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,227
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,False,unknown,,0.883213983026689,0.759327076309844,1.004141884298467,2.4254300605013945,2.1368378088004603,2.7295639896267425,0.21512132739263576,0.17809786045635367,0.25220557959092776,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,12.540757571577291,0.727039,9.62290542472566,-0.5415032583456838,0.1336682834136572,1.1739120225398108,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,33
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,35.0,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,False,unknown,,5.510524518422698,5.356811038561253,5.66565288748204,248.35549305259235,212.04765570103362,288.77645837899007,1.5589331457436666e-78,1.1131952067280812e-123,1.7192690957254958e-90,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,18.49087132456597,0.726899,8.288491690239606,1.6373855060284876,0.1331607188542536,-0.596704940528949,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,216
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,46.0,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,False,unknown,,-4.07547292768449,-4.31578673214263,-3.8304478370712944,0.017172860293390754,0.013356038768278193,0.0216998964400622,0.01687402346928447,0.013178840960115495,0.021234083261817856,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,13.438487123487413,0.891806,9.165260163392075,-0.21276116780647042,0.7310246388367826,0.5666682256244768,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,96
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,97.64,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,False,unknown,,2.6930995539344207,2.5739281037740516,2.8133911306053765,14.816669460459698,13.117249291182617,16.66634025390169,8.690737909194645e-06,9.632538616866388e-07,2.636900772322085e-05,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,11.545073146180547,,6.271556846800695,-0.9061157174385222,0.0,-3.272950661705385,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,164
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,56.0,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,False,unknown,,-9.04613860208419,-9.416250627497655,-8.669809520077674,0.00012095487306083808,8.139161193120694e-05,0.00017169280528590074,0.00012093945608761261,8.138498760625572e-05,0.0001716633293968705,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,14.419279927373003,0.927076,7.451224660012243,0.1463980868366768,0.8588946531950804,-1.7076641340880194,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,147
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,59.0,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,False,unknown,,-4.621290458762671,-4.87310754029986,-4.365627353033624,0.009958116061623194,0.007649558007942885,0.012706682122758252,0.00985707739217188,0.007591265510396364,0.012546243829485446,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.176845386862315,0.9552930000000001,7.195496634062249,0.7900058885211158,0.9611942901428573,-2.0469864664181343,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,105
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8.2,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,True,observed_multi,183.0,4.135220547792651,4.045363119570244,4.223253118002114,62.59445251608815,57.13192799714772,68.25516563980572,5.149906922329061e-24,1.5534387929305462e-28,8.806391288269963e-24,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,15.485031769255382,0.853951,9.058183431506016,0.5366687287588084,0.5937828074352132,0.4245894438136453,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,207
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,38.0,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,False,unknown,,-3.7537110193647516,-3.981713721374902,-3.522662507445981,0.023661311571483157,0.018653645790862993,0.029520732282494102,0.023097305939368942,0.0183089125510947,0.02866199626833661,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,13.432745346599102,0.987606,6.597746247536414,-0.21486376511281588,1.0783438159143248,-2.8401340088264764,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,90
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,48.61,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,False,unknown,,2.2777505677868164,2.1678664444747926,2.3848924099344178,9.775875868603775,8.739617676967672,10.857894403290397,0.0006505681205141133,0.00020903643787829583,0.001399344693042078,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,17.07168216757617,0.0,9.046211485512677,1.1176886671010777,-2.5021833573303853,0.4087040177955187,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,136
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,50.0,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,False,unknown,,-4.536452210893893,-4.780089349754939,-4.289415992052763,0.01083157642505157,0.008395249983602087,0.013712932420475535,0.010712269283568136,0.00832506478197993,0.013526171352460103,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,14.130317648162611,0.92238,7.490918140584308,0.0405821832023598,0.8418694876882312,-1.6549953491318992,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,102
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,40.0,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,False,unknown,,0.40294050214287686,0.2841553922451911,0.5206352010401546,1.500103213210328,1.3286393770066245,1.683096416387394,0.33403785147832615,0.3127155728239005,0.3518733448415224,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,15.473475933398209,0.23497900000000002,8.58031822634037,0.5324370649692717,-1.6502761244441242,-0.20948394471641596,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,9
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,,1823.7147251303682,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,77,False,Bosnia and Herzegovina,,25-05-2025,False,unknown,,-3.2833965182053055,-3.494264372872866,-3.0699589320354805,0.03781307695463166,0.030371083013554213,0.04642306239144744,0.03638730587239078,0.02946254678006096,0.0443172196754619,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,15.045735733434276,0.8610089999999999,7.509178938801071,0.37580168714906725,0.6193713121514267,-1.6307653234313404,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,80
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,73.0,3431.2308335249613,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,78,False,Cyprus,,25-05-2025,False,unknown,,-1.7671735847420926,-1.9476334885126076,-1.5830336135358172,0.17185870683784404,0.14261116454183168,0.2053511971762293,0.14444333287749497,0.12365687996428783,0.16723006066215818,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,14.181967303704466,0.9122110000000001,8.14096571753165,0.059495914740251274,0.8050021733698441,-0.7924553161577882,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,47
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,25.0,2313.7960291005047,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,79,False,Bulgaria,,25-05-2025,False,unknown,,-1.394648507732629,-1.5625224337417702,-1.2271699156237668,0.2492264055730811,0.20960668583622408,0.2931209630459714,0.1938013822305092,0.16997071613373982,0.218648278350236,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,15.67762907614483,0.82439,7.747076854258651,0.6071964741854162,0.4866105507171625,-1.3151015426249149,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,41
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,39.07,11287.206094750567,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,80,False,Brunei Darussalam,,25-05-2025,True,observed_multi,23.0,1.84491072398672,1.6149404502272586,2.0835812724411573,6.391880520987446,5.027588524277968,8.033186525085664,0.013806803504651879,0.002606869913042512,0.03295382063306859,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,13.02915099568215,0.9903360000000001,9.331513751228359,-0.3626571070697033,1.0882413248226936,0.787268040499241,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,100
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,,9248.583379847747,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,81,False,Ecuador,,25-05-2025,True,observed_multi,294.0,6.02642737993541,5.958832137347727,6.093212250175246,414.58006216031134,387.15771308481465,442.84164702163133,1.8431085714732846e-155,2.101684358222975e-190,2.8017564880785675e-166,0.9,1.0,4138.0,22.0,5.0,4.0,13.0,-1.9375069725681933,-2.064167313515003,-1.8137004354115895,5.0,95.0,1.0,6.0,1.0,True,False,14.01949574190159,2.7308019804754426,5.47943545130595,5.338795327406027,5.6203506026516425,0.6901696809523811,0.27582698083674123,2.9740462451763086,2.843938414726353,3.1117445056122213,8.738194412333426,0.7536433696948793,3.217574891214644,3.1137803341348063,3.318852416847508,16.71162468573913,0.771727,9.132333789475679,0.9858382127615244,0.2956828907752567,0.5229786301998838,nb-ablate-dist-eng-dist1_eng0-seed1,nb-ablate-dist-eng-dist1-eng0-seed1_20251221T141109Z,222
