alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,66,False,South Africa,,25-05-2025,unknown,,8.482716366683233,8.36738726535543,8.593762747791384,4842.356119373875,4304.375168489352,5397.886530326078,0.0,0.0,0.0,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,17.960246303627507,0.7565919999999999,9.165680493485038,1.4316661120696808,0.2746899359056304,0.5628706515267582,228,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,67,False,"Palestine, State of",,25-05-2025,unknown,,0.9647493741294226,0.824935369627628,1.115743212145025,2.6344627629103474,2.281733384884742,3.0518355171463414,0.190271323750367,0.14426660331163005,0.23298109915063628,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.517245022876946,0.866377,8.24995360215214,0.5700808608061821,0.6622934773158236,-0.6008676158173186,43,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,68,False,Egypt,,25-05-2025,unknown,,5.450496794401991,5.2810852153326175,5.613853040339549,234.00079746719499,196.5830969853221,274.19870449634664,1.4570058155571242e-76,2.265414931665424e-117,8.294682425542527e-84,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,18.49087132456597,0.726899,8.288491690239606,1.6188042423663238,0.1698567441663869,-0.551892044299065,217,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,69,False,Latvia,,25-05-2025,unknown,,-3.939447694566145,-4.20688490532661,-3.6518889597679904,0.019746656814628557,0.014892692077862662,0.025942079923354202,0.019349286070907103,0.014672543093288332,0.025277742813160576,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.419279927373003,0.927076,7.451224660012243,0.1828561220628279,0.8765954981752974,-1.6159207326374305,92,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,70,False,Jamaica,,25-05-2025,unknown,,2.8073392009087295,2.666972480041804,2.9610362316781114,16.63432341423793,14.396319351346547,19.317979292127493,2.298655769277718e-06,7.875350646565856e-08,8.054093920664145e-06,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.854211470395835,0.89473,8.913887272593218,0.3362455638655847,0.7623957063052413,0.24288288073723888,174,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,71,False,Luxembourg,,25-05-2025,unknown,,-8.858165026918027,-9.262428689375065,-8.429857748649368,0.00014705049320934592,9.492550527231591e-05,0.00021825358294766243,0.0001470273805277506,9.491649484796745e-05,0.00021820595349802429,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,13.432745346599102,0.987606,6.597746247536414,-0.16506987018023464,1.090300852837218,-2.700551421493244,147,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,72,False,Slovenia,,25-05-2025,unknown,,-4.500429783467609,-4.774034567802312,-4.213317019927639,0.011272436343598653,0.008446235470105489,0.01479720726564781,0.011142276014152177,0.008375197001768406,0.014579861881247462,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.57193202335173,0.907636,7.300731190645091,0.23669268592632434,0.8079612326106559,-1.807173180223641,102,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,73,False,Costa Rica,,25-05-2025,observed_multi,183.0,4.213363767771697,4.11144861026071,4.324179396517624,67.71856736617983,61.035070827153184,75.50352994970675,9.202999113339064e-26,1.2224511376717316e-31,1.8985290178716317e-25,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.485031769255382,0.853951,9.058183431506016,0.5587200545576392,0.6184226242342273,0.42625956602073306,208,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,74,False,Lithuania,,25-05-2025,unknown,,-3.6518533497604917,-3.8997014119802147,-3.399584645568329,0.02625853928150364,0.020247957551424486,0.03338713680779373,0.02556182673284286,0.019842100512108676,0.03229083878509103,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.878456289975547,0.885029,7.41697451033167,0.34479610337369604,0.7281456543380298,-1.659447039686827,87,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,75,False,Puerto Rico,,25-05-2025,unknown,,2.3761646023491205,2.247679303772007,2.5136129457276355,10.799243310298813,9.46574341988032,12.349467513329776,0.0002934388709086092,5.349862706575572e-05,0.0007332216230228124,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.979690525505411,0.872918,8.812714461979377,0.38049887804791516,0.6853869305595643,0.11430887855335013,143,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,76,False,Estonia,,25-05-2025,unknown,,-4.39729674144389,-4.669946791090908,-4.1174128459715975,0.01249501291921695,0.009372769456052265,0.01628660056584704,0.01233523715616619,0.009285331054654261,0.01602349545038008,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.130317648162611,0.92238,7.490918140584308,0.08094637690597362,0.8600159451356081,-1.5654768473010998,100,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,77,False,Lebanon,,25-05-2025,unknown,,0.4656973193973785,0.3322911742708765,0.5993222087939711,1.5984312423211657,1.3941588575495534,1.8208842038225297,0.3225391088143004,0.2947693790101117,0.3458093494911053,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.518438813485714,0.834933,8.21631142681249,0.5705018807989739,0.5512782588788597,-0.6436212874742275,12,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,1823.7147251303682,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,78,False,Bosnia and Herzegovina,,25-05-2025,unknown,,-3.1987078006933944,-3.4224825218261534,-2.969621396327095,0.04122317488600777,0.03263132732397084,0.05132274173001167,0.03952637926079338,0.031583709340992715,0.04875516861751752,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.045735733434276,0.8610089999999999,7.509178938801071,0.4037913656599798,0.6433413817627887,-1.5422703761597278,78,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,3431.2308335249613,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,79,False,Cyprus,,25-05-2025,unknown,,-1.632392550287326,-1.8455319813381246,-1.4090987514782172,0.1972248783680955,0.15794127772493033,0.2443634224580886,0.16140150549920756,0.13486604495771934,0.19138615129737224,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.181967303704466,0.9122110000000001,8.14096571753165,0.09916191440828319,0.8241135867751745,-0.7393732917018947,46,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,2313.7960291005047,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,80,False,Bulgaria,,25-05-2025,unknown,,-1.3432296736849947,-1.5158118750338265,-1.1665928658979732,0.26256499847678755,0.2196298026141357,0.31142620761113576,0.20138290364601336,0.1763223068152843,0.22808906958937825,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.67762907614483,0.82439,7.747076854258651,0.6266442919931746,0.5140554676315335,-1.2399412531868315,40,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,11287.206094750567,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,81,False,Brunei Darussalam,,25-05-2025,observed_multi,23.0,2.053770836719008,1.7841068045370159,2.3613775328759394,7.914130503850786,5.954259510998704,10.605551200124628,0.005052640612618526,0.00026278588565562346,0.015449916942180057,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,13.02915099568215,0.9903360000000001,9.331513751228359,-0.30740747064865437,1.099939306797685,0.773617447171617,113,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,9248.583379847747,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,82,False,Ecuador,,25-05-2025,observed_multi,294.0,6.031798590652853,5.9668787326027,6.096009879891431,416.80053239231927,390.28558248796054,444.08229043626903,1.3127806673198351e-155,6.099763330886273e-191,1.2376503201668028e-167,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,16.71162468573913,0.771727,9.132333789475679,0.9913085981960587,0.32812510099415176,0.5204924753338526,223,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
ISL,['Icelandic'],391810,65.0,-18.0,99.8301,2023,1511.0787855277567,5.593075516113534,0.998301,1.25,1.0,0.75,1.0,False,5.583572880811657,5.583572880811657,5.583572880811657,5.583572880811657,83,False,Iceland,,25-05-2025,unknown,,-6.745704862952495,-7.113831567934409,-6.375526912575238,0.001207174569778686,0.0008137720028288696,0.001702723435840425,0.001205639740796739,0.0008131100473159313,0.0016998266354544152,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,12.878532307393002,0.998301,7.3212406622124915,-0.36052690264285897,1.1280602906054198,-1.7811090150976734,130,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
PRY,"['Guaraní', 'Spanish']",6109644,-23.0,-58.0,81.5781,2024,10093.883735201438,6.786015905276943,0.8157810000000001,1.25,1.0,0.75,1.0,False,5.535902841222731,5.535902841222731,5.535902841222731,5.535902841222731,84,False,Paraguay,,25-05-2025,unknown,,4.748620467944463,4.658298524212148,4.841267508700384,115.59521832044035,105.45649930684768,126.6297543974388,4.3896115860898824e-44,1.2821348651530913e-53,1.6748255058457303e-44,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.625379064311183,0.8157810000000001,9.219784013612903,0.6082170238910543,0.48366079724850947,0.6316273270888051,212,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
HRV,['Croatian'],3866233,45.16666666,15.5,83.6324,2024,1591.556116495056,6.587288023403108,0.8363240000000001,1.25,1.0,0.75,1.0,False,5.509107068884581,5.509107068884581,5.509107068884581,5.509107068884581,85,False,Croatia,,25-05-2025,unknown,,-3.8185513905807342,-4.046378183727215,-3.584718202509139,0.022188726199513734,0.017485591221119864,0.027744485971312162,0.02169185643194914,0.017182502864278176,0.026985309639544992,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.167791205946209,0.8363240000000001,7.373095624812952,0.4468372681655939,0.5561892806587165,-1.715209886327943,91,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MKD,['Macedonian'],1822612,41.83333333,22.0,87.1819,2023,2224.212765066631,6.260694225323314,0.871819,1.25,1.0,0.75,0.75,False,5.458192178827146,4.0936441341203595,5.458192178827146,5.458192178827146,86,False,North Macedonia,,25-05-2025,unknown,,-3.479263953031356,-3.7049499495968004,-3.2487550476458518,0.031135152564542034,0.024601449951078866,0.03882251177400849,0.030162335431638012,0.024003602704149585,0.0373442057365825,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,14.415781195023367,0.871819,7.707607814777633,0.18162220695426176,0.6815068349908637,-1.290099910810742,85,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
MNG,['Mongolian'],3544835,46.0,105.0,83.0162,2023,6943.711069167842,6.549596025060067,0.830162,1.25,1.0,0.75,0.75,False,5.4372257353559155,4.077919301516936,5.4372257353559155,5.4372257353559155,87,False,Mongolia,,25-05-2025,unknown,,2.2322282566211142,2.126735848653252,2.344197779018974,9.340406391444809,8.387444223682566,10.424906316510105,0.0009409334394296279,0.0003094517574131328,0.001909892769764975,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.081002172436367,0.830162,8.845735651611413,0.4162289537808713,0.5344339131479486,0.1562733795107168,133,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
GEO,['Georgian'],4000921,42.0,43.5,81.8843,2023,3564.798871650325,6.602159976122113,0.818843,1.25,1.0,0.75,0.75,False,5.406132481327759,4.0545993609958195,5.406132481327759,5.406132481327759,88,False,Georgia,,25-05-2025,unknown,,-0.5047327175218401,-0.6412887864698581,-0.36817320324143116,0.605827178683913,0.5266132956325551,0.6919974725599318,0.3295586400133368,0.31101874972548593,0.3463966916308569,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,15.202035142580701,0.818843,8.179143395164006,0.4589142453583427,0.4944714001887834,-0.6908557425946161,9,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
BHS,['English'],398165,25.0343,-77.3963,94.8186,2023,6842.386057328471,5.600063081470082,0.9481860000000001,1.25,1.0,0.75,1.25,False,5.309901412966791,6.637376766208489,5.309901412966791,5.309901412966791,89,False,Bahamas,,25-05-2025,unknown,,-0.831688594612229,-1.089048595509686,-0.5469255349240317,0.44107868876744144,0.3365365248042344,0.5787263577536378,0.2811797271305841,0.24036777869823797,0.3244408987949529,0.9,1.01,693.0,20,4,4,12,-2.3596923798347182,-2.4891109390368804,-2.2277487307667116,5,95,1.0,6,1.0,13.900796422998402,2.8354724934856366,5.633064307707984,5.471753889235463,5.786639097487608,0.6787887,0.2832404461542748,3.221673342497159,3.0329834742527964,3.4290218210676455,8.722766647297384,0.7868838870640574,3.362726802276279,3.2544545680841215,3.4675248507676653,12.89462177121931,0.9481860000000001,8.831037925747017,-0.35485255247255304,0.9511258143311402,0.13759498730315134,22,bayes-distance-one-constraint-smoke,bayes-distance-one-constraint-smoke_20251220T235752Z,no-language,1.25,1.0,0.75,300,300,0.9,0,0.9
