alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,run_label,run_id,bayes_rank
THA,['Thai'],65859640,15.0,100.0,90.8672,2024,27.16,9424.76758538657,7.818619352454832,0.9086719999999999,1.25,1.0,0.75,0.75,False,7.104560484233837,5.328420363175378,7.104560484233837,7.104560484233837,11,False,Thailand,,25-05-2025,False,unknown,,5.314264722926456,-1.8276513812134032,7.761250404488333,1625.879864506993,0.16079076186717708,2347.838518445415,0.03556050849906849,0.0,0.14752286743697265,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,16.166790572497078,0.5679099999999999,0.7863238879816676,-0.4432477221100616,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,179
ARE,['Arabic'],11294243,24.0,54.0,100.0,2024,,5670.8964449129635,7.052857127514885,1.0,1.25,1.0,0.75,0.75,False,7.052857127514885,5.289642845636164,7.052857127514885,7.052857127514885,12,False,United Arab Emirates,,25-05-2025,False,unknown,,4.366485892189152,-0.7720154739543141,6.153175871194478,323.089057599306,0.4620808183811258,470.20833911500677,0.07460622363055047,2.90672266724591e-202,0.30547420929149083,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,16.23980368483258,1.0,0.8130607633968489,1.1232777812660897,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,102
NLD,['Dutch'],18100436,52.5,5.75,97.0068,2023,90.0,541.5892661634281,7.257689036201425,0.9700679999999999,1.25,1.0,0.75,1.0,False,7.0404518879698434,7.0404518879698434,7.0404518879698434,7.0404518879698434,13,False,Netherlands,,25-05-2025,False,unknown,,4.562802126718022,-1.0675932950276588,6.502602512579126,463.3842807358281,0.3438350329125914,666.8749270328152,0.06275458323031727,1.5993910839729562e-287,0.25792938125761505,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,15.539516387540328,0.99,0.5566206032171167,1.087023169880125,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,132
JPN,['Japanese'],123210000,36.0,138.0,86.9815,2023,,9297.2835255448,8.090645957573315,0.869815,1.25,1.0,0.75,0.75,False,7.037365213586633,5.278023910189975,7.037365213586633,7.037365213586633,14,False,Japan,,25-05-2025,False,unknown,,5.584276661112482,-2.222303516167762,8.267130865896329,2659.026327697838,0.10835921497522459,3893.761227923658,0.025338497717175418,0.0,0.10548254112696126,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,16.83234696442963,0.933917,1.0300458409797664,0.8836964328442188,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,198
BRA,['Portuguese'],213421037,-10.0,-55.0,84.4635,2024,5.0,8673.413338358518,8.329237225785352,0.8446349999999999,1.25,1.0,0.75,1.0,False,7.03516528420121,7.03516528420121,7.03516528420121,7.03516528420121,15,False,Brazil,,25-05-2025,False,unknown,,5.913627361207279,-2.544962157157949,8.830496684619312,4594.488130917562,0.07847602268427137,6839.683137519333,0.018972668025982242,0.0,0.07922207537483639,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,19.178777472104436,0.8446349999999999,1.8892917784190986,0.560008011468048,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,210
FRA,['French'],66351959,46.0,2.0,88.6538,2024,39.0,933.9888303008761,7.821853749662105,0.886538,1.25,1.0,0.75,1.0,False,6.934370579517943,6.934370579517943,6.934370579517943,6.934370579517943,16,False,France,,25-05-2025,False,unknown,,5.09219362599784,-1.8902619045918434,7.4849263160380275,1235.6200369038006,0.15103224861923853,1780.992934433269,0.0336747097944539,0.0,0.13949265936797592,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,18.010483843551544,0.886538,1.4614710734006089,0.7119257095586566,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,182
ITA,"['Italian', 'Catalan']",58927633,42.83333333,12.83333333,89.2207,2024,34.0,1648.6771163328056,7.7703189967427955,0.892207,1.25,1.0,0.75,1.0,False,6.932733001126899,6.932733001126899,6.932733001126899,6.932733001126899,17,False,Italy,,25-05-2025,False,unknown,,5.023448365808876,-1.819825961979707,7.367401659020799,1101.3418386132844,0.16205395327027328,1583.5139238750162,0.03570184759399773,0.0,0.14783211037694607,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,14.854211470395835,0.89473,0.30566688264555836,0.7416254872060388,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,178
TUR,['Turkish'],85664944,39.0,35.0,87.3079,2024,17.0,3233.5273059631077,7.932803135318054,0.873079,1.25,1.0,0.75,0.75,False,6.925963828580352,5.194472871435265,6.925963828580352,6.925963828580352,18,False,Türkiye,,25-05-2025,False,unknown,,5.227158250542425,-2.0457699889815664,7.721830355058579,1557.495335549028,0.12928060800232863,2257.0870727708066,0.029527727574122108,0.0,0.12250608350171523,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,9.272657678041044,0.743146,-1.7382578809445948,0.19206358597303055,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,190
CHL,['Spanish'],20206953,-30.0,-71.0,94.4574,2023,9.53,11434.350148808817,7.3055008313257455,0.944574,1.25,1.0,0.75,1.0,False,6.9005861422486845,6.9005861422486845,6.9005861422486845,6.9005861422486845,19,False,Chile,,25-05-2025,False,unknown,,4.41624196634659,-1.185761719176152,6.341167750027904,396.7642523026863,0.3055133764548072,567.4585744233644,0.05792660760428065,2.0408617764677297e-244,0.2381471357136188,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,16.82153731106627,0.944574,1.0260874238405353,0.9223329721982415,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,142
MAR,"['Arabic', 'Berber']",36828330,32.0,-5.0,91.0,2023,14.0,2457.8805046131624,7.566182025989628,0.91,1.25,1.0,0.75,0.75,False,6.8852256436505614,5.163919232737921,6.8852256436505614,6.8852256436505614,20,False,Morocco,,25-05-2025,False,unknown,,4.70266822764981,-1.554305993044624,6.845032224455247,657.4773356780596,0.21133600143045553,939.2035458477783,0.04416431076060555,0.0,0.1822045412566658,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,10.556411517605202,0.991497,-1.268156478959874,1.0924504852046037,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,159
ARG,"['Guaraní', 'Spanish']",46735004,-34.0,-64.0,89.6672,2024,6.52,11444.407762190232,7.6696422841965495,0.8966719999999999,1.25,1.0,0.75,1.0,False,6.877153486255088,6.877153486255088,6.877153486255088,6.877153486255088,21,False,Argentina,,25-05-2025,False,unknown,,4.820440657519162,-1.7001024459183374,7.052584657038975,807.6133809677536,0.18266481084775615,1155.8423413777803,0.039333509345423893,0.0,0.1625462435036762,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,17.660003992187775,0.8966719999999999,1.3331278782990919,0.7486661327371928,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,170
KAZ,"['Kazakh', 'Russian']",20426568,48.0196,66.9237,93.3917,2024,15.4,4673.612031137062,7.310195404132739,0.933917,1.25,1.0,0.75,0.75,False,6.827115761241435,5.120336820931076,6.827115761241435,6.827115761241435,22,False,Kazakhstan,,25-05-2025,False,unknown,,4.317092434691935,-1.218899698311272,6.217911429582088,351.6451600072307,0.2955551890603215,501.65439658644874,0.05656677993853917,6.833895967975038e-216,0.23249568349701288,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,17.7920279210548,0.34976199999999996,1.3814740893429402,-1.2341348185726053,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,143
BEL,"['German', 'French', 'Dutch']",11825551,50.83333333,4.0,95.7758,2024,60.0,537.7889575770149,7.072821385408543,0.957758,1.25,1.0,0.75,1.0,False,6.774051264446115,6.774051264446115,6.774051264446115,6.774051264446115,23,False,Belgium,,25-05-2025,False,unknown,,3.9768384313880487,-0.9046505295500504,5.667587665630897,201.20313980641424,0.404683286305124,289.3357173810906,0.06917113105519349,6.375303892789376e-124,0.2833248873282005,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,16.285773087451204,0.957758,0.8298944272609057,0.9701310518494973,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,118
CHE,"['French', 'Swiss German', 'Italian', 'Romansh']",9082848,47.0,8.0,97.3444,2023,61.28,1049.7516159080428,6.958222046400911,0.973444,1.25,1.0,0.75,1.0,False,6.773439501736688,6.773439501736688,6.773439501736688,6.773439501736688,24,False,Switzerland,,25-05-2025,False,unknown,,3.855981014478567,-0.7424716506941568,5.459544618373188,162.22966030944636,0.4759361139699682,234.9903897168566,0.07558030002852079,2.0702515460277283e-100,0.3087036439544151,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,16.02189835778526,0.973444,0.7332654034237391,1.0270000352695217,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,98
DNK,['Danish'],6011488,56.0,10.0,99.7692,2024,86.0,795.8333269965693,6.778981984515728,0.997692,1.25,1.0,0.75,1.0,False,6.763336094095466,6.763336094095466,6.763336094095466,6.763336094095466,25,False,Denmark,,25-05-2025,False,unknown,,3.6639818333352254,-0.4887642878925957,5.133681372919229,115.46427867414101,0.6133838929670927,169.64047986192858,0.08440509088199687,3.5942634121207477e-72,0.34308264558451224,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,15.60918286322111,0.997692,0.5821319644138931,1.114910216958209,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,81
PHL,"['English', 'Filipino']",114123600,13.0,122.0,83.7661,2023,63.73,10891.305409879478,8.057375462910338,0.837661,1.25,1.0,0.75,1.25,False,6.749349187636937,8.43668648454617,6.749349187636937,6.749349187636937,26,False,Philippines,,25-05-2025,False,unknown,,5.16760802430108,-2.2743272085701562,7.726936210777192,1553.4773197766908,0.10286609358634685,2268.640904916783,0.024134106013866032,0.0,0.10015836635275273,0.9,1.53,7.0,22.0,5.0,4.0,13.0,-1.2431429970862933,-1.581132520852681,-0.5472088674848214,5.0,95.0,1.0,6.0,1.0,False,False,14.01949574190159,2.7308019804754426,2.9381881939970076,-1.2741382139649196,4.442658896970977,0.6901696809523811,0.27582698083674123,2.8672367663415015,0.7268729115472787,3.660463137503605,9.725138096494574,0.269703,-1.5725628134557574,-1.5243856118675003,nb-ablate-dist-eng-dist0_eng0-seed2,nb-ablate-dist-eng-dist0-eng0-seed2_20251221T141131Z,202
