alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_y_censored_lower_bound,bayes_is_censored,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_train_n_censored,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_unresolved_censored_tokens_count,bayes_likelihood,bayes_total_countries,bayes_target_total_nonzero,bayes_target_total_zero,bayes_target_total_one,bayes_target_total_multi,bayes_expected_total_nonzero_mean,bayes_expected_total_zero_mean,bayes_expected_total_one_mean,bayes_expected_total_multi_mean,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_use_censoring,bayes_alpha_prior_sigma,bayes_beta_prior_sigma,bayes_nb_alpha_sigma,bayes_nb_alpha_mean,bayes_nb_alpha_hdi_low,bayes_nb_alpha_hdi_high,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_english_speakers_rate,run_label,run_id,bayes_rank
CHN,['Chinese'],1408280000,35.0,105.0,92.0,2024,1.0,7910.383493384459,9.14868901159969,0.92,1.25,1.0,0.75,0.75,False,8.416793890671714,6.312595418003786,8.416793890671714,8.416793890671714,1,False,China,,25-05-2025,True,censored,,2.0,True,9.210737661253026,6.597499762369577,11.978884786331196,57997.249152478194,733.2596613675391,159354.22031784398,0.024551198279809422,0.02068909188747082,0.02868322523355235,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,21.065634938547873,0.92,0.01,2.70135305506553,0.8672606632046004,-1.2708775195656699,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,240
USA,['English'],340110988,38.0,-97.0,93.1444,2023,95.46,6978.644055694834,8.531620662955014,0.931444,1.25,1.0,0.75,1.25,False,7.94672687678547,9.933408595981838,7.94672687678547,7.94672687678547,2,False,United States,,25-05-2025,True,censored,,2.0,True,10.734138802946948,7.444839768560054,14.23306439522967,431011.48812686885,1711.0113168276532,1518243.2161082348,0.02312336753097235,0.019198018340887205,0.027468773609255006,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,17.449397726957166,0.8901359999999999,,1.369624927090091,0.7627918645581626,0.0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,242
RUS,['Russian'],146028325,60.0,100.0,94.365,2024,5.48,5586.827797984403,8.164437103716473,0.94365,1.25,1.0,0.75,0.75,False,7.70437107292205,5.778278304691537,7.70437107292205,7.70437107292205,3,False,Russian Federation,,25-05-2025,False,unknown,,,False,7.706517514276958,5.589250844583885,9.941139402789323,6299.872274471926,267.53511930904006,20767.393892334312,0.0260697408394528,0.022115509716735593,0.030246926800865267,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,16.46203770461362,0.342005,0.15,1.00601628162323,-1.154653456593403,-0.8131687209569007,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,222
SAU,['Arabic'],35300280,25.0,45.0,100.0,2024,,5020.787822864553,7.547778150202912,1.0,1.25,1.0,0.75,0.75,False,7.547778150202912,5.660833612652184,7.547778150202912,7.547778150202912,4,False,Saudi Arabia,,25-05-2025,False,unknown,,,False,7.816183205155532,6.035455347167608,9.692893883952312,4945.890178621671,417.98910494535636,16202.06340864018,0.02594667268638301,0.022290599779948704,0.02987248905107309,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,17.760233059555436,0.26438300000000003,,1.4840942307803846,-1.4261869781757015,0.0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,227
KOR,['Korean'],51159889,37.0,127.5,97.8956,2024,,8800.76470074514,7.708929593532578,0.978956,1.25,1.0,0.75,0.75,False,7.546702879166279,5.660027159374709,7.546702879166279,7.546702879166279,5,False,"Korea, Republic of",,25-05-2025,False,unknown,,,False,8.00106560337298,6.171063284251562,9.93487681335365,6210.261624701189,478.6948261736815,20637.742298920668,0.02575596034375299,0.022110758632315954,0.029680060503614707,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,15.400912712032026,0.9974729999999999,,0.6152426909446937,1.1382729602021704,0.0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,230
DEU,['German'],83491249,51.0,9.0,93.5,2024,56.0,814.7812325454852,7.92164095799646,0.935,1.25,1.0,0.75,1.0,False,7.40673429572669,7.40673429572669,7.40673429572669,7.40673429572669,6,False,Germany,,25-05-2025,True,censored,,2.0,True,8.605358008130553,6.557709920100524,10.833134043882598,13873.41080459714,704.6562637960367,50672.269909394876,0.02514586050975395,0.021508977757740685,0.02910625990798673,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,18.24025238193372,0.935,0.56,1.660867820614021,0.9197329368349434,0.5272641892544951,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,237
MYS,"['English', 'Malay']",34231700,2.5,112.5,98.0206,2024,62.57,11343.95421480751,7.534428467419687,0.980206,1.25,1.0,0.75,1.25,False,7.385291990335582,9.231614987919478,7.385291990335582,7.385291990335582,7,False,Malaysia,,25-05-2025,False,unknown,,,False,8.31372075186488,6.269643231554677,10.527828689461142,10030.877465838787,528.2889336894043,37340.33951538491,0.025441878395886984,0.021746867671378817,0.029425054547665624,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,12.67888794332868,,,-0.3871796440474077,0.0,0.0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,233
ESP,"['Spanish', 'Catalan', 'Basque', 'Galician']",49315949,40.0,-4.0,95.7575,2024,22.0,1563.936092002502,7.692987394784945,0.957575,1.25,1.0,0.75,1.0,False,7.366612404561193,7.366612404561193,7.366612404561193,7.366612404561193,8,False,Spain,,25-05-2025,True,censored,,2.0,True,7.387634810308297,5.63127228144398,9.262145104875486,3245.356980211295,279.01687991467406,10531.70073182689,0.02639854744853481,0.022601370020466843,0.030420716135160793,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,17.713758095822914,0.957575,0.22,1.4669791985444292,0.9987037086486091,-0.5843143216525161,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,214
AUS,['English'],27536874,-27.0,133.0,97.0631,2023,97.0,15292.462466555582,7.439914637387663,0.970631,1.25,1.0,0.75,1.25,False,7.221411784402225,9.02676473050278,7.221411784402225,7.221411784402225,9,False,Australia,,25-05-2025,True,censored,,2.0,True,9.034131304444205,6.17826374966389,12.052994568910831,44803.78118853771,482.1545420285181,171612.6096633257,0.024744911991650576,0.020756222830915366,0.029129996866422373,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,17.131036537197033,0.970631,0.97,1.2523841249932623,1.0443755756164599,1.8676970994658904,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,239
CAN,"['English', 'French']",41651653,60.0,-95.0,93.9564,2023,86.21,5197.793133853403,7.619632241625957,0.9395640000000001,1.25,1.0,0.75,1.25,False,7.159132147471051,8.948915184338814,7.159132147471051,7.159132147471051,10,False,Canada,,25-05-2025,True,censored,,2.0,True,8.912092874662955,6.3202564480750825,11.67860441383116,30305.03287446312,555.715634506798,118019.41542842909,0.024857046355601844,0.020970982357981945,0.02904629406432339,0.9,1.0,3271.0,28.0,6.0,4.0,18.0,27.0,3.466541649260428,2.630744889933209,4.46957889246518,0.0,0.0,negbin,248.0,95.0,153.0,6.0,89.0,99.3660805390098,148.6339194609902,9.586976779335437,89.77910375967437,95.0,1.0,6.0,1.0,False,True,True,2.0,1.0,5.0,0.04042116032620892,0.03435400428401638,0.04673159892488529,13.730253764146203,2.7154470463038853,2.0818215308858354,1.2661073663240365,2.9425937741177766,0.6720803074074077,0.2858652572532328,1.3529534068243962,0.57508396787032,2.0448089662211197,0.39872499999999994,0.3058713322215732,0.8284844080130696,-0.23450435098312308,1.9078753093335277,17.544851613664733,0.9395640000000001,0.8621,1.4047771083257714,0.935698500624869,1.514934389680989,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0_eng1-usecensored1-seed0,nb-negbin-27-censored-eng1-expect0s-fixed-config-data-dist0-eng1-usecensored1-seed0_20251221T175503Z,238
