alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,unknown,,8.48140379717843,8.363555134769655,8.592947933744334,4836.249507622069,4287.911817365599,5393.489930543379,0.0,0.0,0.0,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.795795280097252,0.33,9.01831776791444,1.0209934547945616,-1.2314226472091578,0.37559686438590884,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,227
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,unknown,,0.9666069442065814,0.8230628704740868,1.1156938068741777,2.6394789304115136,2.2774647538572017,3.0516847259494386,0.1897127408031033,0.14428122704058904,0.23354000765991273,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,12.540757571577291,0.727039,9.62290542472566,-0.4796515764288793,0.17035102385666734,1.1439283383813899,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,43
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,unknown,,5.449043648613346,5.283247832465462,5.611227221160252,233.69601595632693,197.00868879429115,273.4796546298303,1.3960785816607386e-73,4.63977100366383e-117,5.428918012071146e-84,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,18.49087132456597,0.726899,8.288491690239606,1.6188042423663238,0.1698567441663869,-0.551892044299065,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,216
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,unknown,,-3.9360698255031394,-4.212735363436814,-3.647236252112269,0.01981910646225676,0.014805814636309585,0.02606306208139173,0.01941848501178789,0.014588217316453335,0.025392554569722947,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,13.438487123487413,0.891806,9.165260163392075,-0.16304488954596574,0.7520723219168147,0.5623364811111825,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,92
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,unknown,,2.8096408136523405,2.6588848104603016,2.9661648462899723,16.67458222827174,14.280354919438196,19.41730830634502,2.3293179750470255e-06,7.167365847720919e-08,8.97138901415341e-06,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.545073146180547,,6.271556846800695,-0.8308044892800115,0.0,-3.115084500767195,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,174
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,unknown,,-8.853402792312762,-9.277783768975501,-8.418961490821232,0.00014787779235895168,9.347906347173116e-05,0.00022064468983705348,0.00014785434894288972,9.347032554475791e-05,0.00022059601112161685,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,14.419279927373003,0.927076,7.451224660012243,0.1828561220628279,0.8765954981752974,-1.6159207326374305,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,147
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,unknown,,-4.497057776752453,-4.781505939805258,-4.202424578667523,0.01131461470023063,0.008383365679179864,0.01495926391695327,0.011183344463787888,0.008313378631389938,0.014737149813462217,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.176845386862315,0.9552930000000001,7.195496634062249,0.8027053583108378,0.9762175697512998,-1.9409089934901727,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,102
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,observed_multi,183.0,4.214983796549556,4.107082509578666,4.323548529908436,67.83549844969129,60.769165281682994,75.45591134356174,1.7199506662403745e-25,1.2811720818882653e-31,2.4658763916996723e-25,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.485031769255382,0.853951,9.058183431506016,0.5587200545576392,0.6184226242342273,0.42625956602073306,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,207
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,unknown,,-3.648813054673155,-3.905482860992448,-3.384105574374219,0.02634663737216619,0.0201312327525201,0.0339079579330172,0.02564469514260346,0.019730018233934974,0.032777482686867816,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,13.432745346599102,0.987606,6.597746247536414,-0.16506987018023464,1.090300852837218,-2.700551421493244,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,87
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,unknown,,2.3784948775837873,2.245749225113371,2.5169511393246355,10.825459869768904,9.447491239391786,12.390761332447514,0.0002906423742193518,5.1506117281039086e-05,0.000745286575875,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.07168216757617,0.0,9.046211485512677,1.1182918373790358,-2.396510488584243,0.41104519171449566,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,143
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,unknown,,-4.393479718224521,-4.673066847770183,-4.101744643451426,0.012546693575071415,0.00934357125692789,0.01654378820017763,0.012385446875492019,0.009256675523089071,0.01627234283060598,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,14.130317648162611,0.92238,7.490918140584308,0.08094637690597362,0.8600159451356081,-1.5654768473010998,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,100
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,unknown,,0.46780627795268187,0.3332180202252902,0.6073177611491402,1.6019295375028342,1.3954515035022805,1.835501537966047,0.3221106508273124,0.2928239288089723,0.34568287083559257,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.473475933398209,0.23497900000000002,8.58031822634037,0.5546446012130124,-1.5669008647100728,-0.18102851424306385,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,12
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,1823.7147251303682,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,77,False,Bosnia and Herzegovina,,25-05-2025,unknown,,-3.19577380317815,-3.4301240109911384,-2.9566012013495486,0.04135615405543065,0.03238292578541272,0.05199533988065018,0.039647291396822465,0.0313510693322996,0.049360907117087766,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.045735733434276,0.8610089999999999,7.509178938801071,0.4037913656599798,0.6433413817627887,-1.5422703761597278,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,78
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,3431.2308335249613,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,78,False,Cyprus,,25-05-2025,unknown,,-1.6288786005690532,-1.8454911445180462,-1.4046670523495088,0.19794752073496144,0.15794772768632162,0.2454487662186419,0.16186421637174206,0.13487068266322358,0.19202766809276775,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,14.181967303704466,0.9122110000000001,8.14096571753165,0.09916191440828319,0.8241135867751745,-0.7393732917018947,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,46
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,2313.7960291005047,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,79,False,Bulgaria,,25-05-2025,unknown,,-1.3410540592838125,-1.5233234297918505,-1.1572296290926603,0.2631891435764592,0.2179862208871894,0.31435586328112697,0.20171293410688332,0.1752906814765162,0.22956123112676388,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.67762907614483,0.82439,7.747076854258651,0.6266442919931746,0.5140554676315335,-1.2399412531868315,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,40
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,11287.206094750567,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,80,False,Brunei Darussalam,,25-05-2025,observed_multi,23.0,2.0578222799869232,1.7633926532081372,2.3491089445756477,7.9499320154385895,5.832190478911401,10.476230753855418,0.005055320683193091,0.0002954174743840635,0.017097931566542896,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,13.02915099568215,0.9903360000000001,9.331513751228359,-0.30740747064865437,1.099939306797685,0.773617447171617,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,113
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,9248.583379847747,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,81,False,Ecuador,,25-05-2025,observed_multi,294.0,6.0322121028144515,5.961151224980284,6.0991798713134315,417.0017192690737,388.05660775221037,445.4922594964362,2.7531458890502307e-156,1.4929958229441343e-191,1.1430606318044283e-166,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.71162468573913,0.771727,9.132333789475679,0.9913085981960587,0.32812510099415176,0.5204924753338526,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,222
ISL,['Icelandic'],391810,65.0,-18.0,99.8301,2023,1511.0787855277567,5.593075516113534,0.998301,1.25,1.0,0.75,1.0,False,5.583572880811657,5.583572880811657,5.583572880811657,5.583572880811657,82,False,Iceland,,25-05-2025,unknown,,-6.740552196354648,-7.113058112541451,-6.3530751154915555,0.0012140097608845672,0.0008144016651332406,0.0017413849459032664,0.0012124547066870272,0.0008137386850411195,0.001738355163119048,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.131485604077078,0.881824,8.258575390526843,0.7867081011025775,0.7168301799998267,-0.5899107408368527,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,130
PRY,"['Guaraní', 'Spanish']",6109644,-23.0,-58.0,81.5781,2024,10093.883735201438,6.786015905276943,0.8157810000000001,1.25,1.0,0.75,1.0,False,5.535902841222731,5.535902841222731,5.535902841222731,5.535902841222731,83,False,Paraguay,,25-05-2025,unknown,,4.750247888365955,4.6539952787240235,4.84629191248526,115.79980529703033,105.00366760216562,127.26759534866632,1.5544550176185753e-43,6.810085318722729e-54,2.622362579957359e-44,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.517245022876946,0.866377,8.24995360215214,0.5700808608061821,0.6622934773158236,-0.6008676158173186,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,211
HRV,['Croatian'],3866233,45.16666666,15.5,83.6324,2024,1591.556116495056,6.587288023403108,0.8363240000000001,1.25,1.0,0.75,1.0,False,5.509107068884581,5.509107068884581,5.509107068884581,5.509107068884581,84,False,Croatia,,25-05-2025,unknown,,-3.8155456925015248,-4.056019660562511,-3.5706885708807308,0.022263856684929157,0.017317813898753687,0.02813647418357657,0.02176318267905743,0.01702048915814826,0.027355846550254092,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.289274693197108,0.39262,8.858957428335218,0.8423563535481725,-1.0103384028851947,0.17307608311307007,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,91
MKD,['Macedonian'],1822612,41.83333333,22.0,87.1819,2023,2224.212765066631,6.260694225323314,0.871819,1.25,1.0,0.75,0.75,False,5.458192178827146,4.0936441341203595,5.458192178827146,5.458192178827146,85,False,North Macedonia,,25-05-2025,unknown,,-3.4755838598479785,-3.707057360773308,-3.2385270013098233,0.03125788822382029,0.024549658959895086,0.03922162697671191,0.03027680197829107,0.02395431089697986,0.03771306839888292,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.92437011261623,0.35092100000000004,8.323325842581772,1.0663385719890937,-1.1575596086351938,-0.507623565918938,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,85
MNG,['Mongolian'],3544835,46.0,105.0,83.0162,2023,6943.711069167842,6.549596025060067,0.830162,1.25,1.0,0.75,0.75,False,5.4372257353559155,4.077919301516936,5.4372257353559155,5.4372257353559155,86,False,Mongolia,,25-05-2025,unknown,,2.2347177940290446,2.125746432074946,2.3466432523688234,9.364655730171922,8.379149621520053,10.450431322778961,0.0009295073081009306,0.0003023914855904087,0.00192389560213546,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,10.76487849442862,0.0,9.370284907339396,-1.1059595660950352,-2.396510488584243,0.8228892098146374,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,133
GEO,['Georgian'],4000921,42.0,43.5,81.8843,2023,3564.798871650325,6.602159976122113,0.818843,1.25,1.0,0.75,0.75,False,5.406132481327759,4.0545993609958195,5.406132481327759,5.406132481327759,87,False,Georgia,,25-05-2025,unknown,,-0.5020224972798911,-0.641015594688148,-0.3591052532254608,0.6075413957218039,0.5267571862154596,0.6983008501185582,0.32988907443901416,0.3110589680188153,0.347355647935391,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.078767629469402,,6.227873636697677,-0.9952587443582956,0.0,-3.1705986761381055,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,9
BHS,['English'],398165,25.0343,-77.3963,94.8186,2023,6842.386057328471,5.600063081470082,0.9481860000000001,1.25,1.0,0.75,1.25,False,5.309901412966791,6.637376766208489,5.309901412966791,5.309901412966791,88,False,Bahamas,,25-05-2025,unknown,,-0.8268880163036516,-1.1003296904346889,-0.5528323811286293,0.4433456694521397,0.3327613596841164,0.5753179987747272,0.28192579574014554,0.2385703495786012,0.3236313004220245,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,12.89462177121931,0.9481860000000001,8.831037925747017,-0.35485255247255304,0.9511258143311402,0.13759498730315134,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,22
MLT,"['English', 'Maltese']",574250,35.9375,14.3754,92.0727,2023,2373.312282265431,5.759101003867063,0.920727,1.25,1.0,0.75,1.25,False,5.30255978998751,6.628199737484387,5.30255978998751,5.30255978998751,89,False,Malta,,25-05-2025,unknown,,-4.935334381992754,-5.226083703670254,-4.641407541234369,0.007300948358841836,0.005374533427753782,0.009644114615414494,0.0072461525486093945,0.00534572530237727,0.009551552724230819,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.7535278844901,0.585357,9.067721502898577,1.3587617126751066,-0.32986708384546826,0.43838088601388714,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,107
