alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
PYF,['French'],279500,-17.6797,-149.4068,72.7039,2017,15105.878135071034,5.446381812222442,0.727039,1.25,1.0,0.75,1.0,False,3.959731986376392,3.959731986376392,3.959731986376392,3.959731986376392,138,False,French Polynesia,,25-05-2025,unknown,,-0.6594502579061454,-0.8954168583004058,-0.41278808121053573,0.5225713710443819,0.4084373184973825,0.6618025193122195,0.30738729149584426,0.2714834330257974,0.34143751166086134,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,14.970195634356456,0.996528,8.588127760865625,0.37715026818808767,1.1218005913849407,-0.17110388031213866,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,17
SMR,['Italian'],34132,43.76666666,12.41666666,87.0278,2023,1545.3575740145034,4.533161736960601,0.870278,1.25,1.0,0.75,1.0,False,3.945110930118598,3.945110930118598,3.945110930118598,3.945110930118598,139,False,San Marino,,25-05-2025,observed_one,1.0,-12.944887884735062,-13.364566624896467,-12.519821190207173,2.4698275350331115e-06,1.5707933031533443e-06,3.6545138295476635e-06,2.4698210138155487e-06,1.5707908357635648e-06,3.6545004740999416e-06,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.7938423168381,0.276,8.800498103004022,1.020304693657347,-1.4220733848887173,0.09878389554609192,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,173
DJI,"['Arabic', 'French']",1066809,11.5,43.0,65.0248,2023,6154.536181906155,6.028086670904087,0.6502479999999999,1.25,1.0,0.75,1.0,False,3.9197513015820404,3.9197513015820404,3.9197513015820404,3.9197513015820404,140,False,Djibouti,,25-05-2025,unknown,,-2.7096152792913015,-2.842961645683919,-2.5700827442276095,0.06679216018754791,0.058252886837130986,0.07652921422820512,0.062448810683034005,0.054956434084502924,0.07089098951587157,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,13.880182507699853,0.6502479999999999,8.725107148050437,-0.007270010675789815,-0.10076491683131511,0.0029743915100182297,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,70
ATG,['English'],103603,17.05,-61.8,77.5756,2023,6524.438859909447,5.015372331322167,0.7757559999999999,1.25,1.0,0.75,1.25,False,3.8907051782571584,4.863381472821448,3.8907051782571584,3.8907051782571584,141,False,Antigua and Barbuda,,25-05-2025,unknown,,-5.662796592082942,-5.937188790682583,-5.387658944126936,0.003520751146968214,0.0026394402500998513,0.004572666694622228,0.003508033836012513,0.0026324827911893825,0.004551805146601085,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.548321565917217,0.7757559999999999,8.783463488152831,-0.8296588531491259,0.3423497643665761,0.07713570178938797,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,117
VCT,['English'],110872,13.25,-61.2,75.9927,2023,6829.58642169349,5.044821881759084,0.759927,1.25,1.0,0.75,1.25,False,3.8336963581395356,4.792120447674419,3.8336963581395356,3.8336963581395356,142,False,Saint Vincent and the Grenadines,,25-05-2025,unknown,,-5.51282013230134,-5.781087795673115,-5.244203779454995,0.004087244877138089,0.0030853583563611535,0.005278023498224967,0.0040701376368955985,0.0030758535904409365,0.005250239353296044,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.166010958636768,0.616,8.937122864950348,1.1515592350622486,-0.221679851350751,0.272411497016096,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,116
LKA,"['Sinhala', 'Tamil']",21763170,7.0,81.0,51.2,2023,8921.169522992157,7.337722154502129,0.512,1.25,1.0,0.75,0.75,False,3.75691374310509,2.8176853073288175,3.75691374310509,3.75691374310509,143,False,Sri Lanka,,25-05-2025,unknown,,3.2914343863386524,3.0761980880429394,3.485029450222378,27.078400978126368,21.675836396840683,32.62338820547726,2.289843467632784e-09,2.2150121710944075e-13,8.361492585551072e-09,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,14.565239847443495,0.47991,9.1838152088157,0.23433252340540067,-0.7021550159954034,0.5859168920570156,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,197
GNQ,"['French', 'Portuguese', 'Spanish']",1668768,2.0,10.0,60.3661,2023,5885.2720641795095,6.222395963208134,0.603661,1.25,1.0,0.75,1.0,False,3.7562177695461854,3.7562177695461854,3.7562177695461854,3.7562177695461854,144,False,Equatorial Guinea,,25-05-2025,unknown,,-2.5420909386563757,-2.6704415328357682,-2.4146357538181733,0.07895055062557127,0.06922165595631397,0.08939989779657255,0.07292211590652539,0.06459209952914943,0.0817544007980567,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.15738559248449,0.862697,7.8079218145515465,0.7958423771242696,0.6493009825998836,-1.1626173159539648,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,65
GRD,['English'],109021,12.11666666,-61.66666666,74.1201,2023,6961.869820005652,5.037510161295513,0.7412009999999999,1.25,1.0,0.75,1.25,False,3.733807569062395,4.667259461327994,3.733807569062395,3.733807569062395,145,False,Grenada,,25-05-2025,unknown,,-5.677135549734504,-5.941359051064105,-5.411950800420138,0.003466785192180617,0.002628456132926417,0.0044629264392601065,0.003454481636422502,0.0026215564224467422,0.004443053106434088,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,10.94273900380909,0.694825,7.895511033971356,-1.0432326273611574,0.05661726712316145,-1.051305824055695,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,119
LCA,['English'],184100,13.88333333,-60.96666666,70.0834,2023,6757.492040482498,5.265053788504015,0.700834,1.25,1.0,0.75,1.25,False,3.6899287068124225,4.612410883515528,3.6899287068124225,3.6899287068124225,146,False,Saint Lucia,,25-05-2025,unknown,,-5.2231679929256565,-5.454485870040947,-4.9929636565827975,0.005441149197362921,0.004277076195758168,0.006785525706367955,0.0054110651993127135,0.004258821880293309,0.0067396382086131685,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,10.618885342030893,0.973444,7.006753161899385,-1.157447687645549,1.0403009315961456,-2.1807709035708136,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,112
BGD,['Bengali'],169828911,24.0,90.0,44.5027,2023,7997.324724093082,8.230011624771146,0.44502699999999995,1.25,1.0,0.75,0.75,False,3.6625773833370285,2.7469330375027714,3.6625773833370285,3.6625773833370285,147,False,Bangladesh,,25-05-2025,unknown,,6.141790984584188,5.817523348374076,6.44789975693846,473.11767440630405,336.138528082762,631.3748590905144,9.389811404473027e-107,3.960790853192825e-272,3.500022803427919e-144,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,18.950302082365745,0.44502699999999995,8.98698738924438,1.7808339424799013,-0.8253118619671826,0.3357811060699568,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,221
KNA,['English'],51320,17.33333333,-62.75,76.4208,2023,6559.353643121045,4.710286647702891,0.764208,1.25,1.0,0.75,1.25,False,3.599638738467731,4.499548423084664,3.599638738467731,3.599638738467731,148,False,Saint Kitts and Nevis,,25-05-2025,unknown,,-7.165818241838939,-7.4756060404433935,-6.854818759274491,0.000786189748957912,0.0005667432201372645,0.0010543637167667042,0.0007855498632377586,0.0005664221132322436,0.0010532526197619982,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.750466365008762,0.978956,9.082707514537592,1.3576819915745237,1.059761429116326,0.45742564202602226,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,137
VGB,['English'],39471,18.431383,-64.62305,77.7043,2017,6581.50324210563,4.596278129409967,0.777043,1.25,1.0,0.75,1.25,False,3.571505746511109,4.464382183138886,3.571505746511109,3.571505746511109,149,False,"Virgin Islands, British",,25-05-2025,unknown,,-7.5266608249575135,-7.853138120303137,-7.1967237976384855,0.000549186915299005,0.00038853179886598065,0.0007490368342800202,0.0005488733299979755,0.0003883808712276241,0.00074847598810154,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.375340152017603,0.643775,8.796276710752968,-0.8906650573345058,-0.12361829136834804,0.09341920029632064,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,141
CUW,"['English', 'Dutch', 'Papiamento']",156115,12.116667,-68.933333,68.1272,2017,7420.6237804385055,5.193444633390771,0.681272,1.25,1.0,0.75,1.25,False,3.5381484122793974,4.422685515349246,3.5381484122793974,3.5381484122793974,150,False,Curaçao,,25-05-2025,unknown,,-5.372908737835843,-5.605727294910712,-5.133640745109533,0.00468737533839548,0.00367674650255835,0.005895059960542799,0.004665012425364526,0.0036632528592006612,0.005860410459264147,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,11.958348194135517,0.681272,8.912153150553841,-0.6850527498769843,0.008767462534808208,0.2406790968399133,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,114
SWZ,"['English', 'Swazi']",1235549,-26.5,31.5,57.62,2023,9512.23006915562,6.09185997354031,0.5761999999999999,1.25,1.0,0.75,1.25,False,3.510129716753926,4.387662145942407,3.510129716753926,3.510129716753926,151,False,Eswatini,,25-05-2025,observed_multi,4.0,-1.399619023798007,-1.5600765619381378,-1.242054379652185,0.24790389776398444,0.21011998440612772,0.28879032439587615,0.19306085196232034,0.17029951460671341,0.21635283683683537,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,10.629803516362548,,8.782199479265767,-1.153597121520595,0.0,0.07552935438814623,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,42
AGO,['Portuguese'],36170961,-12.5,18.5,44.7581,2023,7644.854810730754,7.558360047369661,0.447581,1.25,1.0,0.75,1.0,False,3.38297834836176,3.38297834836176,3.38297834836176,3.38297834836176,152,False,Angola,,25-05-2025,unknown,,2.9080953311224262,2.643180934025148,3.1505649799675632,18.534091993810904,14.057850108339213,23.34925271955926,2.4956901594974536e-06,1.689745914165611e-09,1.1032515855770683e-05,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.40376717255515,0.447581,8.941918925157776,1.2354098858672253,-0.8162947881887825,0.2785065007215625,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,172
NRU,"['English', 'Nauru']",11680,-0.53333333,166.91666666,81.6554,2020,13983.375593389967,4.067442842776381,0.816554,1.25,1.0,0.75,1.25,False,3.321286723040425,4.151608403800531,3.321286723040425,3.321286723040425,153,False,Nauru,,25-05-2025,unknown,,-6.275058575126586,-6.686317818952976,-5.850020521597994,0.0019439283948252115,0.0012478702171218456,0.002879841273262778,0.0019399036819523613,0.0012463140081858948,0.0028715597167768983,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.487866929944548,0.961638,9.827699862586542,0.5597199445920795,0.9986190314286478,1.4041883859279092,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,126
GRL,['Greenlandic'],56542,72.0,-40.0,69.4825,2017,2684.201455128426,4.752371166261774,0.694825,1.25,1.0,0.75,0.75,False,3.3020662955978373,2.476549721698378,3.3020662955978373,3.3020662955978373,154,False,Greenland,,25-05-2025,unknown,,-11.57913700733148,-11.884884557360932,-11.261910351960813,9.530012299747125e-06,6.894824442936467e-06,1.2854295093941261e-05,9.529918152215692e-06,6.894776904496065e-06,1.2854129862100868e-05,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,16.71030640402353,0.560535,9.048652788350116,0.9908436733136519,-0.4175028729321724,0.4141476860946366,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,162
NGA,['English'],223800000,10.0,8.0,39.2136,2023,4972.7114956424375,8.34986008219233,0.392136,1.25,1.0,0.75,1.25,False,3.274280733190572,4.0928509164882145,3.274280733190572,3.274280733190572,155,False,Nigeria,,25-05-2025,unknown,,4.058464396089675,3.7025070292997384,4.399709060015379,59.18871702802191,40.54883419928296,81.42717484869107,3.3427118608852506e-14,3.526942515473581e-34,9.950483650797575e-17,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,15.733004477507437,0.582314,9.03443352561222,0.6461738065590289,-0.34061060597063314,0.39607734182700954,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,204
STP,['Portuguese'],209607,1.0,7.0,61.4607,2023,5950.8564317035425,5.321405782179103,0.614607,1.25,1.0,0.75,1.0,False,3.2705732435677524,3.2705732435677524,3.2705732435677524,3.2705732435677524,156,False,Sao Tome and Principe,,25-05-2025,unknown,,-6.48878930809655,-6.704103300997799,-6.272923330768954,0.0015333705720008504,0.00122587244904137,0.0018867060509081283,0.001530980827833925,0.001224370606501616,0.0018831497470895658,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,13.331813601586536,0.7839579999999999,8.90642482757585,-0.20066596403917783,0.3713074930785716,0.23339934048429203,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,129
VIR,['English'],87146,18.35,-64.933333,64.3775,2017,6608.5887247621695,4.940247457793744,0.643775,1.25,1.0,0.75,1.25,False,3.1804078071411674,3.975509758926459,3.1804078071411674,3.1804078071411674,157,False,"Virgin Islands, U.S.",,25-05-2025,unknown,,-7.45164520682465,-7.7116387573333744,-7.187228790129623,0.0005877578568701066,0.000447588417758441,0.0007561827583359133,0.0005874037730557124,0.0004473881271679605,0.0007556111621141468,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,18.43402925484208,0.8415,9.189494508512826,1.5987574706714898,0.5744635069222238,0.5931343478856214,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,140
CMR,"['English', 'French']",29442327,6.0,12.0,41.9088,2023,5484.698364377135,7.468972131865236,0.419088,1.25,1.0,0.75,1.25,False,3.130156592799138,3.912695740998923,3.130156592799138,3.130156592799138,158,False,Cameroon,,25-05-2025,unknown,,0.7569055889889934,0.4830036939297296,1.0060819468704962,2.1579769004944187,1.6209358948987838,2.7348646519341226,0.25023945581685214,0.17750034885511753,0.32048102778599247,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.197943890820852,0.419088,8.609899687189209,1.1628211789736949,-0.9168912968684804,-0.14343534282966777,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,30
WSM,"['English', 'Samoan']",205557,-13.58333333,-172.33333333,58.1386,2023,15441.816926011068,5.312932270752029,0.581386,1.25,1.0,0.75,1.25,False,3.0888644411634387,3.8610805514542985,3.0888644411634387,3.0888644411634387,159,False,Samoa,,25-05-2025,unknown,,-2.8310814909136974,-3.082313137164499,-2.5738943410991637,0.05967486502515337,0.0458530705392492,0.0762380705241555,0.05613722070639628,0.043798041202009856,0.07064185957091115,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.302411609161485,0.138152,8.717814676819952,1.1996643218998357,-1.9087552902156044,-0.006293140015750223,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,73
CIV,['French'],31719275,8.0,-5.0,40.6528,2023,5122.027861833726,7.501323252192296,0.406528,1.25,1.0,0.75,1.0,False,3.0494979390672294,3.0494979390672294,3.0494979390672294,3.0494979390672294,160,False,Côte d'Ivoire,,25-05-2025,unknown,,0.4697488451834814,0.18671518502546466,0.7297369458410482,1.6209628321419143,1.2052839601732503,2.0745348236054233,0.31784269515707697,0.26059237442658567,0.36111140248579915,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,17.272435098227596,0.406528,8.541500922502147,1.1890923586722757,-0.9612352462250594,-0.23035892305732364,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,13
MHL,"['English', 'Marshallese']",42418,9.0,168.0,65.7177,2023,12946.89879378718,4.627550187767521,0.6571769999999999,1.25,1.0,0.75,1.25,False,3.0411195497464956,3.8013994371831195,3.0411195497464956,3.0411195497464956,161,False,Marshall Islands,,25-05-2025,unknown,,-5.855440483649663,-6.167752443429308,-5.531716709028075,0.0029178888719062763,0.00209594246351477,0.003959187600190549,0.002909065524516088,0.002091554089176393,0.003943543422345582,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,14.415781195023367,0.871819,7.707607814777633,0.18162220695426176,0.6815068349908637,-1.290099910810742,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,123
LSO,"['English', 'Sotho']",2116427,-29.5,28.5,47.991,2023,9737.23539049232,6.325603293342072,0.47991,1.25,1.0,0.75,1.25,False,3.0357202765077935,3.794650345634742,3.0357202765077935,3.0357202765077935,162,False,Lesotho,,25-05-2025,unknown,,-1.3257887218214515,-1.5388028677960988,-1.1299129639547576,0.26757053286077254,0.21463789887173837,0.3230613742488069,0.20405646943513733,0.17317705625235813,0.23387363402737935,0.9,1.0,1522.0,20.0,4.0,4.0,12.0,-2.3542777537653854,-2.4868462313687125,-2.2190559362354008,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.628920566862607,5.4696855579253905,5.784704825820326,0.6787887,0.2832404461542748,3.219535065440234,3.0364557922705093,3.425507748183559,8.722766647297384,0.7868838870640574,3.362358371198323,3.253321384551398,3.4719076202486283,14.878456289975547,0.885029,7.41697451033167,0.34479610337369604,0.7281456543380298,-1.659447039686827,nb-compare-distance-with-distance,nb-compare-distance-with-distance_20251221T105541Z,38
