alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_y_censored_lower_bound,bayes_is_censored,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_train_n_censored,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_unresolved_censored_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_use_censoring,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
CHN,['Chinese'],1408280000,35.0,105.0,92.0,2024,1.0,7910.383493384459,9.14868901159969,0.92,1.25,1.0,0.75,0.75,False,8.416793890671714,6.312595418003786,8.416793890671714,8.416793890671714,1,False,China,,25-05-2025,False,unknown,,,False,7.211455772249391,6.2657449564346575,8.169744838507281,1830.4992094601841,526.2334610008571,3532.442505610428,2.681155596489094e-217,0.0,1.516683252603671e-226,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,21.065634938547873,0.92,8.976057949814678,2.5125798297905924,0.8706394328143748,0.31334273588540756,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,248
USA,['English'],340110988,38.0,-97.0,93.1444,2023,95.46,6978.644055694834,8.531620662955014,0.931444,1.25,1.0,0.75,1.25,False,7.94672687678547,9.933408595981838,7.94672687678547,7.94672687678547,2,False,United States,,25-05-2025,True,censored,,2.0,True,5.849877978839628,5.066804245010067,6.622253157895408,431.9636766062869,158.6664571402687,751.636746890924,2.9221483273691414e-67,0.0,1.9611840024663117e-67,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,17.449397726957166,0.8901359999999999,8.51073982360534,1.197139640098785,0.7603970232596441,-0.31738621183375454,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,245
RUS,['Russian'],146028325,60.0,100.0,94.365,2024,5.48,5586.827797984403,8.164437103716473,0.94365,1.25,1.0,0.75,0.75,False,7.70437107292205,5.778278304691537,7.70437107292205,7.70437107292205,3,False,Russian Federation,,25-05-2025,False,unknown,,,False,4.683739830108577,3.881516669206262,5.697775128882712,139.72529108519944,48.49771431110924,298.20319887755517,5.178473635469717e-21,9.258360471831376e-128,4.201763079522671e-20,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,16.46203770461362,0.342005,8.838081925572382,0.8379781749928003,-1.263018533653156,0.1263191327222129,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,234
SAU,['Arabic'],35300280,25.0,45.0,100.0,2024,,5020.787822864553,7.547778150202912,1.0,1.25,1.0,0.75,0.75,False,7.547778150202912,5.660833612652184,7.547778150202912,7.547778150202912,4,False,Saudi Arabia,,25-05-2025,False,unknown,,,False,3.7134061719125664,3.1211700915056166,4.593584579714261,48.49050494817305,22.672893489475776,98.84812498303413,9.479369440006158e-10,1.1635338403637589e-41,3.2269662043923825e-09,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,17.760233059555436,0.26438300000000003,8.546634970003979,1.310208906563228,-1.5495587263419208,-0.268731094740694,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,228
KOR,['Korean'],51159889,37.0,127.5,97.8956,2024,,8800.76470074514,7.708929593532578,0.978956,1.25,1.0,0.75,0.75,False,7.546702879166279,5.660027159374709,7.546702879166279,7.546702879166279,5,False,"Korea, Republic of",,25-05-2025,False,unknown,,,False,5.350572092280901,5.130413922768033,5.803960646989075,217.8618183121264,169.08709256052774,331.61035395107166,4.114253412943926e-72,3.192135031213504e-142,6.230447145236106e-72,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,15.400912712032026,0.9974729999999999,8.450786304958566,0.4519840103803944,1.1566295947295104,-0.39865194724834424,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,246
DEU,['German'],83491249,51.0,9.0,93.5,2024,56.0,814.7812325454852,7.92164095799646,0.935,1.25,1.0,0.75,1.0,False,7.40673429572669,7.40673429572669,7.40673429572669,7.40673429572669,6,False,Germany,,25-05-2025,True,censored,,2.0,True,-0.9850594685240576,-3.25492796765798,3.74439290580782,6.302007238229479,0.038583600830337225,42.283330265998416,0.10723028372201551,1.8313277859406964e-17,0.358249894639527,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,18.24025238193372,0.935,6.704146221648854,1.4848204354920134,0.9260116583474901,-2.7661858981918965,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,119
MYS,"['English', 'Malay']",34231700,2.5,112.5,98.0206,2024,62.57,11343.95421480751,7.534428467419687,0.980206,1.25,1.0,0.75,1.25,False,7.385291990335582,9.231614987919478,7.385291990335582,7.385291990335582,7,False,Malaysia,,25-05-2025,False,unknown,,,False,5.72697324079399,4.9745460510855946,6.112947526159166,322.69157225092556,144.6831314921199,451.66805849138535,9.372767717172546e-53,3.1468412219431026e-194,2.1151075654760974e-61,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,12.67888794332868,,9.066585343713683,-0.538178019536296,0.0,0.43605071710853854,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,240
ESP,"['Spanish', 'Catalan', 'Basque', 'Galician']",49315949,40.0,-4.0,95.7575,2024,22.0,1563.936092002502,7.692987394784945,0.957575,1.25,1.0,0.75,1.0,False,7.366612404561193,7.366612404561193,7.366612404561193,7.366612404561193,8,False,Spain,,25-05-2025,True,censored,,2.0,True,0.5230714857774622,-1.1065540649178902,3.8212273361909825,8.010380779945278,0.3306965597790031,45.66021483698839,0.1746857080160345,6.754095722713156e-19,0.27173122268469985,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,17.713758095822914,0.957575,7.355600266359302,1.2933032027802243,1.0093468577748281,-1.8831536220695588,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,73
AUS,['English'],27536874,-27.0,133.0,97.0631,2023,97.0,15292.462466555582,7.439914637387663,0.970631,1.25,1.0,0.75,1.25,False,7.221411784402225,9.02676473050278,7.221411784402225,7.221411784402225,9,False,Australia,,25-05-2025,True,censored,,2.0,True,6.285712878811909,4.88655473836683,6.622294919250269,615.6449856941197,132.4963024296297,751.6681369152932,1.492314604997222e-43,0.0,3.8000936304564286e-56,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,17.131036537197033,0.970631,9.635180726298632,1.0813327725331578,1.057542842878852,1.2067698168722094,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,238
CAN,"['English', 'French']",41651653,60.0,-95.0,93.9564,2023,86.21,5197.793133853403,7.619632241625957,0.9395640000000001,1.25,1.0,0.75,1.25,False,7.159132147471051,8.948915184338814,7.159132147471051,7.159132147471051,10,False,Canada,,25-05-2025,True,censored,,2.0,True,3.477175633274315,2.839820051464546,4.338864839962938,38.413527279669694,17.112685858304843,76.62051351492923,1.58442644609125e-07,4.0595905500030074e-32,6.329554434479697e-07,0.9,3.94,4.0,23.0,5.0,4.0,14.0,12.0,-0.6053399415833506,-0.8746312902412152,-0.37837667463842933,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.151605342137289,1.6562719360464107,2.80309868936828,0.6841490590909092,0.2708939338374484,2.056117979469189,1.942207808036994,2.251233081294276,8.744890416992915,0.7377465833651973,1.9805090943335626,0.5058053578508847,2.579533921755509,17.544851613664733,0.9395640000000001,8.556181787988972,1.2318618863150914,0.942859580836366,-0.25579058345910133,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed0,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed0_20251221T160813Z,225
