alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_rank,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli,run_label,run_id
FIN,"['Finnish', 'Swedish']",5650325,64.0,26.0,93.5139,2023,1926.1070315467211,6.752073428641965,0.935139,1.25,1.0,0.75,1.0,False,6.314127193986819,6.314127193986819,6.314127193986819,6.314127193986819,47,False,Finland,,25-05-2025,unknown,,-1.1320990274257827,-1.3697084629064522,-0.8897198082039921,0.3262028461128175,0.2541812681913433,0.410771156583354,0.23386596139660976,0.19713051536403187,0.2723980973751758,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,15.547223623592183,0.935139,7.563775209968284,0.5806535610471867,0.9050624777662287,-1.4728874950704767,34,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
IRQ,"['Arabic', 'Aramaic', 'Sorani']",46118793,33.0,44.0,81.7291,2023,4276.380632226291,7.663877932614442,0.817291,1.25,1.0,0.75,0.75,False,6.26361845942439,4.697713844568293,6.26361845942439,6.26361845942439,48,False,Iraq,,25-05-2025,observed_multi,234.0,5.107454737757185,4.9969492062304015,5.228078289740772,165.71160854240293,147.96114236844056,186.43419318100595,4.418053978615637e-60,2.0122417968434367e-79,8.25964778111079e-63,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,12.878532307393002,0.998301,7.3212406622124915,-0.36052690264285897,1.1280602906054198,-1.7811090150976734,213,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
AZE,['Azerbaijani'],10241722,40.5,47.5,89.0,2023,3930.125892284722,7.010372983224158,0.89,1.25,1.0,0.75,0.75,False,6.239231955069501,4.679423966302126,6.239231955069501,6.239231955069501,49,False,Azerbaijan,,25-05-2025,unknown,,2.5827661530987114,2.4472126377765018,2.7257611224283544,13.283087623522599,11.556092471041735,15.268059293165155,3.667377936289874e-05,3.5736451169370778e-06,0.00011068044474677577,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,16.141980327500146,0.89,8.276681150420304,0.7904093267174193,0.7456961139121984,-0.5669012979049166,151,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
PRT,['Portuguese'],10749635,39.5,-8.0,88.487,2024,1674.3801395135133,7.0313937181886415,0.8848699999999999,1.25,1.0,0.75,1.0,False,6.221869359413582,6.221869359413582,6.221869359413582,6.221869359413582,50,False,Portugal,,25-05-2025,unknown,,-1.022626814634783,-1.250189950724915,-0.7831820760717992,0.3637683899519345,0.286450398786244,0.4569496629255269,0.25110560815964755,0.21510256570825767,0.2893461007058755,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,15.625379064311183,0.8157810000000001,9.219784013612903,0.6082170238910543,0.48366079724850947,0.6316273270888051,29,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
BHR,['Arabic'],1594654,26.0,50.55,100.0,2024,5279.15754686833,6.202666466583464,1.0,1.25,1.0,0.75,0.75,False,6.202666466583464,4.651999849937598,6.202666466583464,6.202666466583464,51,False,Bahrain,,25-05-2025,unknown,,1.3965713866357938,1.1367891188171484,1.6349423639580014,4.082492084393838,3.1167447857467527,5.129181574886912,0.07462141468078264,0.030373775392629088,0.1380753586019526,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,14.282167342769135,1.0,8.571711214677183,0.13449995393956898,1.1340587277038934,-0.19196661045354918,65,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
UKR,['Ukrainian'],32862000,49.0,32.0,82.3755,2023,2393.292074218166,7.516693991312429,0.823755,1.25,1.0,0.75,0.75,False,6.191914258813569,4.643935694110177,6.191914258813569,6.191914258813569,52,False,Ukraine,,25-05-2025,unknown,,2.028978541374372,1.8614083575360703,2.2136656148686753,7.656458196097526,6.432827251543237,9.149197053739352,0.004665333947469254,0.0009726385224735026,0.01034506209581344,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,0.0,,9.375282202934603,-4.902462095800549,0.0,0.829239950600361,114,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
ISR,"['Arabic', 'Hebrew']",10134800,31.47,35.13,88.1824,2024,3859.5903474815527,7.00581518275242,0.881824,1.25,1.0,0.75,0.75,False,6.177895967715471,4.633421975786603,6.177895967715471,6.177895967715471,53,False,Israel,,25-05-2025,unknown,,2.391909501070879,2.2573976352477603,2.5312400182338055,10.974273448924125,9.55818422025262,12.56910302250897,0.0002590530677305554,4.372248236774083e-05,0.000675014496295443,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,17.89182068970841,0.892207,7.408334860674386,1.4075341149946603,0.7534880801725462,-1.6704266134197694,144,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
PER,"['Aymara', 'Quechua', 'Spanish']",34350244,-10.0,-76.0,81.9571,2024,9886.041920852245,7.535929826329404,0.8195709999999999,1.25,1.0,0.75,1.0,False,6.176229543694616,6.176229543694616,6.176229543694616,6.176229543694616,54,False,Peru,,25-05-2025,unknown,,8.127525497480919,8.027089738708131,8.218779824266607,3391.920587209457,3062.815166856373,3709.9731043356996,0.0,0.0,0.0,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,18.55279262955334,0.837661,9.295811893235234,1.6406423328890263,0.5609096517008936,0.7282462576225055,227,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
CZE,"['Czech', 'Slovak']",10882341,49.75,15.5,87.6878,2024,1286.7695582632664,7.036722330474317,0.8768779999999999,1.25,1.0,0.75,1.0,False,6.170347003701658,6.170347003701658,6.170347003701658,6.170347003701658,55,False,Czechia,,25-05-2025,unknown,,-2.2128814955177503,-2.474906226463285,-1.9431101123282972,0.11102131915375914,0.08417092363216881,0.14325905668827568,0.09903911043493338,0.07737614562180103,0.12413789350147572,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,16.202651941688483,0.8768779999999999,7.160666976265336,0.8118066826528858,0.6993679846560652,-1.9851717600425114,55,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
IDN,['Indonesian'],284438782,-5.0,120.0,72.7808,2024,12496.473829025206,8.453988810272648,0.727808,1.25,1.0,0.75,0.75,False,6.152880688026915,4.614660516020186,6.152880688026915,6.152880688026915,56,False,Indonesia,,25-05-2025,unknown,,12.286228757697597,12.070615400545885,12.484057877180827,218481.5628508806,174663.50346284636,264093.4689077942,0.0,0.0,0.0,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,11.344861779922974,,5.113501075206003,-0.9014140144006216,0.0,-4.586782918580163,227,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
LBY,['Arabic'],7459000,25.0,17.0,88.4989,2023,3587.601937185113,6.8726806071519295,0.884989,1.25,1.0,0.75,0.75,False,6.082246737842779,4.561685053382084,6.082246737842779,6.082246737842779,57,False,Libya,,25-05-2025,unknown,,1.5069265276681556,1.3616507851794462,1.6601754248637717,4.532728397703,3.902640858268372,5.260236203673984,0.05116416405158539,0.02732231233886247,0.07879013428574316,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,12.123234367221169,0.700834,8.818555073218446,-0.626901533998689,0.07783245754383662,0.12173133482051442,74,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
KGZ,"['Kyrgyz', 'Russian']",7281800,41.0,75.0,88.4701,2023,5660.831518833146,6.86223874654393,0.8847010000000001,1.25,1.0,0.75,0.75,False,6.071029481306162,4.553272110979622,6.071029481306162,6.071029481306162,58,False,Kyrgyzstan,,25-05-2025,unknown,,3.4037959088855145,3.280348987106566,3.51837127852313,30.152880552136907,26.585049728932958,33.729455946048056,1.414307993363513e-11,7.578816774588102e-14,7.566686998882308e-11,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,16.682145024583093,0.607171,9.201894107833127,0.9809118614180554,-0.25285124696135886,0.608892199233378,202,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
GRC,['Greek'],10400720,39.0,22.0,86.2697,2024,2459.012756670915,7.017063404799118,0.862697,1.25,1.0,0.75,0.75,False,6.053599548129985,4.540199661097489,6.053599548129985,6.053599548129985,59,False,Greece,,25-05-2025,unknown,,0.3014405262535475,0.130569009790579,0.48294734892038765,1.3607552499089601,1.1394765732240943,1.620846784578845,0.34702984634581235,0.32049170012107703,0.3646170834348693,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,11.599295803205079,0.7412009999999999,8.848346998804203,-0.8116815187172196,0.22035094509773956,0.15959197229895292,6,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
SVK,['Slovak'],5413813,48.66666666,19.5,89.8251,2024,1599.2587468398117,6.733503250608721,0.898251,1.25,1.0,0.75,1.0,False,6.048376028362535,6.048376028362535,6.048376028362535,6.048376028362535,60,False,Slovakia,,25-05-2025,unknown,,-2.429057466581852,-2.6761321045133672,-2.1735068045011916,0.08927175683369411,0.0688289587268222,0.11377799655948781,0.08146324026787705,0.06425088042938111,0.10154184817870775,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,14.57193202335173,0.907636,7.300731190645091,0.23669268592632434,0.8079612326106559,-1.807173180223641,62,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
URY,['Spanish'],3499451,-33.0,-56.0,91.9911,2024,10972.411931889446,6.543999916815401,0.919911,1.25,1.0,0.75,1.0,False,6.019897507477572,6.019897507477572,6.019897507477572,6.019897507477572,61,False,Uruguay,,25-05-2025,unknown,,5.174486273178875,5.023999741449285,5.336378208957372,177.58920862789034,152.02049803381485,207.75888677823286,6.212384220727541e-60,1.2275087946240811e-88,3.9198024034428206e-64,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,19.64478255760019,0.931444,8.850753199570008,2.025759780000802,0.892017024512044,0.1626498577193576,212,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
SRB,['Serbian'],6567783,44.0,21.0,87.6907,2024,1998.6345021182503,6.81741879522901,0.8769070000000001,1.25,1.0,0.75,1.0,False,5.978242263467886,5.978242263467886,5.978242263467886,5.978242263467886,62,False,Serbia,,25-05-2025,unknown,,-1.335515836523071,-1.5422449014972868,-1.1192350832211002,0.2655110001803722,0.21390081778013337,0.3265295056314435,0.20270468759704055,0.17270947355884714,0.23556590964796228,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,16.574690913480765,0.0927123,8.693094368728552,0.9430154927002496,-2.0691832962329726,-0.03770858579852479,38,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,8351.75380499986,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,63,False,Colombia,,25-05-2025,unknown,,7.746846274255737,7.635125206289192,7.841754639328,2318.6594986942687,2069.631090608443,2544.666104674504,0.0,0.0,0.0,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,17.786881361003886,0.773369,9.030346560479794,1.370524646926951,0.33392229564729664,0.39088348133550127,227,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,2919.638592728831,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,64,False,Algeria,,25-05-2025,unknown,,2.9855713035125,2.8292090893280792,3.1560077189700952,19.89889423766054,16.932164405665173,23.47668546700102,1.9650749779384836e-07,1.495766697118966e-09,7.513874748265821e-07,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,17.674132786665304,0.769081,7.979557567491823,1.3307610538758399,0.31878321484785327,-0.944496503262442,181,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,unknown,,8.479083873874782,8.356440487913702,8.58395339039382,4825.485555596393,4257.51327776384,5345.2034163999915,0.0,0.0,0.0,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,16.795795280097252,0.33,9.01831776791444,1.0209934547945616,-1.2314226472091578,0.37559686438590884,227,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,unknown,,0.9602046456980018,0.8120857444933453,1.10806732677473,2.622479811459087,2.2526016788164855,3.028499680677561,0.1916574000590831,0.14654359877175632,0.23680559007827218,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,12.540757571577291,0.727039,9.62290542472566,-0.4796515764288793,0.17035102385666734,1.1439283383813899,43,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,unknown,,5.449084504807907,5.2586067504643905,5.595168926880533,233.76067462610453,192.21351072673656,269.12334838974044,1.3153133172100738e-76,3.7069603286166054e-115,6.41473580143845e-82,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,18.49087132456597,0.726899,8.288491690239606,1.6188042423663238,0.1698567441663869,-0.551892044299065,216,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,unknown,,-3.9442104278013135,-4.2216702487853945,-3.657633271836603,0.019664079693891147,0.014674116416549582,0.025793493653397014,0.01926953173735959,0.014460358887550859,0.02513669600624778,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,13.438487123487413,0.891806,9.165260163392075,-0.16304488954596574,0.7520723219168147,0.5623364811111825,92,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,unknown,,2.801086941552601,2.6453390738953693,2.9364710989506553,16.528859032419234,14.08822127372126,18.849258516083967,2.611844014033639e-06,1.228828085176262e-07,1.0725552547756224e-05,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,11.545073146180547,,6.271556846800695,-0.8308044892800115,0.0,-3.115084500767195,171,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,unknown,,-8.863136143234941,-9.283782780437217,-8.435289378244017,0.00014662512270375566,9.292001703086748e-05,0.000217072357783677,0.00014660204201225136,9.291138329293463e-05,0.00021702524201796318,0.9,1.03,123.0,20.0,4.0,4.0,12.0,-2.356281996996924,-2.48018066031496,-2.233903298837799,5.0,95.0,1.0,6.0,1.0,True,13.900796422998402,2.8354724934856366,5.630821359018517,5.470900769427416,5.769803026632734,0.6787887,0.2832404461542748,3.2104053832447033,3.032882788165144,3.4064878654538706,8.722766647297384,0.7868838870640574,3.361418283152787,3.2494963309700475,3.4803091351772157,14.419279927373003,0.927076,7.451224660012243,0.1828561220628279,0.8765954981752974,-1.6159207326374305,147,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,pipeline-final-smoke,pipeline-final-smoke_20251221T100323Z
