alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_y_censored_lower_bound,bayes_is_censored,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_train_n_censored,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_unresolved_censored_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_use_censoring,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,run_label,run_id,bayes_rank
THA,['Thai'],65859640,15.0,100.0,90.8672,2024,27.16,9424.76758538657,7.818619352454832,0.9086719999999999,1.25,1.0,0.75,0.75,False,7.104560484233837,5.328420363175378,7.104560484233837,7.104560484233837,11,False,Thailand,,25-05-2025,False,unknown,,,False,5.040809781311107,3.32202188243255,5.70782487614496,212.719499245395,27.71633311238962,301.2151749072835,4.171763948116095e-12,4.600327803631095e-129,2.5449850941227248e-11,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,16.166790572497078,0.5679099999999999,8.623641346481184,0.7305792626005162,-0.42909435971592935,-0.16435056867177658,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,238
ARE,['Arabic'],11294243,24.0,54.0,100.0,2024,,5670.8964449129635,7.052857127514885,1.0,1.25,1.0,0.75,0.75,False,7.052857127514885,5.289642845636164,7.052857127514885,7.052857127514885,12,False,United Arab Emirates,,25-05-2025,False,unknown,,,False,2.685515724013283,1.1329311825601664,3.2341821459317086,19.063264641170328,3.104743747163862,25.38560156998712,0.03244162745343316,2.397511935173678e-10,0.13920431064762054,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,16.23980368483258,1.0,8.643278810801462,0.7571384667458534,1.1659579689909894,-0.13773239820095948,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,169
NLD,['Dutch'],18100436,52.5,5.75,97.0068,2023,90.0,541.5892661634281,7.257689036201425,0.9700679999999999,1.25,1.0,0.75,1.0,False,7.0404518879698434,7.0404518879698434,7.0404518879698434,7.0404518879698434,13,False,Netherlands,,25-05-2025,True,censored,,2.0,True,-2.2030739533424883,-3.586663954127508,0.8775326040393556,0.619655669128211,0.027690554464177203,2.4049583960819434,0.08557304319022055,0.02693430644269564,0.23263548538826037,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,15.539516387540328,0.99,7.03321059700139,0.5024023968231414,1.1290431519689126,-2.320146048232139,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,130
JPN,['Japanese'],123210000,36.0,138.0,86.9815,2023,,9297.2835255448,8.090645957573315,0.869815,1.25,1.0,0.75,0.75,False,7.037365213586633,5.278023910189975,7.037365213586633,7.037365213586633,14,False,Japan,,25-05-2025,False,unknown,,,False,5.412725989441995,4.026297363891878,6.024407415052832,283.8460930248876,56.0529827471822,413.3965968266355,3.728082014317124e-24,1.203666660013488e-177,2.5415441238695732e-23,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,16.83234696442963,0.933917,8.44990145028702,0.9726816400795743,0.922013783663999,-0.3998513491723884,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,241
BRA,['Portuguese'],213421037,-10.0,-55.0,84.4635,2024,5.0,8673.413338358518,8.329237225785352,0.8446349999999999,1.25,1.0,0.75,1.0,False,7.03516528420121,7.03516528420121,7.03516528420121,7.03516528420121,15,False,Brazil,,25-05-2025,False,unknown,,,False,5.661566059313304,4.628635374323351,6.199809249710377,336.6447656839609,102.37426619509066,492.6550580359186,5.360237946694167e-44,5.434627293527075e-212,3.544964646903378e-43,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,19.178777472104436,0.8446349999999999,9.068132975826083,1.8262177361689858,0.5924309143274922,0.4381484999343711,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,245
FRA,['French'],66351959,46.0,2.0,88.6538,2024,39.0,933.9888303008761,7.821853749662105,0.886538,1.25,1.0,0.75,1.0,False,6.934370579517943,6.934370579517943,6.934370579517943,6.934370579517943,16,False,France,,25-05-2025,True,censored,,2.0,True,-0.18293720135967625,-1.5513994176208141,2.5266453649140113,3.3469998364876075,0.2119511590053524,12.511464262531478,0.18236691909792616,4.6094408889631026e-05,0.28335471728398864,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,18.010483843551544,0.886538,6.840534583015059,1.4012399754641425,0.7471150720951013,-2.5813143387140114,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,67
ITA,"['Italian', 'Catalan']",58927633,42.83333333,12.83333333,89.2207,2024,34.0,1648.6771163328056,7.7703189967427955,0.892207,1.25,1.0,0.75,1.0,False,6.932733001126899,6.932733001126899,6.932733001126899,6.932733001126899,17,False,Italy,,25-05-2025,False,unknown,,,False,0.9864824734491443,0.06870121742053777,2.5957826888120015,4.523056022733754,1.0711161314935966,13.40707682594007,0.233183979204166,2.0170404801177314e-05,0.36699211611292004,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,14.854211470395835,0.89473,8.913887272593218,0.2531163081462489,0.7773556901995866,0.22907168858638693,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,45
TUR,['Turkish'],85664944,39.0,35.0,87.3079,2024,17.0,3233.5273059631077,7.932803135318054,0.873079,1.25,1.0,0.75,0.75,False,6.925963828580352,5.194472871435265,6.925963828580352,6.925963828580352,18,False,Türkiye,,25-05-2025,False,unknown,,,False,2.7376626393922185,2.2133122494141086,3.2585653901861513,16.476852299942365,9.145959979825653,26.012193015490332,0.00022152474102103876,1.3128801431160997e-10,0.0009754148109899689,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,9.272657678041044,0.743146,9.609191668327256,-1.777226213593505,0.2177861278521367,1.1715421946000353,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,218
CHL,['Spanish'],20206953,-30.0,-71.0,94.4574,2023,9.53,11434.350148808817,7.3055008313257455,0.944574,1.25,1.0,0.75,1.0,False,6.9005861422486845,6.9005861422486845,6.9005861422486845,6.9005861422486845,19,False,Chile,,25-05-2025,False,unknown,,,False,4.500669729736612,2.030800467052931,5.334121466490395,154.42993125855483,7.620183626077241,207.29055708926555,0.0007801167869863478,1.9562953569889026e-88,0.00373733251615561,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,16.82153731106627,0.944574,9.344464726784647,0.9687495273229152,0.9613539041644263,0.8127103849899264,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,210
MAR,"['Arabic', 'Berber']",36828330,32.0,-5.0,91.0,2023,14.0,2457.8805046131624,7.566182025989628,0.91,1.25,1.0,0.75,0.75,False,6.8852256436505614,5.163919232737921,6.8852256436505614,6.8852256436505614,20,False,Morocco,,25-05-2025,False,unknown,,,False,1.5034777789102278,0.9952261573648095,2.204826848180494,4.964967520057829,2.705336104783997,9.068681174874799,0.07910815453245473,0.0010448788616566976,0.18084590805006176,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,10.556411517605202,0.991497,7.193756524738858,-1.3102487186379026,1.1345693000771173,-2.1025294148820457,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,137
ARG,"['Guaraní', 'Spanish']",46735004,-34.0,-64.0,89.6672,2024,6.52,11444.407762190232,7.6696422841965495,0.8966719999999999,1.25,1.0,0.75,1.0,False,6.877153486255088,6.877153486255088,6.877153486255088,6.877153486255088,21,False,Argentina,,25-05-2025,False,unknown,,,False,5.063749191324081,2.9828299659555366,5.838175442201668,241.55663134023266,19.74361140814259,343.1526672638667,9.194827977575066e-09,3.207580336119793e-147,5.2587812806772565e-08,0.9,3.43,4.0,23.0,5.0,4.0,14.0,12.0,-0.912916414567321,-1.4585006187903673,-0.651986650308587,5.0,1.0,95.0,1.0,6.0,1.0,True,False,True,14.158377011671128,2.749070037489086,2.7176318340747114,2.283786594099591,3.2164284062548467,0.6841490590909092,0.2708939338374484,1.5141250541127416,0.1644213002164892,2.1400638099617892,8.744890416992915,0.7377465833651973,1.6306812142659137,0.2640370416253196,2.174962436779882,17.660003992187775,0.8966719999999999,9.345343859728436,1.2737496436121805,0.7845245476652735,0.8139020312321612,nb-ablate-dist-eng-dist1_eng0-usecensored1-seed2,nb-ablate-dist-eng-dist1-eng0-usecensored1-seed2_20251221T160853Z,235
