alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_rank,run_label,run_id,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli
CZE,"['Czech', 'Slovak']",10882341,49.75,15.5,87.6878,2024,7.036722330474317,0.8768779999999999,1.25,1.0,0.75,1.0,False,6.170347003701658,6.170347003701658,6.170347003701658,6.170347003701658,55,False,Czechia,,25-05-2025,unknown,,-1.119568753239299,-1.1867449992313601,-1.0532662552327332,0.32668438717610193,0.30521311889026886,0.34879662872389605,0.235537131997057,0.2249317817815202,0.24608878806300924,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,16.202651941688483,0.8768779999999999,0.8118066826528858,0.6993679846560652,100,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
IDN,['Indonesian'],284438782,-5.0,120.0,72.7808,2024,8.453988810272648,0.727808,1.25,1.0,0.75,0.75,False,6.152880688026915,4.614660516020186,6.152880688026915,6.152880688026915,56,False,Indonesia,,25-05-2025,unknown,,-3.0146430118672107,-3.110831517483488,-2.92176947078059,0.04914291857581626,0.04456388530754711,0.05383833860074563,0.04677901862239547,0.04262154596226695,0.05101641726985383,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,11.344861779922974,,-0.9014140144006216,0.0,197,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LBY,['Arabic'],7459000,25.0,17.0,88.4989,2023,6.8726806071519295,0.884989,1.25,1.0,0.75,0.75,False,6.082246737842779,4.561685053382084,6.082246737842779,6.082246737842779,57,False,Libya,,25-05-2025,unknown,,-0.9232391209464383,-0.9899471266387495,-0.857200608745621,0.39755176130085906,0.3715963390657576,0.42434833917652004,0.2670024761002614,0.2562649361030516,0.27760696917633515,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,12.123234367221169,0.700834,-0.626901533998689,0.07783245754383662,84,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
KGZ,"['Kyrgyz', 'Russian']",7281800,41.0,75.0,88.4701,2023,6.86223874654393,0.8847010000000001,1.25,1.0,0.75,0.75,False,6.071029481306162,4.553272110979622,6.071029481306162,6.071029481306162,58,False,Kyrgyzstan,,25-05-2025,unknown,,-0.9127666699593797,-0.9793986682829297,-0.8468245575016343,0.4017353175160282,0.3755368541916214,0.4287743216816069,0.26868542445330457,0.25796392747896435,0.2792636735836833,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,16.682145024583093,0.607171,0.9809118614180554,-0.25285124696135886,83,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
GRC,['Greek'],10400720,39.0,22.0,86.2697,2024,7.017063404799118,0.862697,1.25,1.0,0.75,0.75,False,6.053599548129985,4.540199661097489,6.053599548129985,6.053599548129985,59,False,Greece,,25-05-2025,unknown,,-1.1341851757167274,-1.1971101751403428,-1.0715978047033687,0.3219154083413445,0.3020658702959129,0.342460895411073,0.23322070472067727,0.22331408576414985,0.24315438766654834,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,11.599295803205079,0.7412009999999999,-0.8116815187172196,0.22035094509773956,102,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
SVK,['Slovak'],5413813,48.66666666,19.5,89.8251,2024,6.733503250608721,0.898251,1.25,1.0,0.75,1.0,False,6.048376028362535,6.048376028362535,6.048376028362535,6.048376028362535,60,False,Slovakia,,25-05-2025,unknown,,-0.7406064162436853,-0.8095781131124399,-0.6720765298681821,0.4772404162143844,0.44504578664619715,0.5106471031154369,0.2959369313829491,0.2851830861337554,0.3064429633835845,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,14.57193202335173,0.907636,0.23669268592632434,0.8079612326106559,61,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
URY,['Spanish'],3499451,-33.0,-56.0,91.9911,2024,6.543999916815401,0.919911,1.25,1.0,0.75,1.0,False,6.019897507477572,6.019897507477572,6.019897507477572,6.019897507477572,61,False,Uruguay,,25-05-2025,unknown,,-0.4828658364043995,-0.5568134078072696,-0.40907723770048854,0.6176411758301417,0.5730321784092987,0.6642629252349463,0.3327517742185176,0.32308314162472407,0.341864724889946,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,19.64478255760019,0.931444,2.025759780000802,0.892017024512044,38,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
SRB,['Serbian'],6567783,44.0,21.0,87.6907,2024,6.81741879522901,0.8769070000000001,1.25,1.0,0.75,1.0,False,5.978242263467886,5.978242263467886,5.978242263467886,5.978242263467886,62,False,Serbia,,25-05-2025,unknown,,-0.8843234016825555,-0.9483144687441742,-0.8205038451237147,0.41330282273962626,0.3873934382149765,0.4402098020654634,0.273249859181239,0.2629719505540847,0.283451670460467,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,16.574690913480765,0.0927123,0.9430154927002496,-2.0691832962329726,77,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,63,False,Colombia,,25-05-2025,unknown,,-2.117939641247486,-2.184512223665451,-2.0530241392856103,0.12037626150464364,0.1125326120489286,0.12834618057222602,0.10670455884350827,0.10055556420699037,0.11288673467731399,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,17.786881361003886,0.773369,1.370524646926951,0.33392229564729664,158,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,64,False,Algeria,,25-05-2025,unknown,,-2.076224563152679,-2.1404362283346186,-2.0130401387307644,0.12549717873522695,0.1176035308404157,0.1335819500835363,0.11067625930672151,0.10455523834219867,0.11687829710188709,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,17.674132786665304,0.769081,1.3307610538758399,0.31878321484785327,153,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,unknown,,-2.240911957988116,-2.3093905606649434,-2.174718102909707,0.10645093935669321,0.09932176470940857,0.11364018499347386,0.09568524167804732,0.08993102284803832,0.10143284966446664,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,16.795795280097252,0.33,1.0209934547945616,-1.2314226472091578,163,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,unknown,,-0.8267952026702403,-0.88757729332784,-0.7663042507728264,0.4377459944486083,0.4116518583421517,0.46472741560398356,0.2824293504041965,0.2727419553674357,0.2919911854082224,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,12.540757571577291,0.727039,-0.4796515764288793,0.17035102385666734,70,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,unknown,,-2.5627809380408113,-2.639841856780195,-2.4881534740805673,0.07717067477466892,0.07137255676156865,0.08306320441615297,0.07142829100603473,0.06645605350094184,0.0764424838202979,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,18.49087132456597,0.726899,1.6188042423663238,0.1698567441663869,176,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,unknown,,-0.1626530874976169,-0.2399300307655644,-0.0848914256358015,0.8508384856407001,0.7866829037419636,0.9186120178798025,0.3629586652604941,0.358218217125117,0.36659285179157525,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,13.438487123487413,0.891806,-0.16304488954596574,0.7520723219168147,15,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,unknown,,-0.44663410000208525,-0.514599318414954,-0.3786431105675767,0.6403247890530387,0.5977400510736046,0.6847899643662021,0.33727766802813497,0.32878890252464243,0.3452684414066652,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,11.545073146180547,,-0.8308044892800115,0.0,33,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,unknown,,0.4491681784281552,0.35172650320241294,0.5491001470006106,1.5698898193874926,1.4215196904705996,1.7316940484897074,0.32624274377187656,0.3064827209396718,0.34307946352478474,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,14.419279927373003,0.927076,0.1828561220628279,0.8765954981752974,41,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,unknown,,-0.2826825931998187,-0.3544228760539037,-0.21065400496743386,0.7544856695354134,0.7015782249861572,0.810054294264961,0.3544775211796692,0.347844026422473,0.36033962193193037,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,16.176845386862315,0.9552930000000001,0.8027053583108378,0.9762175697512998,25,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,observed_multi,183.0,-0.8430728473364841,-0.9004972723157771,-0.7854917123142399,0.43065003894728837,0.4063675351847607,0.45589547824367527,0.27984363511712906,0.2706673223484287,0.2889830658203052,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,15.485031769255382,0.853951,0.5587200545576392,0.6184226242342273,73,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,unknown,,-0.48234575170730076,-0.5474126077637841,-0.41698132978752117,0.6178234492190632,0.5784445397403173,0.6590332251203744,0.3328531949700493,0.324374312095274,0.34095166609889627,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,13.432745346599102,0.987606,-0.16506987018023464,1.090300852837218,37,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,unknown,,-0.5599796176036429,-0.6218872196506542,-0.497342332820782,0.57163096594911,0.5369301766576919,0.6081447612633356,0.3225557700170518,0.31385713068266946,0.3310495912104669,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,17.07168216757617,0.0,1.1182918373790358,-2.396510488584243,45,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,unknown,,-0.03989881311702595,-0.11757981390197964,0.03885722541185984,0.9619737969582007,0.8890695498336508,1.0396220424469795,0.3671921530697443,0.365429058126637,0.3678763006324767,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,14.130317648162611,0.92238,0.08094637690597362,0.8600159451356081,7,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,unknown,,-0.9065052396342922,-0.9601921989386293,-0.8528965389317034,0.40414669582592655,0.38281930244200946,0.4261787002312904,0.2696947031473841,0.26105830683679004,0.27829453803812576,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,15.473475933398209,0.23497900000000002,0.5546446012130124,-1.5669008647100728,81,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,77,False,Bosnia and Herzegovina,,25-05-2025,unknown,,-0.6207167526043934,-0.6797169634657563,-0.5609327711552033,0.5379095932063566,0.5067604048417851,0.5706765060190812,0.3139606901867943,0.30529481389397806,0.32251382501801856,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,15.045735733434276,0.8610089999999999,0.4037913656599798,0.6433413817627887,51,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,78,False,Cyprus,,25-05-2025,unknown,,-0.08955154409087374,-0.16448012535954598,-0.013497117212149905,0.9153021226824752,0.8483346182382695,0.9865935614536824,0.36610117137107206,0.36319523842077717,0.3678168023523711,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,14.181967303704466,0.9122110000000001,0.09916191440828319,0.8241135867751745,12,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,79,False,Bulgaria,,25-05-2025,unknown,,-1.0071832589245082,-1.0589465286496358,-0.9554594721671145,0.365426156091718,0.3468209849190741,0.3846353757211163,0.2534949647307782,0.24517880686703372,0.26182083493641967,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,15.67762907614483,0.82439,0.6266442919931746,0.5140554676315335,90,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,80,False,Brunei Darussalam,,25-05-2025,observed_multi,23.0,0.6440023967169711,0.5416012948214154,0.7477933151947487,1.9078796806009217,1.7187568989948698,2.112333616696461,0.2830244357866691,0.2554981012583596,0.3081540055105555,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,13.02915099568215,0.9903360000000001,-0.30740747064865437,1.099939306797685,67,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,81,False,Ecuador,,25-05-2025,observed_multi,294.0,-1.6213044576525213,-1.671993611796652,-1.571120238381089,0.19773446598233466,0.18787214907330488,0.20781225365150194,0.16223107684914242,0.15569353004583744,0.1688182667687362,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,16.71162468573913,0.771727,0.9913085981960587,0.32812510099415176,129,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
ISL,['Icelandic'],391810,65.0,-18.0,99.8301,2023,5.593075516113534,0.998301,1.25,1.0,0.75,1.0,False,5.583572880811657,5.583572880811657,5.583572880811657,5.583572880811657,82,False,Iceland,,25-05-2025,unknown,,0.7341988556979797,0.6282206307963927,0.8414581368691064,2.0882368987379056,1.8742725887635927,2.319747021556732,0.25884876010820623,0.2280275362585196,0.2876381658510959,0.9,1.0,3716.0,20.0,4.0,4.0,12.0,-0.5461992028915058,-0.6050800018744268,-0.4865162282341388,5.0,95.0,1.0,6.0,1.0,False,13.900796422998402,2.8354724934856366,-1.3205363966881154,-1.3830154541648834,-1.2601049255668901,0.6787887,0.2832404461542748,0.7130019276121254,0.619515835269029,0.8058172981432865,16.131485604077078,0.881824,0.7867081011025775,0.7168301799998267,88,bayes-nodistance,bayes-nodistance_20251221T000524Z,no-language,1.25,1.0,0.75,2000,2000,0.95,0,0.9
