alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_y_censored_lower_bound,bayes_is_censored,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_train_n_censored,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_unresolved_censored_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_use_censoring,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_english_speakers_rate,run_label,run_id,bayes_rank
CHN,['Chinese'],1408280000,35.0,105.0,92.0,2024,1.0,7910.383493384459,9.14868901159969,0.92,1.25,1.0,0.75,0.75,False,8.416793890671714,6.312595418003786,8.416793890671714,8.416793890671714,1,False,China,,25-05-2025,False,unknown,,,False,11.093624467998271,10.542623052306585,11.58564752757832,70985.66850234837,37896.84159292627,107543.15927236284,0.0,0.0,0.0,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,21.065634938547873,0.92,0.01,2.5125798297905924,0.8706394328143748,-1.1791760656896695,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,246
USA,['English'],340110988,38.0,-97.0,93.1444,2023,95.46,6978.644055694834,8.531620662955014,0.931444,1.25,1.0,0.75,1.25,False,7.94672687678547,9.933408595981838,7.94672687678547,7.94672687678547,2,False,United States,,25-05-2025,True,censored,,2.0,True,2.1620764825488252,-0.2450527510353465,5.109841092437169,46.60590924937868,0.7826632518613812,165.644030711622,0.1641482193095215,1.9093631602098173e-70,0.36786512473961563,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,17.449397726957166,0.8901359999999999,,1.197139640098785,0.7603970232596441,0.0,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,54
RUS,['Russian'],146028325,60.0,100.0,94.365,2024,5.48,5586.827797984403,8.164437103716473,0.94365,1.25,1.0,0.75,0.75,False,7.70437107292205,5.778278304691537,7.70437107292205,7.70437107292205,3,False,Russian Federation,,25-05-2025,False,unknown,,,False,8.842264718850332,8.303419231131251,9.28785719663831,7452.899194368705,4037.6544923039482,10806.004130986774,0.0,0.0,0.0,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,16.46203770461362,0.342005,0.15,0.8379781749928003,-1.263018533653156,-0.6528227339369904,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,246
SAU,['Arabic'],35300280,25.0,45.0,100.0,2024,,5020.787822864553,7.547778150202912,1.0,1.25,1.0,0.75,0.75,False,7.547778150202912,5.660833612652184,7.547778150202912,7.547778150202912,4,False,Saudi Arabia,,25-05-2025,False,unknown,,,False,5.924900766215874,5.605635135889509,6.309897071376683,389.0989976963739,271.95459872006927,549.9883364434835,3.5487816657039444e-115,7.646700818725759e-237,2.118921495180415e-116,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,17.760233059555436,0.26438300000000003,,1.310208906563228,-1.5495587263419208,0.0,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,235
KOR,['Korean'],51159889,37.0,127.5,97.8956,2024,,8800.76470074514,7.708929593532578,0.978956,1.25,1.0,0.75,0.75,False,7.546702879166279,5.660027159374709,7.546702879166279,7.546702879166279,5,False,"Korea, Republic of",,25-05-2025,False,unknown,,,False,6.0438993788102096,5.712129897495338,6.444456181013519,440.16071014378787,302.5147079224121,629.2044106011487,1.981344416674401e-127,3.457707518689154e-271,1.2597344206100167e-129,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,15.400912712032026,0.9974729999999999,,0.4519840103803944,1.1566295947295104,0.0,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,236
DEU,['German'],83491249,51.0,9.0,93.5,2024,56.0,814.7812325454852,7.92164095799646,0.935,1.25,1.0,0.75,1.0,False,7.40673429572669,7.40673429572669,7.40673429572669,7.40673429572669,6,False,Germany,,25-05-2025,True,censored,,2.0,True,4.092480946263584,3.007245065790393,5.4128385043639335,92.11558539874608,20.231586395352068,224.26726868531847,5.976028923847126e-09,8.96868490738507e-96,3.307985845229409e-08,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,18.24025238193372,0.935,0.56,1.4848204354920134,0.9260116583474901,0.8886405947672842,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,204
MYS,"['English', 'Malay']",34231700,2.5,112.5,98.0206,2024,62.57,11343.95421480751,7.534428467419687,0.980206,1.25,1.0,0.75,1.25,False,7.385291990335582,9.231614987919478,7.385291990335582,7.385291990335582,7,False,Malaysia,,25-05-2025,False,unknown,,,False,3.2109546322071525,1.970860826845386,4.700898430752255,42.89453972567871,7.176851865806799,110.04599677316125,0.0014137963346920125,1.7750299139529046e-46,0.005483613508512589,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,12.67888794332868,,,-0.538178019536296,0.0,0.0,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,164
ESP,"['Spanish', 'Catalan', 'Basque', 'Galician']",49315949,40.0,-4.0,95.7575,2024,22.0,1563.936092002502,7.692987394784945,0.957575,1.25,1.0,0.75,1.0,False,7.366612404561193,7.366612404561193,7.366612404561193,7.366612404561193,8,False,Spain,,25-05-2025,True,censored,,2.0,True,6.619024324052603,6.612197289633371,6.622239244306688,749.2181687717809,744.1162626808984,751.6262889991117,1.9424487e-317,0.0,3.68e-321,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,17.713758095822914,0.957575,0.22,1.2933032027802243,1.0093468577748281,-0.38964606806065083,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,245
AUS,['English'],27536874,-27.0,133.0,97.0631,2023,97.0,15292.462466555582,7.439914637387663,0.970631,1.25,1.0,0.75,1.25,False,7.221411784402225,9.02676473050278,7.221411784402225,7.221411784402225,9,False,Australia,,25-05-2025,True,censored,,2.0,True,0.08802994453335163,-2.2011512653710192,2.8319427907756527,5.072077006270676,0.1106756718604836,16.9784143110902,0.10508747570615284,7.182332074424569e-07,0.2623986301096721,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,17.131036537197033,0.970631,0.97,1.0813327725331578,1.057542842878852,2.4301039234715582,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,81
CAN,"['English', 'French']",41651653,60.0,-95.0,93.9564,2023,86.21,5197.793133853403,7.619632241625957,0.9395640000000001,1.25,1.0,0.75,1.25,False,7.159132147471051,8.948915184338814,7.159132147471051,7.159132147471051,10,False,Canada,,25-05-2025,True,censored,,2.0,True,1.0177115906009961,-0.9569742555610642,3.3772184254394833,9.335933385809826,0.3840531778584893,29.289187642396048,0.15118290120663846,5.579236276618401e-12,0.3570041903204103,0.9,3.88,4.0,23.0,5.0,4.0,14.0,12.0,-0.6162220267921404,-0.6623598413030535,-0.5777383568616548,5.0,1.0,95.0,1.0,6.0,1.0,False,True,True,14.158377011671128,2.749070037489086,2.604215626339952,2.4093144760502945,2.928999261056952,0.6841490590909092,0.2708939338374484,2.993093359373721,2.806189766560663,3.1645126613916092,0.32363846153846154,0.2659810274855117,-2.1715516531959973,-2.9965341491349626,-1.1859126216086426,17.544851613664733,0.9395640000000001,0.8621,1.2318618863150914,0.942859580836366,2.024435891356458,nb-ablate-dist-eng-dist0_eng1-usecensored1-seed1,nb-ablate-dist-eng-dist0-eng1-usecensored1-seed1_20251221T160949Z,60
