alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_z_english_speakers_rate,bayes_rank,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli,run_label,run_id
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,97.64,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,False,unknown,,-3.1527274406603247,-3.58227817703332,-2.761704102242002,0.04399040870927274,0.027812307710166906,0.06318436509905476,0.04199010700438497,0.027049438739099978,0.05931556884131378,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,11.545073146180547,,6.271556846800695,,-0.8308044892800115,0.0,-3.115084500767195,0.0,66,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,56.0,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,False,unknown,,-10.400512214676485,-10.840634915825559,-9.996310729069778,3.156336784400915e-05,1.9588439678658004e-05,4.556884752177504e-05,3.1562297646934755e-05,1.958805596569707e-05,4.556677103860604e-05,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,14.419279927373003,0.927076,7.451224660012243,0.46,0.1828561220628279,0.8765954981752974,-1.6159207326374305,0.44095173984205904,143,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,59.0,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,False,unknown,,-6.370530991013153,-6.684088973860684,-6.062286387759646,0.0017434604319290154,0.0012506627365418018,0.0023290708818667796,0.0017403104558158394,0.0012490995368892653,0.002323652621768626,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.176845386862315,0.9552930000000001,7.195496634062249,0.86,0.8027053583108378,0.9762175697512998,-1.9409089934901727,1.8437336466492746,112,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8.2,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,True,observed_multi,183.0,5.512395638717123,5.408135365943369,5.615953892559491,248.19831302577197,223.2150417412291,274.7753606048572,2.6055297176699425e-92,1.275202451079728e-117,2.596892376402449e-95,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.485031769255382,0.853951,9.058183431506016,0.08199999999999999,0.5587200545576392,0.6184226242342273,0.42625956602073306,-0.8846771620907595,219,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,38.0,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,False,unknown,,-3.8152942606178875,-4.095491790568849,-3.55713470581206,0.022342236583716018,0.016647572165236112,0.028520445955318295,0.021835205175121067,0.01637272417271459,0.02771851914152267,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,13.432745346599102,0.987606,6.597746247536414,0.56,-0.16506987018023464,1.090300852837218,-2.700551421493244,0.791647216543863,75,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,48.61,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,False,unknown,,0.4747503015571145,0.3093183915185866,0.6424090020517037,1.6156315421586753,1.3624966210406326,1.9010551447950639,0.32014639475684076,0.2840383296933546,0.34882734939793864,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,17.07168216757617,0.0,9.046211485512677,,1.1182918373790358,-2.396510488584243,0.41104519171449566,0.0,15,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,50.0,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,False,unknown,,-5.787998326107818,-6.083079629850658,-5.508515114379739,0.0031153397964949854,0.002281148596026206,0.004052120854855099,0.0031053292271904813,0.0022759508568417053,0.0040357343937973775,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,14.130317648162611,0.92238,7.490918140584308,0.5,0.08094637690597362,0.8600159451356081,-1.5654768473010998,0.5812299305227805,102,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,40.0,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,False,unknown,,-0.16651845433307838,-0.31100600198692535,-0.02918827212736797,0.8500082748500769,0.7327115998840448,0.9712343443218977,0.36188691201576845,0.352143193092529,0.36771036482840536,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.473475933398209,0.23497900000000002,8.58031822634037,0.8267,0.5546446012130124,-1.5669008647100728,-0.18102851424306385,1.7269520529075737,5,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
BIH,"['Bosnian', 'Croatian', 'Serbian']",3422000,44.0,18.0,86.1009,2024,,1823.7147251303682,6.534280005205082,0.8610089999999999,1.25,1.0,0.75,1.0,False,5.626073893001622,5.626073893001622,5.626073893001622,5.626073893001622,77,False,Bosnia and Herzegovina,,25-05-2025,False,unknown,,-2.9751355047071195,-3.2353717039047307,-2.733044620514386,0.05166574301324373,0.0393456378195421,0.0650210251656461,0.049004727119404096,0.037827613766845423,0.06092780602743233,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.045735733434276,0.8610089999999999,7.509178938801071,,0.4037913656599798,0.6433413817627887,-1.5422703761597278,0.0,62,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
CYP,"['Greek', 'Turkish']",1442614,35.0,33.0,91.2211,2023,73.0,3431.2308335249613,6.159150142531189,0.9122110000000001,1.25,1.0,0.75,0.75,False,5.618444510668519,4.21383338300139,5.618444510668519,5.618444510668519,78,False,Cyprus,,25-05-2025,False,unknown,,-5.2657224941475,-5.557197112819323,-4.959822296383804,0.005253447026174417,0.0038595842055093514,0.007014175169249329,0.0052249856435245675,0.003844716494761722,0.006965148657173401,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,14.181967303704466,0.9122110000000001,8.14096571753165,0.73,0.09916191440828319,0.8241135867751745,-0.7393732917018947,1.3878295269369294,101,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
BGR,['Bulgarian'],6437360,43.0,25.0,82.439,2024,25.0,2313.7960291005047,6.808707797095676,0.82439,1.25,1.0,0.75,0.75,False,5.613030620847704,4.2097729656357785,5.613030620847704,5.613030620847704,79,False,Bulgaria,,25-05-2025,False,unknown,,-0.40976957359612554,-0.6338641611400958,-0.19649528513530137,0.6693854584935295,0.5305386681791456,0.8216052229735484,0.3402199006142417,0.31210910921874874,0.36128053895148304,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.67762907614483,0.82439,7.747076854258651,0.25,0.6266442919931746,0.5140554676315335,-1.2399412531868315,-0.29550876123172914,11,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
BRN,['Malay'],455500,4.5,114.66666666,99.0336,2023,39.07,11287.206094750567,5.658488381309017,0.9903360000000001,1.25,1.0,0.75,0.75,False,5.603804749592047,4.2028535621940355,5.603804749592047,5.603804749592047,80,False,Brunei Darussalam,,25-05-2025,True,observed_multi,23.0,-0.0450893642206024,-0.27316982804167894,0.18718522732354775,0.9657746425347633,0.7609639662145068,1.2058507254830313,0.3639371819319733,0.354913889153502,0.3678552529935704,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,13.02915099568215,0.9903360000000001,9.331513751228359,0.3907,-0.30740747064865437,1.099939306797685,0.773617447171617,0.19791977448770887,1,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
ECU,['Spanish'],18103660,-2.0,-77.5,77.1727,2024,,9248.583379847747,7.257766384654669,0.771727,1.25,1.0,0.75,1.0,False,5.6010142787303945,5.6010142787303945,5.6010142787303945,5.6010142787303945,81,False,Ecuador,,25-05-2025,True,observed_multi,294.0,5.667870153242539,5.591976264694009,5.7441308510439555,289.7750403984843,268.2652640538215,312.35207598018343,7.545605201278026e-111,7.028895567312982e-134,8.375747380225024e-115,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.71162468573913,0.771727,9.132333789475679,,0.9913085981960587,0.32812510099415176,0.5204924753338526,0.0,221,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
ISL,['Icelandic'],391810,65.0,-18.0,99.8301,2023,,1511.0787855277567,5.593075516113534,0.998301,1.25,1.0,0.75,1.0,False,5.583572880811657,5.583572880811657,5.583572880811657,5.583572880811657,82,False,Iceland,,25-05-2025,False,unknown,,-7.092149965229615,-7.472484088368145,-6.768812247744573,0.0008523029919895741,0.0005685160482045998,0.001149060044448903,0.0008515410165866378,0.0005681929287208873,0.0011477404628117448,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.131485604077078,0.881824,8.258575390526843,0.8497,0.7867081011025775,0.7168301799998267,-0.5899107408368527,1.8076120125489887,118,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
PRY,"['Guaraní', 'Spanish']",6109644,-23.0,-58.0,81.5781,2024,,10093.883735201438,6.786015905276943,0.8157810000000001,1.25,1.0,0.75,1.0,False,5.535902841222731,5.535902841222731,5.535902841222731,5.535902841222731,83,False,Paraguay,,25-05-2025,False,unknown,,4.0314872041561935,3.9241359341525266,4.126513882959192,56.44675273046202,50.609329942122656,61.961550470784424,1.0311638964722129e-21,7.634901784707993e-26,5.307501040464245e-21,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.517245022876946,0.866377,8.24995360215214,,0.5700808608061821,0.6622934773158236,-0.6008676158173186,0.0,208,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
HRV,['Croatian'],3866233,45.16666666,15.5,83.6324,2024,49.0,1591.556116495056,6.587288023403108,0.8363240000000001,1.25,1.0,0.75,1.0,False,5.509107068884581,5.509107068884581,5.509107068884581,5.509107068884581,84,False,Croatia,,25-05-2025,False,unknown,,-4.672830337978094,-4.950775668128643,-4.419601959209098,0.0094737045601608,0.007078087613580107,0.012039045617664662,0.009381990498741789,0.007028162840186165,0.01189497546350708,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.289274693197108,0.39262,8.858957428335218,,0.8423563535481725,-1.0103384028851947,0.17307608311307007,0.0,84,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
MKD,['Macedonian'],1822612,41.83333333,22.0,87.1819,2023,,2224.212765066631,6.260694225323314,0.871819,1.25,1.0,0.75,0.75,False,5.458192178827146,4.0936441341203595,5.458192178827146,5.458192178827146,85,False,North Macedonia,,25-05-2025,False,unknown,,-3.5272145084235946,-3.7750898377045115,-3.296962579825637,0.029720078911161,0.0229350574521874,0.036995369087947295,0.028830790405435104,0.02241502569068716,0.03565171935927837,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.92437011261623,0.35092100000000004,8.323325842581772,,1.0663385719890937,-1.1575596086351938,-0.507623565918938,0.0,72,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
MNG,['Mongolian'],3544835,46.0,105.0,83.0162,2023,,6943.711069167842,6.549596025060067,0.830162,1.25,1.0,0.75,0.75,False,5.4372257353559155,4.077919301516936,5.4372257353559155,5.4372257353559155,86,False,Mongolia,,25-05-2025,False,unknown,,1.6347211822059144,1.5366631201870702,1.7370941097484052,5.138155718482907,4.649051074833513,5.680811633881391,0.03111007320313092,0.019376052261216622,0.04449458235816537,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,10.76487849442862,0.0,9.370284907339396,0.8332999999999999,-1.1059595660950352,-2.396510488584243,0.8228892098146374,1.7500979543698925,71,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
GEO,['Georgian'],4000921,42.0,43.5,81.8843,2023,,3564.798871650325,6.602159976122113,0.818843,1.25,1.0,0.75,0.75,False,5.406132481327759,4.0545993609958195,5.406132481327759,5.406132481327759,87,False,Georgia,,25-05-2025,True,unknown,,-0.6090438868500354,-0.7705415806253817,-0.45759365481927977,0.5462651838091834,0.4627632762639221,0.6328046586794831,0.3152479270863637,0.29132835214665453,0.33608260822605174,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,11.078767629469402,,6.227873636697677,,-0.9952587443582956,0.0,-3.1705986761381055,0.0,17,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
BHS,['English'],398165,25.0343,-77.3963,94.8186,2023,87.13,6842.386057328471,5.600063081470082,0.9481860000000001,1.25,1.0,0.75,1.25,False,5.309901412966791,6.637376766208489,5.309901412966791,5.309901412966791,88,False,Bahamas,,25-05-2025,False,unknown,,-6.370591757254662,-6.799019660126813,-5.976218027996074,0.0017643047565145348,0.00111486880293427,0.002538409477500626,0.0017609988682654775,0.0011136265625457543,0.0025319741254168034,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,12.89462177121931,0.9481860000000001,8.831037925747017,0.8713,-0.35485255247255304,0.9511258143311402,0.13759498730315134,1.883362235516578,111,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
MLT,"['English', 'Maltese']",574250,35.9375,14.3754,92.0727,2023,89.0,2373.312282265431,5.759101003867063,0.920727,1.25,1.0,0.75,1.25,False,5.30255978998751,6.628199737484387,5.30255978998751,5.30255978998751,89,False,Malta,,25-05-2025,False,unknown,,-9.793008132981702,-10.185678914127864,-9.396313058901448,5.7581485548589274e-05,3.770756044914136e-05,8.30306391954986e-05,5.757796088768812e-05,3.770613860890186e-05,8.302374539267127e-05,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,17.7535278844901,0.585357,9.067721502898577,0.044500000000000005,1.3587617126751066,-0.32986708384546826,0.43838088601388714,-1.0161879658539361,139,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
