alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_log1p_uk_distance_km,bayes_train_std_log1p_uk_distance_km,bayes_beta_log1p_uk_distance_km_mean,bayes_beta_log1p_uk_distance_km_hdi_low,bayes_beta_log1p_uk_distance_km_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_log1p_uk_distance_km,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_log1p_uk_distance_km,bayes_z_english_speakers_rate,bayes_rank,model_variant,language_english_factor_cli,language_euro_latin_factor_cli,language_other_factor_cli,bayes_draws_cli,bayes_tune_cli,bayes_target_accept_cli,bayes_seed_cli,bayes_hdi_prob_cli,run_label,run_id
KHM,['Khmer'],17577760,13.0,105.0,60.7171,2023,,9914.893053324236,7.244963530486225,0.607171,1.25,1.0,0.75,0.75,False,4.398931751768852,3.2991988138266386,4.398931751768852,4.398931751768852,123,False,Cambodia,,25-05-2025,False,unknown,,4.342658621667461,4.234940677180555,4.44765380972244,77.07108713316171,69.0575836849017,85.4262944268803,9.087239047038963e-29,6.78944485033943e-36,7.045896241811627e-29,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,11.701394752350417,0.88,9.535083206415052,0.2421,-0.7756737812484537,0.710390421749317,1.0323207432147365,-0.3232137038911716,210,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
LAO,['Lao'],7647000,18.0,105.0,63.6255,2023,,9455.383447078086,6.88349109018893,0.636255,1.25,1.0,0.75,0.75,False,4.379655623588158,3.2847417176911184,4.379655623588158,4.379655623588158,124,False,Lao People's Democratic Republic,,25-05-2025,False,unknown,,2.6333914943681394,2.5335069412235804,2.7273366105150894,13.9449476815663,12.597610477792681,15.292105094818137,1.6205190846089144e-05,3.492989133049789e-06,4.258216530132633e-05,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.518438813485714,0.834933,8.21631142681249,0.4,0.5705018807989739,0.5512782588788597,-0.6436212874742275,0.23053445382097673,146,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
BRB,['English'],267800,13.16666666,-59.53333333,79.9923,2023,98.57,6733.941320680728,5.42781057267599,0.799923,1.25,1.0,0.75,1.25,False,4.341830516726696,5.42728814590837,4.341830516726696,4.341830516726696,125,False,Barbados,,25-05-2025,False,unknown,,-9.565491323365345,-9.993948363360241,-9.126870498049122,7.281421518483565e-05,4.5677985465716954e-05,0.00010870777098731799,7.280849699658528e-05,4.567589890289604e-05,0.00010869595391392287,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,12.49799571223921,0.799923,8.815064376212705,0.9856999999999999,-0.49473261122513473,0.42767303061661205,0.11729523304854209,2.284557860863442,134,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
GIB,['English'],38000,36.13333333,-5.35,94.4445,2016,100.0,2003.4594911670542,4.57978359661681,0.9444450000000001,1.25,1.0,0.75,1.25,False,4.325353718906763,5.406692148633454,4.325353718906763,4.325353718906763,126,False,Gibraltar,,25-05-2025,False,unknown,,-16.95536161472652,-17.48084620152304,-16.411390039579725,4.688234019024196e-08,2.6595782601538998e-08,7.558027202066154e-08,4.688233773229044e-08,2.6595781894193037e-08,7.558026630828174e-08,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.480230830640718,0.265014,8.483555345871364,,0.9097017917008342,-1.4608602182988586,-0.30399822052341247,0.0,182,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
CPV,['Portuguese'],491233,16.5388,-23.0418,73.539,2023,,4544.570455698424,5.6912875341031945,0.73539,1.25,1.0,0.75,1.0,False,4.185315939704148,4.185315939704148,4.185315939704148,4.185315939704148,127,False,Cabo Verde,,25-05-2025,False,unknown,,-5.050572627178389,-5.2430790347783764,-4.840381594424473,0.006459429049964015,0.005283963498544123,0.00790404375144883,0.006417133062347883,0.0052561168608772114,0.007841816008043711,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,13.104673835968857,0.73539,8.42190851154044,,-0.28077245991932537,0.19983480738188955,-0.3823412077726933,0.0,97,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
GUM,"['Chamorro', 'English', 'Spanish']",153836,13.46666666,144.78333333,80.5055,2017,91.09,11880.866232958191,5.187057978975404,0.805055,1.25,1.0,0.75,1.25,False,4.1758669612640436,5.219833701580054,4.1758669612640436,4.1758669612640436,128,False,Guam,,25-05-2025,False,unknown,,-8.076841485384534,-8.49072636642742,-7.651236574081912,0.00032321794117553084,0.00020536512402578158,0.00047548990016697666,0.0003231048818939809,0.00020532295348604508,0.0004752638308062914,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,13.55800198552004,0.817221,8.91732552680969,0.9055,-0.12089499660670891,0.48874481691996396,0.2472523363494252,2.003300088548595,127,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
NAM,"['Afrikaans', 'German', 'English', 'Herero', 'Khoekhoe', 'Kwangali', 'Lozi', 'Ndonga', 'Tswana']",3022401,-22.0,17.0,64.4061,2023,17.24,8645.062200942311,6.480352084269662,0.644061,1.25,1.0,0.75,1.25,False,4.1737420437468025,5.217177554683503,4.1737420437468025,4.1737420437468025,129,False,Namibia,,25-05-2025,True,unknown,,1.6628651625342379,1.5537234318812165,1.7695768888991394,5.285897061633543,4.729052174830197,5.8683704117481845,0.02777148235521175,0.0165927186434771,0.04178116122964172,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,12.485959413390752,0.820058,9.695930082611039,,-0.4989775118108784,0.4987610417865734,1.23673066803366,0.0,73,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
NPL,['Nepali'],29911840,28.0,84.0,55.7716,2023,35.8,7274.024934828563,7.475843129088429,0.557716,1.25,1.0,0.75,0.75,False,4.169397326582682,3.127047994937011,4.169397326582682,4.169397326582682,130,False,Nepal,,25-05-2025,False,unknown,,3.7355887722199337,3.6333593113348295,3.824407654126195,41.994377149960826,37.83973067204794,45.805665826514414,5.491485764581471e-16,5.859861377186167e-19,1.3949374027110592e-15,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,9.365633256382218,0.816554,9.545695956329675,0.9667,-1.599438251309264,0.4863899272526999,1.045807802854781,2.2179257202900993,202,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
HND,['Spanish'],9892632,15.0,-86.5,58.2789,2023,,8306.703236709109,6.995311853882634,0.582789,1.25,1.0,0.75,1.0,False,4.0767908000124065,4.0767908000124065,4.0767908000124065,4.0767908000124065,131,False,Honduras,,25-05-2025,False,unknown,,2.2339423676582264,2.1330598270378136,2.3244885052987057,9.352492266735286,8.440654319831987,10.221451317006482,0.0009111988545400751,0.0003718736907031955,0.0018224122493182891,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,15.167791205946209,0.8363240000000001,7.373095624812952,0.49,0.4468372681655939,0.5561892806587165,-1.715209886327943,0.5461603828526,116,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
GTM,['Spanish'],18079810,15.5,-90.25,56.0535,2023,,8506.069378051501,7.25719386217999,0.560535,1.25,1.0,0.75,1.0,False,4.067911161537061,4.067911161537061,4.067911161537061,4.067911161537061,132,False,Guatemala,,25-05-2025,False,unknown,,3.422990640662614,3.317516507804123,3.520798242602231,30.72183003610965,27.59174273860105,33.81140832881744,7.154889086438511e-12,6.997902461092167e-14,2.8697967437638952e-11,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,12.585720675740419,,8.883062173766731,,-0.46379421781706853,0.0,0.20370924999802245,0.0,198,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
BLZ,"['Belizean Creole', 'English', 'Spanish']",417634,17.25,-88.75,72.3595,2023,81.65,8254.296742517694,5.620795847779911,0.723595,1.25,1.0,0.75,1.25,False,4.067179771474305,5.083974714342881,4.067179771474305,4.067179771474305,133,False,Belize,,25-05-2025,False,unknown,,-7.216436926373595,-7.550742149924457,-6.871140917025779,0.0007527011610698282,0.0005257211626730317,0.0010373513984008463,0.0007521063744240136,0.0005254448522100094,0.0010362757358917231,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,12.942360729860852,0.723595,9.01861030271211,0.8165,-0.3380162196387061,0.158191743475771,0.3759686279999313,1.6911811142839897,120,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
DMA,['English'],67408,15.41666666,-61.33333333,83.8255,2023,94.03,6641.679533511476,4.828711441782772,0.8382550000000001,1.25,1.0,0.75,1.25,False,4.047691509631618,5.059614387039523,4.047691509631618,4.047691509631618,134,False,Dominica,,25-05-2025,False,unknown,,-11.892396792992447,-12.365892538180354,-11.413027642151603,7.150914692179687e-06,4.262489119390124e-06,1.105173045233251e-05,7.150858843253108e-06,4.262470950592254e-06,1.1051608308888421e-05,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,11.118518984218797,0.8382550000000001,8.801270705271952,0.9403,-0.9812394389900645,0.563006809815369,0.09976574595709978,2.1253421144408233,152,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
CYM,['English'],84738,19.3133,-81.2546,81.0677,2017,76.6,7586.076353167158,4.928078209497234,0.810677,1.25,1.0,0.75,1.25,False,3.9950796586405892,4.993849573300737,3.9950796586405892,3.9950796586405892,135,False,Cayman Islands,,25-05-2025,False,unknown,,-9.776742368645158,-10.149108023218457,-9.377735070169413,5.854515390821208e-05,3.9111953528424336e-05,8.458853283358362e-05,5.854150658412334e-05,3.911042381332562e-05,8.458137775101762e-05,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,11.347319422297119,0.810677,8.934201598970995,0.7659999999999999,-0.9005472656030964,0.46564077196857445,0.2686990484231372,1.5140798985495785,138,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
TJK,"['Russian', 'Tajik']",10499000,39.0,71.0,56.791,2023,,5560.601283896435,7.021147935720995,0.5679099999999999,1.25,1.0,0.75,0.75,False,3.9873801241753095,2.990535093131482,3.9873801241753095,3.9873801241753095,136,False,Tajikistan,,25-05-2025,False,unknown,,0.7800564891592746,0.6740585653406759,0.8732374711008788,2.185358718988067,1.9621849811807794,2.3946510818874684,0.24587795756079892,0.21840295864239148,0.2757870282009622,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,7.866338923046544,,9.611351325718024,,-2.128201741972718,0.0,1.1292449788698036,0.0,26,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
NIC,['Spanish'],6803886,13.0,-85.0,58.2314,2023,,8385.961072901764,6.832757028340634,0.582314,1.25,1.0,0.75,1.0,False,3.978810076201148,3.978810076201148,3.978810076201148,3.978810076201148,137,False,Nicaragua,,25-05-2025,False,unknown,,1.4518634390258967,1.3489044875039444,1.5518591551280045,4.279272796797802,3.8532035435205763,4.720237817147451,0.06038633947393616,0.042071771464724815,0.0817331366816596,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,7.427144133408616,,9.67984675851887,,-2.2830947238820674,0.0,1.2162914083708696,0.0,60,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
PYF,['French'],279500,-17.6797,-149.4068,72.7039,2017,,15105.878135071034,5.446381812222442,0.727039,1.25,1.0,0.75,1.0,False,3.959731986376392,3.959731986376392,3.959731986376392,3.959731986376392,138,False,French Polynesia,,25-05-2025,False,unknown,,-2.0223247725795477,-2.254855506460214,-1.8024497709866807,0.13372081282345089,0.10488873382991,0.16489449329911973,0.11668113038653209,0.09444440093979532,0.1398277410957367,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,14.970195634356456,0.996528,8.588127760865625,,0.37715026818808767,1.1218005913849407,-0.17110388031213866,0.0,47,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
SMR,['Italian'],34132,43.76666666,12.41666666,87.0278,2023,,1545.3575740145034,4.533161736960601,0.870278,1.25,1.0,0.75,1.0,False,3.945110930118598,3.945110930118598,3.945110930118598,3.945110930118598,139,False,San Marino,,25-05-2025,True,observed_one,1.0,-13.481733545146328,-13.91288802672243,-13.044947658808024,1.4500018660466904e-06,9.082152256711596e-07,2.161982603932437e-06,1.44999960126964e-06,9.082144008135178e-07,2.16197792976751e-06,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,16.7938423168381,0.276,8.800498103004022,,1.020304693657347,-1.4220733848887173,0.09878389554609192,0.0,168,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
DJI,"['Arabic', 'French']",1066809,11.5,43.0,65.0248,2023,,6154.536181906155,6.028086670904087,0.6502479999999999,1.25,1.0,0.75,1.0,False,3.9197513015820404,3.9197513015820404,3.9197513015820404,3.9197513015820404,140,False,Djibouti,,25-05-2025,False,unknown,,-3.05791885768526,-3.2042572256156454,-2.900784555422203,0.04720781343788075,0.04058904338639991,0.05498007112530584,0.04501114320995187,0.03897455949868477,0.05203885762613729,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,13.880182507699853,0.6502479999999999,8.725107148050437,,-0.007270010675789815,-0.10076491683131511,0.0029743915100182297,0.0,63,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
ATG,['English'],103603,17.05,-61.8,77.5756,2023,80.0,6524.438859909447,5.015372331322167,0.7757559999999999,1.25,1.0,0.75,1.25,False,3.8907051782571584,4.863381472821448,3.8907051782571584,3.8907051782571584,141,False,Antigua and Barbuda,,25-05-2025,False,unknown,,-10.476675201802438,-10.852145287187303,-10.076253091079373,2.9074270809938618e-05,1.936404787547842e-05,4.206774434562081e-05,2.907337134351454e-05,1.936367291184019e-05,4.206597468758386e-05,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,11.548321565917217,0.7757559999999999,8.783463488152831,0.8,-0.8296588531491259,0.3423497643665761,0.07713570178938797,1.6333163606281922,145,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
VCT,['English'],110872,13.25,-61.2,75.9927,2023,95.0,6829.58642169349,5.044821881759084,0.759927,1.25,1.0,0.75,1.25,False,3.8336963581395356,4.792120447674419,3.8336963581395356,3.8336963581395356,142,False,Saint Vincent and the Grenadines,,25-05-2025,False,unknown,,-11.50967245403127,-11.953453733252783,-11.067108210135013,1.0445883589306935e-05,6.437981099568926e-06,1.5619557373903197e-05,1.044576531921901e-05,6.4379396518685465e-06,1.5619313376381215e-05,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,17.166010958636768,0.616,8.937122864950348,,1.1515592350622486,-0.221679851350751,0.272411497016096,0.0,148,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
LKA,"['Sinhala', 'Tamil']",21763170,7.0,81.0,51.2,2023,47.0,8921.169522992157,7.337722154502129,0.512,1.25,1.0,0.75,0.75,False,3.75691374310509,2.8176853073288175,3.75691374310509,3.75691374310509,143,False,Sri Lanka,,25-05-2025,False,unknown,,2.465655652603523,2.3280248161952475,2.6004619551129338,11.817839782978847,10.25766074744839,13.469965066807111,0.00013296570541446596,1.9031114554871216e-05,0.0003599174278064547,0.9,1.05,123.0,20.0,4.0,4.0,12.0,-2.7594038776464513,-2.8997359999566554,-2.6055452003662016,5.0,95.0,1.0,6.0,1.0,True,True,13.900796422998402,2.8354724934856366,6.150782821095181,6.007834677810903,6.280982701592816,0.6787887,0.2832404461542748,2.6024294712325386,2.4912061928758256,2.723591407529118,8.722766647297384,0.7868838870640574,2.8358290879722,2.7167632302626643,2.9902963925323323,0.3342636363636364,0.2851476755288462,-2.2799653366094623,-2.4332946550745356,-2.14249009378557,14.565239847443495,0.47991,9.1838152088157,0.2786,0.23433252340540067,-0.7021550159954034,0.5859168920570156,-0.19520985489501316,131,no-language,1.25,1.0,0.75,50,50,0.9,0,0.9,bayes-english-smoke,bayes-english-smoke_20251221T134418Z
