alpha_3,languages,population,latitude,longitude,internet_usage_pct,internet_usage_record_year,english_speakers_pct,uk_distance_km,pop_score,net_score,language_english_factor,language_euro_latin_factor,language_other_factor,language_factor,use_language_factor,total_score_base,total_score_with_language,total_score_no_language,total_score,model_rank,is_single_listen_candidate,country_name,predicted_single_listen_country,prediction_date,bayes_in_country_listens_map,bayes_label,bayes_y_observed,bayes_lp_mean,bayes_lp_hdi_low,bayes_lp_hdi_high,bayes_mu_mean,bayes_mu_hdi_low,bayes_mu_hdi_high,bayes_p_one_mean,bayes_p_one_hdi_low,bayes_p_one_hdi_high,bayes_hdi_prob,bayes_rhat_max,bayes_ess_bulk_min,bayes_train_n,bayes_train_n_zero,bayes_train_n_one,bayes_train_n_multi,bayes_alpha_mean,bayes_alpha_hdi_low,bayes_alpha_hdi_high,bayes_unresolved_label_tokens_count,bayes_number_of_countries_with_listens,bayes_aggregate_sigma,bayes_number_of_countries_with_one_listen,bayes_aggregate_one_sigma,bayes_use_distance,bayes_use_english,bayes_train_mean_log_population,bayes_train_std_log_population,bayes_beta_log_population_mean,bayes_beta_log_population_hdi_low,bayes_beta_log_population_hdi_high,bayes_train_mean_internet_rate,bayes_train_std_internet_rate,bayes_beta_internet_rate_mean,bayes_beta_internet_rate_hdi_low,bayes_beta_internet_rate_hdi_high,bayes_train_mean_english_speakers_rate,bayes_train_std_english_speakers_rate,bayes_beta_english_speakers_rate_mean,bayes_beta_english_speakers_rate_hdi_low,bayes_beta_english_speakers_rate_hdi_high,bayes_x_log_population,bayes_x_internet_rate,bayes_x_english_speakers_rate,bayes_z_log_population,bayes_z_internet_rate,bayes_z_english_speakers_rate,run_label,run_id,bayes_rank
ISR,"['Arabic', 'Hebrew']",10134800,31.47,35.13,88.1824,2024,84.97,3859.5903474815527,7.00581518275242,0.881824,1.25,1.0,0.75,0.75,False,6.177895967715471,4.633421975786603,6.177895967715471,6.177895967715471,53,False,Israel,,25-05-2025,False,unknown,,-4.309221372854254,-4.578547159874994,-4.049707062734973,0.013618747234336325,0.010269806849206621,0.017427480342443236,0.013429837014216366,0.0101648776400711,0.01712639446580083,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,17.89182068970841,0.892207,0.34,1.418017481858071,0.7324784487533598,0.06949232677011895,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,81
PER,"['Aymara', 'Quechua', 'Spanish']",34350244,-10.0,-76.0,81.9571,2024,,9886.041920852245,7.535929826329404,0.8195709999999999,1.25,1.0,0.75,1.0,False,6.176229543694616,6.176229543694616,6.176229543694616,6.176229543694616,54,False,Peru,,25-05-2025,False,unknown,,5.53730427206035,5.4581668840649025,5.614798698814382,254.27907617903412,234.66685829167977,274.45812488924616,2.149298745194236e-94,1.7491495351709505e-117,2.857131434910193e-100,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,18.55279262955334,0.837661,0.6373,1.6600606415491495,0.5347240454874764,1.144138295496068,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,216
CZE,"['Czech', 'Slovak']",10882341,49.75,15.5,87.6878,2024,27.0,1286.7695582632664,7.036722330474317,0.8768779999999999,1.25,1.0,0.75,1.0,False,6.170347003701658,6.170347003701658,6.170347003701658,6.170347003701658,55,False,Czechia,,25-05-2025,False,unknown,,4.561810261602969,4.494459635621623,4.62841962609678,95.83563308708572,89.51978261637491,102.35218151138497,3.0344000650477147e-37,3.623343233856277e-43,1.1856910857441676e-37,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,16.202651941688483,0.8768779999999999,0.27,0.7994560628694131,0.6769037549598143,-0.18353565106646513,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,210
IDN,['Indonesian'],284438782,-5.0,120.0,72.7808,2024,,12496.473829025206,8.453988810272648,0.727808,1.25,1.0,0.75,0.75,False,6.152880688026915,4.614660516020186,6.152880688026915,6.152880688026915,56,False,Indonesia,,25-05-2025,False,unknown,,8.86456273011188,8.68940456566688,9.03995555146055,7116.26835669307,5939.644521575158,8433.402197032283,0.0,0.0,0.0,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,11.344861779922974,,0.9993000000000001,-0.979431676519054,0.0,2.4526544094509743,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,224
LBY,['Arabic'],7459000,25.0,17.0,88.4989,2023,,3587.601937185113,6.8726806071519295,0.884989,1.25,1.0,0.75,0.75,False,6.082246737842779,4.561685053382084,6.082246737842779,6.082246737842779,57,False,Libya,,25-05-2025,False,unknown,,3.125835828672549,3.0391595763918153,3.209424628225116,22.808486661206167,20.88768135792146,24.764833149459022,5.154887556348268e-09,4.351160686721403e-10,1.7720888324160893e-08,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,12.123234367221169,0.700834,0.4303,-0.6943972460245085,0.038663074276736445,0.3958984181793123,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,184
KGZ,"['Kyrgyz', 'Russian']",7281800,41.0,75.0,88.4701,2023,,5660.831518833146,6.86223874654393,0.8847010000000001,1.25,1.0,0.75,0.75,False,6.071029481306162,4.553272110979622,6.071029481306162,6.071029481306162,58,False,Kyrgyzstan,,25-05-2025,False,unknown,,3.076286201893706,2.9888982570317384,3.160863736277426,21.706294434400156,19.863785648202995,23.590963510241583,1.4039445901650125e-08,1.340665596718113e-09,4.691692480505134e-08,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,16.682145024583093,0.607171,,0.9750429733531708,-0.300908492347625,0.0,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,180
GRC,['Greek'],10400720,39.0,22.0,86.2697,2024,51.0,2459.012756670915,7.017063404799118,0.862697,1.25,1.0,0.75,0.75,False,6.053599548129985,4.540199661097489,6.053599548129985,6.053599548129985,59,False,Greece,,25-05-2025,False,unknown,,0.7155817634392804,0.581002952512242,0.8446466285387093,2.051899380133606,1.7878306420919141,2.3271553200305775,0.2637297104168065,0.22706733148204514,0.29914475598513046,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,11.599295803205079,0.7412009999999999,0.9091,-0.8862597713054043,0.1850120640584601,2.126609786581547,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,24
SVK,['Slovak'],5413813,48.66666666,19.5,89.8251,2024,26.0,1599.2587468398117,6.733503250608721,0.898251,1.25,1.0,0.75,1.0,False,6.048376028362535,6.048376028362535,6.048376028362535,6.048376028362535,60,False,Slovakia,,25-05-2025,False,unknown,,3.5357130699623425,3.4497884607258995,3.619806697297336,34.36419357054954,31.493729445877623,37.33035106956085,1.6332554525387067e-13,2.289267928082368e-15,6.617153337811e-13,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,14.57193202335173,0.907636,0.59,0.20229818397669339,0.7884156886607648,0.9731636761864904,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,202
URY,['Spanish'],3499451,-33.0,-56.0,91.9911,2024,,10972.411931889446,6.543999916815401,0.919911,1.25,1.0,0.75,1.0,False,6.019897507477572,6.019897507477572,6.019897507477572,6.019897507477572,61,False,Uruguay,,25-05-2025,False,unknown,,1.9528103417773783,1.835467425996998,2.065926481473401,7.065717621710442,6.268063320541817,7.892606868064737,0.006571273393029091,0.002947846497102347,0.011883601182979752,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,19.64478255760019,0.931444,0.9545999999999999,2.0599394814849292,0.87473066744847,2.2910779721753265,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,93
SRB,['Serbian'],6567783,44.0,21.0,87.6907,2024,,1998.6345021182503,6.81741879522901,0.8769070000000001,1.25,1.0,0.75,1.0,False,5.978242263467886,5.978242263467886,5.978242263467886,5.978242263467886,62,False,Serbia,,25-05-2025,False,unknown,,2.805958163284017,2.7177893752335196,2.891550735067144,16.56572093331061,15.146801316810022,18.021234104918673,1.46465676366657e-06,2.686964940661827e-07,4.000817232862312e-06,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,16.574690913480765,0.0927123,,0.9356940524608476,-2.1660585166104878,0.0,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,153
COL,['Spanish'],53057212,4.0,-72.0,77.3369,2023,4.22,8351.75380499986,7.724744425351789,0.773369,1.25,1.0,0.75,1.0,False,5.974077871489888,5.974077871489888,5.974077871489888,5.974077871489888,63,False,Colombia,,25-05-2025,False,unknown,,10.198372496608174,10.047344268288125,10.350367584662298,26973.73785556854,23094.37287965435,31268.53457041129,0.0,0.0,0.0,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,17.786881361003886,0.773369,0.042199999999999994,1.3795894561517712,0.3016358979648318,-1.006960984654663,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,224
DZA,['Arabic'],47400000,28.0,3.0,76.9081,2023,7.0,2919.638592728831,7.675778341674085,0.769081,1.25,1.0,0.75,0.75,False,5.903295282793047,4.427471462094785,5.903295282793047,5.903295282793047,64,False,Algeria,,25-05-2025,False,unknown,,9.519364853077866,9.382797237549973,9.657450276788943,13668.690124548964,11882.205663945268,15637.861576474854,0.0,0.0,0.0,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,17.674132786665304,0.769081,0.07,1.3383017409879818,0.2860899206025303,-0.9064727305995625,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,224
ZAF,"['Afrikaans', 'English', 'Southern Ndebele', 'Northern Sotho', 'Southern Sotho', 'Swazi', 'Tswana', 'Tsonga', 'Venda', 'Xhosa', 'Zulu']",63100945,-29.0,24.0,75.6592,2023,31.0,9562.226924415081,7.800035863288702,0.7565919999999999,1.25,1.0,0.75,1.25,False,5.901444733877325,7.3768059173466565,5.901444733877325,5.901444733877325,65,False,South Africa,,25-05-2025,False,unknown,,6.336042385928887,6.234140215499877,6.4366131371552076,565.5975792687248,509.8620586049239,624.2888345747797,1.1279899805898758e-199,4.679465499694408e-269,1.89325622992971e-219,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,16.795795280097252,0.33,0.1602,1.0166608776636006,-1.3057811815935487,-0.5804281077301355,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,221
PSE,['Arabic'],5483450,31.9,35.2,86.6377,2023,,3826.448231959289,6.739053887776157,0.866377,1.25,1.0,0.75,0.75,False,5.838561290129843,4.378920967597383,5.838561290129843,5.838561290129843,66,False,"Palestine, State of",,25-05-2025,False,unknown,,2.3605324819890665,2.267676863242381,2.4507390630052965,10.6128404082729,9.656940342748118,11.596914405324931,0.0002995124954324923,0.00010662683616892824,0.0006178508459510011,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,12.540757571577291,0.727039,,-0.5415032583456838,0.1336682834136572,0.0,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,122
EGY,['Arabic'],107271260,27.0,30.0,72.6899,2023,35.0,3976.8298678628234,8.030483381842073,0.726899,1.25,1.0,0.75,0.75,False,5.837350339777621,4.3780127548332155,5.837350339777621,5.837350339777621,67,False,Egypt,,25-05-2025,False,unknown,,6.507194521332196,6.3833222536539855,6.628509421659833,671.8030216127152,591.8908564091626,756.353925259073,7.688968403906173e-222,0.0,5.215759908786247e-255,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,18.49087132456597,0.726899,0.35,1.6373855060284876,0.1331607188542536,0.10563918074677364,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,223
LVA,['Latvian'],1829000,57.0,25.0,92.7076,2024,46.0,1720.970683241863,6.262213705476417,0.927076,1.25,1.0,0.75,1.0,False,5.805548033218255,5.805548033218255,5.805548033218255,5.805548033218255,68,False,Latvia,,25-05-2025,False,unknown,,-1.360596030948007,-1.5488461344043092,-1.181591035772447,0.2580989686166229,0.21249302181044186,0.3067902368764397,0.19883455161571656,0.17181462388183227,0.225737768594648,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,13.438487123487413,0.891806,,-0.21276116780647042,0.7310246388367826,0.0,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,36
JAM,"['English', 'Jamaican Patois']",2825544,18.25,-77.5,89.473,2023,97.64,7433.504947333831,6.4511020746169,0.89473,1.25,1.0,0.75,1.25,False,5.771994559221979,7.214993199027474,5.771994559221979,5.771994559221979,69,False,Jamaica,,25-05-2025,False,unknown,,-8.611509821826019,-8.967023857539278,-8.266133012669018,0.00018625748724046822,0.0001275482266520912,0.0002570784892046421,0.00018622118575059812,0.0001275319591394144,0.00025701240834824507,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,11.545073146180547,,,-0.9061157174385222,0.0,0.0,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,126
LUX,"['German', 'French', 'Luxembourgish']",681973,49.75,6.16666666,98.7606,2024,56.0,732.4403321678262,5.8337671808395735,0.987606,1.25,1.0,0.75,1.0,False,5.761463470400248,5.761463470400248,5.761463470400248,5.761463470400248,70,False,Luxembourg,,25-05-2025,False,unknown,,-4.271523919752521,-4.542394195659479,-4.011084173065383,0.01414256905014264,0.010647883897222524,0.018113747151593956,0.013938885712871494,0.010535107943863725,0.017788593085407728,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,14.419279927373003,0.927076,0.46,0.1463980868366768,0.8588946531950804,0.5032545744899773,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,79
SVN,['Slovene'],2130638,46.11666666,14.81666666,90.7636,2024,59.0,1480.382704853587,6.328509668410944,0.907636,1.25,1.0,0.75,0.75,False,5.743983201397835,4.3079874010483765,5.743983201397835,5.743983201397835,71,False,Slovenia,,25-05-2025,False,unknown,,-3.200861442464138,-3.423948447200213,-2.989359920193633,0.04108790347049013,0.03258352727984402,0.05031963604357521,0.03940596861984394,0.03153895142867363,0.04785022133069481,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,16.176845386862315,0.9552930000000001,0.86,0.7900058885211158,0.9611942901428573,1.9491287335561718,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,69
CRI,['Spanish'],5309625,10.0,-84.0,85.3951,2023,8.2,8587.534812944978,6.725063849484161,0.853951,1.25,1.0,0.75,1.0,False,5.742874999330849,5.742874999330849,5.742874999330849,5.742874999330849,72,False,Costa Rica,,25-05-2025,True,observed_multi,183.0,5.802820221807372,5.716395300441036,5.888525543930674,331.68257617946074,303.8078109533268,360.8728013508814,3.7056906774649973e-121,6.797808777269268e-155,3.4717801031441912e-130,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,15.485031769255382,0.853951,0.08199999999999999,0.5366687287588084,0.5937828074352132,-0.8630965058275767,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,218
LTU,['Lithuanian'],2894886,56.0,24.0,88.5029,2023,38.0,1662.9914952353934,6.461631465975109,0.885029,1.25,1.0,0.75,1.0,False,5.718731234700484,5.718731234700484,5.718731234700484,5.718731234700484,73,False,Lithuania,,25-05-2025,False,unknown,,0.3787665299225654,0.24070377857575448,0.5119012215682925,1.465382206717951,1.272144146861904,1.668460295108452,0.3376012393115612,0.31456672193042173,0.35649310955831204,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,13.432745346599102,0.987606,0.56,-0.21486376511281588,1.0783438159143248,0.864723114256526,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,12
PRI,"['English', 'Spanish']",3203295,18.25,-66.5,87.2918,2022,48.61,6718.1333671525435,6.505596935845423,0.872918,1.25,1.0,0.75,1.25,False,5.678852666044315,7.098565832555393,5.678852666044315,5.678852666044315,74,False,Puerto Rico,,25-05-2025,False,unknown,,-1.1358345402383738,-1.3030094399752876,-0.9793432459874782,0.3227342993073084,0.2717128593107688,0.3755576693140006,0.23309533072779523,0.20706504775828907,0.25797285541892184,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,17.07168216757617,0.0,,1.1176886671010777,-2.5021833573303853,0.0,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,29
EST,['Estonian'],1369995,59.0,26.0,92.238,2024,50.0,1790.6963660391448,6.1367189821371575,0.92238,1.25,1.0,0.75,1.0,False,5.660386854743671,5.660386854743671,5.660386854743671,5.660386854743671,75,False,Estonia,,25-05-2025,False,unknown,,-2.57246665923624,-2.7850518496138226,-2.3683242677653618,0.07696060767090597,0.06172588979658683,0.09363750727169402,0.07117564211434839,0.058031012169309,0.08526751201970233,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,14.130317648162611,0.92238,0.5,0.0405821832023598,0.8418694876882312,0.6478419903965967,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,60
LBN,"['Arabic', 'French']",5490000,33.83333333,35.83333333,83.4933,2023,40.0,3699.8264065431467,6.739572344450092,0.834933,1.25,1.0,0.75,1.0,False,5.627091356268749,5.627091356268749,5.627091356268749,5.627091356268749,76,False,Lebanon,,25-05-2025,False,unknown,,0.8871815820898578,0.7726407778560774,0.9952159844027445,2.4337701011311745,2.1654772551604244,2.7053085836628195,0.21395505775605955,0.18084904542482844,0.24836980934022984,0.9,1.0,3296.0,22.0,5.0,4.0,13.0,-2.1173042637362434,-2.2780243060390073,-1.9623899734736443,5.0,95.0,1.0,6.0,1.0,False,True,14.01949574190159,2.7308019804754426,5.340245362777439,5.189405777108644,5.4956551382694885,0.6901696809523811,0.27582698083674123,2.4245767535932914,2.3382675363855574,2.5119140958446713,0.32077500000000003,0.27664924882421066,-4.187839690516614,-4.303904035971065,-4.0752486290592795,15.473475933398209,0.23497900000000002,0.8267,0.5324370649692717,-1.6502761244441242,1.828759709813911,nb-ablate-dist-eng-dist0_eng1-seed2,nb-ablate-dist-eng-dist0-eng1-seed2_20251221T141122Z,34
